geo;age;population_group;education_attainment;time;population
zaf;76;Black African;Unspecified;2001;0
zaf;77;White;No schooling;2001;537.106565
zaf;77;White;Some primary;2001;520.68303
zaf;77;White;Complete primary;2001;348.405596
zaf;77;White;Some secondary;2001;7444.9795
zaf;77;White;Grade 12/Std 10;2001;6321.127808
zaf;77;White;Higher;2001;3250.088061
zaf;77;White;Not applicable;2001;0
zaf;77;White;Unspecified;2001;0
zaf;77;Black African;No schooling;2001;31154.47139
zaf;77;Black African;Some primary;2001;9998.550811
zaf;77;Black African;Complete primary;2001;2026.616117
zaf;77;Black African;Some secondary;2001;4581.493273
zaf;77;Black African;Grade 12/Std 10;2001;693.101155
zaf;77;Black African;Higher;2001;499.084202
zaf;77;Black African;Not applicable;2001;0
zaf;77;Black African;Unspecified;2001;0
zaf;78;White;No schooling;2001;492.622715
zaf;78;White;Some primary;2001;537.174255
zaf;78;White;Complete primary;2001;348.739883
zaf;78;White;Some secondary;2001;6942.695972
zaf;78;White;Grade 12/Std 10;2001;5761.579103
zaf;78;White;Higher;2001;2871.473847
zaf;78;White;Not applicable;2001;0
zaf;78;White;Unspecified;2001;0
zaf;78;Black African;No schooling;2001;21887.5428
zaf;78;Black African;Some primary;2001;7597.513744
zaf;78;Black African;Complete primary;2001;1429.329214
zaf;78;Black African;Some secondary;2001;3675.685408
zaf;78;Black African;Grade 12/Std 10;2001;598.763972
zaf;78;Black African;Higher;2001;399.614648
zaf;78;Black African;Not applicable;2001;0
zaf;78;Black African;Unspecified;2001;0
zaf;79;White;No schooling;2001;475.990712
zaf;79;White;Some primary;2001;573.103446
zaf;79;White;Complete primary;2001;321.068369
zaf;79;White;Some secondary;2001;6748.143706
zaf;79;White;Grade 12/Std 10;2001;5472.565208
zaf;79;White;Higher;2001;2835.766113
zaf;79;White;Not applicable;2001;0
zaf;79;White;Unspecified;2001;0
zaf;79;Black African;No schooling;2001;23840.98831
zaf;79;Black African;Some primary;2001;8115.973519
zaf;79;Black African;Complete primary;2001;1473.162589
zaf;79;Black African;Some secondary;2001;3382.647205
zaf;79;Black African;Grade 12/Std 10;2001;580.912558
zaf;79;Black African;Higher;2001;404.200702
zaf;79;Black African;Not applicable;2001;0
zaf;79;Black African;Unspecified;2001;0
zaf;80;White;No schooling;2001;507.012779
zaf;80;White;Some primary;2001;585.136804
zaf;80;White;Complete primary;2001;331.216918
zaf;80;White;Some secondary;2001;6450.335462
zaf;80;White;Grade 12/Std 10;2001;5164.544901
zaf;80;White;Higher;2001;2650.601813
zaf;80;White;Not applicable;2001;0
zaf;80;White;Unspecified;2001;0
zaf;80;Black African;No schooling;2001;31051.37031
zaf;80;Black African;Some primary;2001;8011.688684
zaf;80;Black African;Complete primary;2001;1377.103839
zaf;80;Black African;Some secondary;2001;3316.282599
zaf;80;Black African;Grade 12/Std 10;2001;587.258241
zaf;80;Black African;Higher;2001;384.765347
zaf;80;Black African;Not applicable;2001;0
zaf;80;Black African;Unspecified;2001;0
zaf;81;White;No schooling;2001;479.858298
zaf;81;White;Some primary;2001;527.958987
zaf;81;White;Complete primary;2001;324.486751
zaf;81;White;Some secondary;2001;5893.8078
zaf;81;White;Grade 12/Std 10;2001;4393.708327
zaf;81;White;Higher;2001;2286.688673
zaf;81;White;Not applicable;2001;0
zaf;81;White;Unspecified;2001;0
zaf;81;Black African;No schooling;2001;39969.0619
zaf;81;Black African;Some primary;2001;8651.849382
zaf;81;Black African;Complete primary;2001;1414.095269
zaf;81;Black African;Some secondary;2001;3251.358751
zaf;81;Black African;Grade 12/Std 10;2001;583.881557
zaf;81;Black African;Higher;2001;358.118965
zaf;81;Black African;Not applicable;2001;0
zaf;81;Black African;Unspecified;2001;0
zaf;82;White;No schooling;2001;418.686849
zaf;82;White;Some primary;2001;449.968693
zaf;82;White;Complete primary;2001;259.971369
zaf;82;White;Some secondary;2001;4439.992034
zaf;82;White;Grade 12/Std 10;2001;3281.566676
zaf;82;White;Higher;2001;1729.618077
zaf;82;White;Not applicable;2001;0
zaf;82;White;Unspecified;2001;0
zaf;82;Black African;No schooling;2001;24460.5285
zaf;82;Black African;Some primary;2001;5548.115376
zaf;82;Black African;Complete primary;2001;948.357144
zaf;82;Black African;Some secondary;2001;2276.351818
zaf;82;Black African;Grade 12/Std 10;2001;469.564931
zaf;82;Black African;Higher;2001;253.624441
zaf;82;Black African;Not applicable;2001;0
zaf;82;Black African;Unspecified;2001;0
zaf;83;White;No schooling;2001;394.767184
zaf;83;White;Some primary;2001;476.65884
zaf;83;White;Complete primary;2001;243.659933
zaf;83;White;Some secondary;2001;4304.606718
zaf;83;White;Grade 12/Std 10;2001;3142.198872
zaf;83;White;Higher;2001;1520.826019
zaf;83;White;Not applicable;2001;0
zaf;83;White;Unspecified;2001;0
zaf;83;Black African;No schooling;2001;34021.94041
zaf;83;Black African;Some primary;2001;8099.742699
zaf;83;Black African;Complete primary;2001;1268.828544
zaf;83;Black African;Some secondary;2001;2848.151421
zaf;83;Black African;Grade 12/Std 10;2001;489.856642
zaf;83;Black African;Higher;2001;287.687193
zaf;83;Black African;Not applicable;2001;0
zaf;83;Black African;Unspecified;2001;0
zaf;84;White;No schooling;2001;351.229624
zaf;84;White;Some primary;2001;430.245897
zaf;84;White;Complete primary;2001;204.037416
zaf;84;White;Some secondary;2001;3684.600605
zaf;84;White;Grade 12/Std 10;2001;2563.67103
zaf;84;White;Higher;2001;1744.230597
zaf;84;White;Not applicable;2001;0
zaf;84;White;Unspecified;2001;0
zaf;84;Black African;No schooling;2001;9725.203917
zaf;84;Black African;Some primary;2001;2505.800488
zaf;84;Black African;Complete primary;2001;481.939673
zaf;84;Black African;Some secondary;2001;1274.925816
zaf;84;Black African;Grade 12/Std 10;2001;264.321684
zaf;84;Black African;Higher;2001;171.153874
zaf;84;Black African;Not applicable;2001;0
zaf;84;Black African;Unspecified;2001;0
zaf;85;White;No schooling;2001;268.765448
zaf;85;White;Some primary;2001;311.33177
zaf;85;White;Complete primary;2001;184.662552
zaf;85;White;Some secondary;2001;2993.995277
zaf;85;White;Grade 12/Std 10;2001;2073.658892
zaf;85;White;Higher;2001;1069.5844
zaf;85;White;Not applicable;2001;0
zaf;85;White;Unspecified;2001;0
zaf;85;Black African;No schooling;2001;9014.486561
zaf;85;Black African;Some primary;2001;2185.734663
zaf;85;Black African;Complete primary;2001;423.00378
zaf;85;Black African;Some secondary;2001;962.426858
zaf;85;Black African;Grade 12/Std 10;2001;160.403233
zaf;85;Black African;Higher;2001;111.084222
zaf;85;Black African;Not applicable;2001;0
zaf;85;Black African;Unspecified;2001;0
zaf;86;White;No schooling;2001;286.216854
zaf;86;White;Some primary;2001;291.679087
zaf;86;White;Complete primary;2001;176.055145
zaf;86;White;Some secondary;2001;2518.788024
zaf;86;White;Grade 12/Std 10;2001;1847.638007
zaf;86;White;Higher;2001;956.595029
zaf;86;White;Not applicable;2001;0
zaf;86;White;Unspecified;2001;0
zaf;86;Black African;No schooling;2001;8447.358668
zaf;86;Black African;Some primary;2001;1999.554264
zaf;86;Black African;Complete primary;2001;342.059782
zaf;86;Black African;Some secondary;2001;839.664816
zaf;86;Black African;Grade 12/Std 10;2001;164.435821
zaf;86;Black African;Higher;2001;113.358711
zaf;86;Black African;Not applicable;2001;0
zaf;86;Black African;Unspecified;2001;0
zaf;87;White;No schooling;2001;238.442476
zaf;87;White;Some primary;2001;278.059993
zaf;87;White;Complete primary;2001;155.077624
zaf;87;White;Some secondary;2001;2328.96737
zaf;87;White;Grade 12/Std 10;2001;1565.836038
zaf;87;White;Higher;2001;856.12461
zaf;87;White;Not applicable;2001;0
zaf;87;White;Unspecified;2001;0
zaf;87;Black African;No schooling;2001;13803.94398
zaf;87;Black African;Some primary;2001;3085.712796
zaf;87;Black African;Complete primary;2001;494.313816
zaf;87;Black African;Some secondary;2001;1136.829448
zaf;87;Black African;Grade 12/Std 10;2001;162.029785
zaf;87;Black African;Higher;2001;130.701926
zaf;87;Black African;Not applicable;2001;0
zaf;87;Black African;Unspecified;2001;0
zaf;88;White;No schooling;2001;258.424141
zaf;88;White;Some primary;2001;256.772464
zaf;88;White;Complete primary;2001;145.766699
zaf;88;White;Some secondary;2001;1905.419846
zaf;88;White;Grade 12/Std 10;2001;1346.402398
zaf;88;White;Higher;2001;661.391889
zaf;88;White;Not applicable;2001;0
zaf;88;White;Unspecified;2001;0
zaf;88;Black African;No schooling;2001;5313.55892
zaf;88;Black African;Some primary;2001;1246.626
zaf;88;Black African;Complete primary;2001;220.226616
zaf;88;Black African;Some secondary;2001;552.365033
zaf;88;Black African;Grade 12/Std 10;2001;125.560234
zaf;88;Black African;Higher;2001;61.343034
zaf;88;Black African;Not applicable;2001;0
zaf;88;Black African;Unspecified;2001;0
zaf;89;White;No schooling;2001;177.934301
zaf;89;White;Some primary;2001;189.369842
zaf;89;White;Complete primary;2001;119.868504
zaf;89;White;Some secondary;2001;1650.50078
zaf;89;White;Grade 12/Std 10;2001;990.324961
zaf;89;White;Higher;2001;573.831616
zaf;89;White;Not applicable;2001;0
zaf;89;White;Unspecified;2001;0
zaf;89;Black African;No schooling;2001;7000.688216
zaf;89;Black African;Some primary;2001;1474.054648
zaf;89;Black African;Complete primary;2001;225.643798
zaf;89;Black African;Some secondary;2001;652.92567
zaf;89;Black African;Grade 12/Std 10;2001;109.557708
zaf;89;Black African;Higher;2001;85.055173
zaf;89;Black African;Not applicable;2001;0
zaf;89;Black African;Unspecified;2001;0
zaf;90;White;No schooling;2001;161.079126
zaf;90;White;Some primary;2001;191.748576
zaf;90;White;Complete primary;2001;94.766265
zaf;90;White;Some secondary;2001;1295.186455
zaf;90;White;Grade 12/Std 10;2001;806.845584
zaf;90;White;Higher;2001;429.009177
zaf;90;White;Not applicable;2001;0
zaf;90;White;Unspecified;2001;0
zaf;90;Black African;No schooling;2001;5964.381411
zaf;90;Black African;Some primary;2001;1206.94851
zaf;90;Black African;Complete primary;2001;186.287205
zaf;90;Black African;Some secondary;2001;463.998988
zaf;90;Black African;Grade 12/Std 10;2001;91.018779
zaf;90;Black African;Higher;2001;51.672758
zaf;90;Black African;Not applicable;2001;0
zaf;90;Black African;Unspecified;2001;0
zaf;91;White;No schooling;2001;138.61626
zaf;91;White;Some primary;2001;146.311521
zaf;91;White;Complete primary;2001;67.688853
zaf;91;White;Some secondary;2001;913.580062
zaf;91;White;Grade 12/Std 10;2001;659.789411
zaf;91;White;Higher;2001;372.300114
zaf;91;White;Not applicable;2001;0
zaf;91;White;Unspecified;2001;0
zaf;91;Black African;No schooling;2001;8762.635027
zaf;91;Black African;Some primary;2001;1530.566579
zaf;91;Black African;Complete primary;2001;234.962366
zaf;91;Black African;Some secondary;2001;583.505297
zaf;91;Black African;Grade 12/Std 10;2001;104.997829
zaf;91;Black African;Higher;2001;60.315753
zaf;91;Black African;Not applicable;2001;0
zaf;91;Black African;Unspecified;2001;0
zaf;92;White;No schooling;2001;108.953151
zaf;92;White;Some primary;2001;127.901697
zaf;92;White;Complete primary;2001;71.698481
zaf;92;White;Some secondary;2001;723.391655
zaf;92;White;Grade 12/Std 10;2001;469.059614
zaf;92;White;Higher;2001;249.167051
zaf;92;White;Not applicable;2001;0
zaf;92;White;Unspecified;2001;0
zaf;92;Black African;No schooling;2001;3544.888073
zaf;92;Black African;Some primary;2001;657.63011
zaf;92;Black African;Complete primary;2001;99.607268
zaf;92;Black African;Some secondary;2001;284.784654
zaf;92;Black African;Grade 12/Std 10;2001;91.88912
zaf;92;Black African;Higher;2001;43.167576
zaf;92;Black African;Not applicable;2001;0
zaf;92;Black African;Unspecified;2001;0
zaf;93;White;No schooling;2001;98.414186
zaf;93;White;Some primary;2001;91.459872
zaf;93;White;Complete primary;2001;44.73802
zaf;93;White;Some secondary;2001;546.350593
zaf;93;White;Grade 12/Std 10;2001;315.601552
zaf;93;White;Higher;2001;233.921043
zaf;93;White;Not applicable;2001;0
zaf;93;White;Unspecified;2001;0
zaf;93;Black African;No schooling;2001;2239.212272
zaf;93;Black African;Some primary;2001;462.463911
zaf;93;Black African;Complete primary;2001;100.080868
zaf;93;Black African;Some secondary;2001;244.088618
zaf;93;Black African;Grade 12/Std 10;2001;67.742951
zaf;93;Black African;Higher;2001;32.950944
zaf;93;Black African;Not applicable;2001;0
zaf;93;Black African;Unspecified;2001;0
zaf;94;White;No schooling;2001;74.347849
zaf;94;White;Some primary;2001;67.968363
zaf;94;White;Complete primary;2001;34.338369
zaf;94;White;Some secondary;2001;367.351181
zaf;94;White;Grade 12/Std 10;2001;291.181706
zaf;94;White;Higher;2001;168.575839
zaf;94;White;Not applicable;2001;0
zaf;94;White;Unspecified;2001;0
zaf;94;Black African;No schooling;2001;1789.238648
zaf;94;Black African;Some primary;2001;423.048291
zaf;94;Black African;Complete primary;2001;98.204983
zaf;94;Black African;Some secondary;2001;214.088792
zaf;94;Black African;Grade 12/Std 10;2001;54.624238
zaf;94;Black African;Higher;2001;27.739897
zaf;94;Black African;Not applicable;2001;0
zaf;94;Black African;Unspecified;2001;0
zaf;95;White;No schooling;2001;52.549516
zaf;95;White;Some primary;2001;50.390523
zaf;95;White;Complete primary;2001;26.597932
zaf;95;White;Some secondary;2001;263.141013
zaf;95;White;Grade 12/Std 10;2001;189.156931
zaf;95;White;Higher;2001;116.338056
zaf;95;White;Not applicable;2001;0
zaf;95;White;Unspecified;2001;0
zaf;95;Black African;No schooling;2001;2151.665055
zaf;95;Black African;Some primary;2001;381.758201
zaf;95;Black African;Complete primary;2001;61.762877
zaf;95;Black African;Some secondary;2001;243.516008
zaf;95;Black African;Grade 12/Std 10;2001;44.509974
zaf;95;Black African;Higher;2001;25.857245
zaf;95;Black African;Not applicable;2001;0
zaf;95;Black African;Unspecified;2001;0
zaf;96;White;No schooling;2001;38.54196
zaf;96;White;Some primary;2001;30.174414
zaf;96;White;Complete primary;2001;13.952002
zaf;96;White;Some secondary;2001;205.940824
zaf;96;White;Grade 12/Std 10;2001;127.701779
zaf;96;White;Higher;2001;92.318143
zaf;96;White;Not applicable;2001;0
zaf;96;White;Unspecified;2001;0
zaf;96;Black African;No schooling;2001;1558.517981
zaf;96;Black African;Some primary;2001;312.606652
zaf;96;Black African;Complete primary;2001;70.241045
zaf;96;Black African;Some secondary;2001;236.988398
zaf;96;Black African;Grade 12/Std 10;2001;26.140723
zaf;96;Black African;Higher;2001;19.582533
zaf;96;Black African;Not applicable;2001;0
zaf;96;Black African;Unspecified;2001;0
zaf;97;White;No schooling;2001;21.920336
zaf;97;White;Some primary;2001;18.575073
zaf;97;White;Complete primary;2001;9.631012
zaf;97;White;Some secondary;2001;140.111605
zaf;97;White;Grade 12/Std 10;2001;115.95107
zaf;97;White;Higher;2001;51.166822
zaf;97;White;Not applicable;2001;0
zaf;97;White;Unspecified;2001;0
zaf;97;Black African;No schooling;2001;1581.529761
zaf;97;Black African;Some primary;2001;313.686162
zaf;97;Black African;Complete primary;2001;51.495789
zaf;97;Black African;Some secondary;2001;208.290341
zaf;97;Black African;Grade 12/Std 10;2001;27.937934
zaf;97;Black African;Higher;2001;16.147996
zaf;97;Black African;Not applicable;2001;0
zaf;97;Black African;Unspecified;2001;0
zaf;98;White;No schooling;2001;12.978738
zaf;98;White;Some primary;2001;24.59582
zaf;98;White;Complete primary;2001;10.810054
zaf;98;White;Some secondary;2001;79.721417
zaf;98;White;Grade 12/Std 10;2001;63.396698
zaf;98;White;Higher;2001;37.831532
zaf;98;White;Not applicable;2001;0
zaf;98;White;Unspecified;2001;0
zaf;98;Black African;No schooling;2001;1284.22038
zaf;98;Black African;Some primary;2001;300.774026
zaf;98;Black African;Complete primary;2001;40.0089
zaf;98;Black African;Some secondary;2001;194.678334
zaf;98;Black African;Grade 12/Std 10;2001;41.520759
zaf;98;Black African;Higher;2001;21.462822
zaf;98;Black African;Not applicable;2001;0
zaf;98;Black African;Unspecified;2001;0
zaf;99;White;No schooling;2001;12.906341
zaf;99;White;Some primary;2001;23.71385
zaf;99;White;Complete primary;2001;6.752363
zaf;99;White;Some secondary;2001;76.779949
zaf;99;White;Grade 12/Std 10;2001;56.301585
zaf;99;White;Higher;2001;31.658422
zaf;99;White;Not applicable;2001;0
zaf;99;White;Unspecified;2001;0
zaf;99;Black African;No schooling;2001;2557.212437
zaf;99;Black African;Some primary;2001;445.998042
zaf;99;Black African;Complete primary;2001;57.366129
zaf;99;Black African;Some secondary;2001;194.249677
zaf;99;Black African;Grade 12/Std 10;2001;47.594646
zaf;99;Black African;Higher;2001;14.523424
zaf;99;Black African;Not applicable;2001;0
zaf;99;Black African;Unspecified;2001;0
zaf;100;White;No schooling;2001;16.910324
zaf;100;White;Some primary;2001;11.931314
zaf;100;White;Complete primary;2001;4.805037
zaf;100;White;Some secondary;2001;35.387964
zaf;100;White;Grade 12/Std 10;2001;28.78756
zaf;100;White;Higher;2001;21.851465
zaf;100;White;Not applicable;2001;0
zaf;100;White;Unspecified;2001;0
zaf;100;Black African;No schooling;2001;1554.904283
zaf;100;Black African;Some primary;2001;313.399636
zaf;100;Black African;Complete primary;2001;35.494663
zaf;100;Black African;Some secondary;2001;172.84586
zaf;100;Black African;Grade 12/Std 10;2001;47.213561
zaf;100;Black African;Higher;2001;23.61246
zaf;100;Black African;Not applicable;2001;0
zaf;100;Black African;Unspecified;2001;0
zaf;101;White;No schooling;2001;11.641444
zaf;101;White;Some primary;2001;8.203964
zaf;101;White;Complete primary;2001;1
zaf;101;White;Some secondary;2001;21.61469
zaf;101;White;Grade 12/Std 10;2001;25.133486
zaf;101;White;Higher;2001;18.240519
zaf;101;White;Not applicable;2001;0
zaf;101;White;Unspecified;2001;0
zaf;101;Black African;No schooling;2001;957.509192
zaf;101;Black African;Some primary;2001;189.710352
zaf;101;Black African;Complete primary;2001;26.198591
zaf;101;Black African;Some secondary;2001;114.489124
zaf;101;Black African;Grade 12/Std 10;2001;33.005008
zaf;101;Black African;Higher;2001;17.278521
zaf;101;Black African;Not applicable;2001;0
zaf;101;Black African;Unspecified;2001;0
zaf;102;White;No schooling;2001;3.137712
zaf;102;White;Some primary;2001;1
zaf;102;White;Complete primary;2001;0
zaf;102;White;Some secondary;2001;12.275424
zaf;102;White;Grade 12/Std 10;2001;5.4983
zaf;102;White;Higher;2001;1.323828
zaf;102;White;Not applicable;2001;0
zaf;102;White;Unspecified;2001;0
zaf;102;Black African;No schooling;2001;365.349055
zaf;102;Black African;Some primary;2001;44.369167
zaf;102;Black African;Complete primary;2001;11.833778
zaf;102;Black African;Some secondary;2001;11.757129
zaf;102;Black African;Grade 12/Std 10;2001;6.508109
zaf;102;Black African;Higher;2001;2.55629
zaf;102;Black African;Not applicable;2001;0
zaf;102;Black African;Unspecified;2001;0
zaf;103;White;No schooling;2001;1
zaf;103;White;Some primary;2001;0
zaf;103;White;Complete primary;2001;0
zaf;103;White;Some secondary;2001;1
zaf;103;White;Grade 12/Std 10;2001;2
zaf;103;White;Higher;2001;3.113719
zaf;103;White;Not applicable;2001;0
zaf;103;White;Unspecified;2001;0
zaf;103;Black African;No schooling;2001;182.39165
zaf;103;Black African;Some primary;2001;14.962957
zaf;103;Black African;Complete primary;2001;0
zaf;103;Black African;Some secondary;2001;9.255946
zaf;103;Black African;Grade 12/Std 10;2001;1.220072
zaf;103;Black African;Higher;2001;0
zaf;103;Black African;Not applicable;2001;0
zaf;103;Black African;Unspecified;2001;0
zaf;104;White;No schooling;2001;4
zaf;104;White;Some primary;2001;0
zaf;104;White;Complete primary;2001;1.137476
zaf;104;White;Some secondary;2001;0
zaf;104;White;Grade 12/Std 10;2001;4.838547
zaf;104;White;Higher;2001;2.113719
zaf;104;White;Not applicable;2001;0
zaf;104;White;Unspecified;2001;0
zaf;104;Black African;No schooling;2001;142.357768
zaf;104;Black African;Some primary;2001;22.02746
zaf;104;Black African;Complete primary;2001;2.167364
zaf;104;Black African;Some secondary;2001;10.498327
zaf;104;Black African;Grade 12/Std 10;2001;3.236999
zaf;104;Black African;Higher;2001;2.250662
zaf;104;Black African;Not applicable;2001;0
zaf;104;Black African;Unspecified;2001;0
zaf;105;White;No schooling;2001;0
zaf;105;White;Some primary;2001;0
zaf;105;White;Complete primary;2001;0
zaf;105;White;Some secondary;2001;3.403574
zaf;105;White;Grade 12/Std 10;2001;0
zaf;105;White;Higher;2001;0
zaf;105;White;Not applicable;2001;0
zaf;105;White;Unspecified;2001;0
zaf;105;Black African;No schooling;2001;164.536092
zaf;105;Black African;Some primary;2001;35.461412
zaf;105;Black African;Complete primary;2001;6.662832
zaf;105;Black African;Some secondary;2001;7.778235
zaf;105;Black African;Grade 12/Std 10;2001;3.701006
zaf;105;Black African;Higher;2001;0
zaf;105;Black African;Not applicable;2001;0
zaf;105;Black African;Unspecified;2001;0
zaf;106;White;No schooling;2001;0
zaf;106;White;Some primary;2001;0
zaf;106;White;Complete primary;2001;1
zaf;106;White;Some secondary;2001;0
zaf;106;White;Grade 12/Std 10;2001;0
zaf;106;White;Higher;2001;1.206678
zaf;106;White;Not applicable;2001;0
zaf;106;White;Unspecified;2001;0
zaf;106;Black African;No schooling;2001;101.507104
zaf;106;Black African;Some primary;2001;8.947129
zaf;106;Black African;Complete primary;2001;1.07957
zaf;106;Black African;Some secondary;2001;3.389495
zaf;106;Black African;Grade 12/Std 10;2001;0
zaf;106;Black African;Higher;2001;1.107999
zaf;106;Black African;Not applicable;2001;0
zaf;106;Black African;Unspecified;2001;0
zaf;107;White;No schooling;2001;1
zaf;107;White;Some primary;2001;0
zaf;107;White;Complete primary;2001;0
zaf;107;White;Some secondary;2001;1
zaf;107;White;Grade 12/Std 10;2001;0
zaf;107;White;Higher;2001;0
zaf;107;White;Not applicable;2001;0
zaf;107;White;Unspecified;2001;0
zaf;107;Black African;No schooling;2001;46.048551
zaf;107;Black African;Some primary;2001;9.752521
zaf;107;Black African;Complete primary;2001;1.263292
zaf;107;Black African;Some secondary;2001;5.856646
zaf;107;Black African;Grade 12/Std 10;2001;1
zaf;107;Black African;Higher;2001;0
zaf;107;Black African;Not applicable;2001;0
zaf;107;Black African;Unspecified;2001;0
zaf;108;White;No schooling;2001;0
zaf;108;White;Some primary;2001;1.137476
zaf;108;White;Complete primary;2001;0
zaf;108;White;Some secondary;2001;0
zaf;108;White;Grade 12/Std 10;2001;0
zaf;108;White;Higher;2001;0
zaf;108;White;Not applicable;2001;0
zaf;108;White;Unspecified;2001;0
zaf;108;Black African;No schooling;2001;40.8751
zaf;108;Black African;Some primary;2001;5.608077
zaf;108;Black African;Complete primary;2001;2.377481
zaf;108;Black African;Some secondary;2001;3.331471
zaf;108;Black African;Grade 12/Std 10;2001;0
zaf;108;Black African;Higher;2001;0
zaf;108;Black African;Not applicable;2001;0
zaf;108;Black African;Unspecified;2001;0
zaf;109;White;No schooling;2001;0
zaf;109;White;Some primary;2001;0
zaf;109;White;Complete primary;2001;0
zaf;109;White;Some secondary;2001;0
zaf;109;White;Grade 12/Std 10;2001;1
zaf;109;White;Higher;2001;0
zaf;109;White;Not applicable;2001;0
zaf;109;White;Unspecified;2001;0
zaf;109;Black African;No schooling;2001;49.452435
zaf;109;Black African;Some primary;2001;15.420428
zaf;109;Black African;Complete primary;2001;3.330187
zaf;109;Black African;Some secondary;2001;4.797928
zaf;109;Black African;Grade 12/Std 10;2001;0
zaf;109;Black African;Higher;2001;1.07957
zaf;109;Black African;Not applicable;2001;0
zaf;109;Black African;Unspecified;2001;0
zaf;110;White;No schooling;2001;2.323828
zaf;110;White;Some primary;2001;1.323828
zaf;110;White;Complete primary;2001;0
zaf;110;White;Some secondary;2001;0
zaf;110;White;Grade 12/Std 10;2001;0
zaf;110;White;Higher;2001;1
zaf;110;White;Not applicable;2001;0
zaf;110;White;Unspecified;2001;0
zaf;110;Black African;No schooling;2001;65.694589
zaf;110;Black African;Some primary;2001;19.622096
zaf;110;Black African;Complete primary;2001;2.328071
zaf;110;Black African;Some secondary;2001;0
zaf;110;Black African;Grade 12/Std 10;2001;1
zaf;110;Black African;Higher;2001;0
zaf;110;Black African;Not applicable;2001;0
zaf;110;Black African;Unspecified;2001;0
zaf;111;White;No schooling;2001;1
zaf;111;White;Some primary;2001;2.431827
zaf;111;White;Complete primary;2001;1.137712
zaf;111;White;Some secondary;2001;1
zaf;111;White;Grade 12/Std 10;2001;0
zaf;111;White;Higher;2001;0
zaf;111;White;Not applicable;2001;0
zaf;111;White;Unspecified;2001;0
zaf;111;Black African;No schooling;2001;91.947641
zaf;111;Black African;Some primary;2001;21.456412
zaf;111;Black African;Complete primary;2001;2.110055
zaf;111;Black African;Some secondary;2001;7.733444
zaf;111;Black African;Grade 12/Std 10;2001;1.157356
zaf;111;Black African;Higher;2001;1.137476
zaf;111;Black African;Not applicable;2001;0
zaf;111;Black African;Unspecified;2001;0
zaf;112;White;No schooling;2001;1
zaf;112;White;Some primary;2001;0
zaf;112;White;Complete primary;2001;0
zaf;112;White;Some secondary;2001;0
zaf;112;White;Grade 12/Std 10;2001;0
zaf;112;White;Higher;2001;0
zaf;112;White;Not applicable;2001;0
zaf;112;White;Unspecified;2001;0
zaf;112;Black African;No schooling;2001;31.627708
zaf;112;Black African;Some primary;2001;11.039002
zaf;112;Black African;Complete primary;2001;3.257968
zaf;112;Black African;Some secondary;2001;3.43869
zaf;112;Black African;Grade 12/Std 10;2001;1.137476
zaf;112;Black African;Higher;2001;0
zaf;112;Black African;Not applicable;2001;0
zaf;112;Black African;Unspecified;2001;0
zaf;113;White;No schooling;2001;1
zaf;113;White;Some primary;2001;2.275424
zaf;113;White;Complete primary;2001;3.247767
zaf;113;White;Some secondary;2001;0
zaf;113;White;Grade 12/Std 10;2001;0
zaf;113;White;Higher;2001;1.178791
zaf;113;White;Not applicable;2001;0
zaf;113;White;Unspecified;2001;0
zaf;113;Black African;No schooling;2001;16.819475
zaf;113;Black African;Some primary;2001;10.038099
zaf;113;Black African;Complete primary;2001;4.4897
zaf;113;Black African;Some secondary;2001;4.359664
zaf;113;Black African;Grade 12/Std 10;2001;1.099157
zaf;113;Black African;Higher;2001;0
zaf;113;Black African;Not applicable;2001;0
zaf;113;Black African;Unspecified;2001;0
zaf;114;White;No schooling;2001;0
zaf;114;White;Some primary;2001;0
zaf;114;White;Complete primary;2001;0
zaf;114;White;Some secondary;2001;6.679358
zaf;114;White;Grade 12/Std 10;2001;0
zaf;114;White;Higher;2001;0
zaf;114;White;Not applicable;2001;0
zaf;114;White;Unspecified;2001;0
zaf;114;Black African;No schooling;2001;15.020306
zaf;114;Black African;Some primary;2001;6.640947
zaf;114;Black African;Complete primary;2001;1.220072
zaf;114;Black African;Some secondary;2001;5.561721
zaf;114;Black African;Grade 12/Std 10;2001;0
zaf;114;Black African;Higher;2001;0
zaf;114;Black African;Not applicable;2001;0
zaf;114;Black African;Unspecified;2001;0
zaf;115;White;No schooling;2001;0
zaf;115;White;Some primary;2001;0
zaf;115;White;Complete primary;2001;0
zaf;115;White;Some secondary;2001;4.275188
zaf;115;White;Grade 12/Std 10;2001;0
zaf;115;White;Higher;2001;0
zaf;115;White;Not applicable;2001;0
zaf;115;White;Unspecified;2001;0
zaf;115;Black African;No schooling;2001;16.706391
zaf;115;Black African;Some primary;2001;4.722905
zaf;115;Black African;Complete primary;2001;1.137476
zaf;115;Black African;Some secondary;2001;5.784871
zaf;115;Black African;Grade 12/Std 10;2001;1.154188
zaf;115;Black African;Higher;2001;1.220072
zaf;115;Black African;Not applicable;2001;0
zaf;115;Black African;Unspecified;2001;0
zaf;116;White;No schooling;2001;0
zaf;116;White;Some primary;2001;0
zaf;116;White;Complete primary;2001;1.178791
zaf;116;White;Some secondary;2001;2.137712
zaf;116;White;Grade 12/Std 10;2001;0
zaf;116;White;Higher;2001;1.113719
zaf;116;White;Not applicable;2001;0
