Name,Tooltip,Menu level1,Menu level 2,Indicator url,Download,ddf_id,Scale
Female agriculture workers (% of female labour force),Percentage of all female labour force that works in agriculture sector. ,Work,Employment by sector,http://spreadsheets.google.com/pub?key=rraOr_PTB0jcQ60TagEH_WQ,Download indicator to excel,female_agriculture_workers_percent_of_female_labour_force,lin
Female industry workers (% of female labour force),Percentage of all female labour force that works in industry sector. ,Work,Employment by sector,http://spreadsheets.google.com/pub?key=rA5BvUGX_Es43DaKb3FidUg,Download indicator to excel,female_industry_workers_percent_of_female_labour_force,lin
Female service workers (% of female labour force),Percentage of all female labour force that works in service sector. ,Work,Employment by sector,http://spreadsheets.google.com/pub?key=r1B3mjfpBItUmvrhqaRgTWQ,Download indicator to excel,female_service_workers_percent_of_female_labour_force,lin
Male agriculture workers (% of male labour force),Percentage of all male labour force that works in agriculture sector.,Work,Employment by sector,http://spreadsheets.google.com/pub?key=rtt_ihBgyYafmDJpThQecoA,Download indicator to excel,male_agriculture_workers_percent_of_male_labour_force,lin
Male industry workers (% of male labour force),Percentage of all male labour force that works in industry sector.,Work,Employment by sector,http://spreadsheets.google.com/pub?key=rmLnlLnnm2kjBbNsBZYxqow,Download indicator to excel,male_industry_workers_percent_of_male_labour_force,lin
Male service workers (% of male labour force),Percentage of all male labour force that works in service sector.,Work,Employment by sector,http://spreadsheets.google.com/pub?key=ravxsZdBslM5zF5HwDsX30g,Download indicator to excel,male_service_workers_percent_of_male_labour_force,lin
Family workers (% of labour force),Percentage of all labour force that works as contributing family workers.,Work,Employment by status,http://spreadsheets.google.com/pub?key=rW7k_DdDKlGgJhzYRuNvguw,Download indicator to excel,family_workers_percent_of_labour_force,lin
Salaried workers (% of labour force),Percentage of all labour force that earns a salary from working.,Work,Employment by status,http://spreadsheets.google.com/pub?key=rcO6CXqmEjV-wS-29qejCpw,Download indicator to excel,salaried_workers_percent_of_labour_force,lin
Self-employed (% of labour force),Percentage of all labour force that works as self-employed workers.,Work,Employment by status,http://spreadsheets.google.com/pub?key=rSrvaPPzWvOyTMb9_dfJDtQ,Download indicator to excel,self_employed_percent_of_labour_force,lin
Female family workers (% of female labour force),Percentage of all female labour force that works as contributing family workers. ,Work,Employment by status,http://spreadsheets.google.com/pub?key=rjFKVVoWIVbTgdtJK2xOZqQ,Download indicator to excel,female_family_workers_percent_of_female_labour_force,lin
Female salaried workers (% of female labour force),Percentage of all female labour force that earns a salary from working. ,Work,Employment by status,http://spreadsheets.google.com/pub?key=rhuyv42EAyApMwy4tDYm3XQ,Download indicator to excel,female_salaried_workers_percent_of_female_labour_force,lin
Female self-employed (% of female labour force),Percentage of all female labour force that works as self-employed workers. ,Work,Employment by status,http://spreadsheets.google.com/pub?key=rIe2Y4f4Ehde4I4BGPN2VBg,Download indicator to excel,female_self_employed_percent_of_female_labour_force,lin
Male family workers (% of male labour force),Percentage of all male labour force that works as contributing family workers.,Work,Employment by status,http://spreadsheets.google.com/pub?key=rJMlhr2YOvL2EE5NhpbfYAg,Download indicator to excel,male_family_workers_percent_of_male_labour_force,lin
Male salaried workers (% of male labour force),Percentage of all male labour force that earns a salary from working.,Work,Employment by status,http://spreadsheets.google.com/pub?key=riwXFQrsUhb96BT2yFC9rFw,Download indicator to excel,male_salaried_workers_percent_of_male_labour_force,lin
Male self-employed (% of male labour force),Percentage of all male labour force that works as self-employed workers.,Work,Employment by status,http://spreadsheets.google.com/pub?key=raAOA9AFRPzq5ilAm5Qa65Q,Download indicator to excel,male_self_employed_percent_of_male_labour_force,lin
Aged 15-24 employment rate (%),"Percentage of total population, age group 15-24, that has been employed during the given year.",Work,Employment rate,http://spreadsheets.google.com/pub?key=rfHz_nx27dDQo4dUoIeVT3A,Download indicator to excel,aged_15_24_employment_rate_percent,lin
Aged 15+ employment rate (%),"Percentage of total population, age group 15+, that has been employed during the given year.",Work,Employment rate,http://spreadsheets.google.com/pub?key=rV0ksExNqh6V_h40f0_nFjg,Download indicator to excel,aged_15plus_employment_rate_percent,lin
Females aged 15-24 employment rate (%),"Percentage of female population, age group 15-24, that has been employed during the given year.",Work,Employment rate,http://spreadsheets.google.com/pub?key=rRS0FbArN8jYsY25X-ZiU9A,Download indicator to excel,females_aged_15_24_employment_rate_percent,lin
Females aged 15+ employment rate (%),"Percentage of female population, age group 15+, that has been employed during the given year.",Work,Employment rate,http://spreadsheets.google.com/pub?key=rOXvRa2ZC2oXqBn7gz62IMg,Download indicator to excel,females_aged_15plus_employment_rate_percent,lin
Males aged 15-24 employment rate (%),"Percentage of male population, age group 15-24, that has been employed during the given year.",Work,Employment rate,http://spreadsheets.google.com/pub?key=rCyfwvThkbHVlNVw48vHybg,Download indicator to excel,males_aged_15_24_employment_rate_percent,lin
Males aged 15+ employment rate (%),"Percentage of male population, age group 15+, that has been employed during the given year.",Work,Employment rate,http://spreadsheets.google.com/pub?key=rTRt7Z5m9i9D9-vvipvdx2w,Download indicator to excel,males_aged_15plus_employment_rate_percent,lin
Aged 15-64 labour force participation rate (%),"For age group 15-64, percentage of all labour to total population.",Work,Labour force participation,http://spreadsheets.google.com/pub?key=rx1TECfEnGlnomonxCCO-Aw,Download indicator to excel,aged_15_64_labour_force_participation_rate_percent,lin
Aged 25-54 labour force participation rate (%),"For age group 25-54, percentage of all labour to total population.",Work,Labour force participation,http://spreadsheets.google.com/pub?key=rTrB-PY0sfM_gdAQ20XovfA,Download indicator to excel,aged_25_54_labour_force_participation_rate_percent,lin
Aged 15+ labour force participation rate (%),"For age group 15+, percentage of all labour to total population.",Work,Labour force participation,http://spreadsheets.google.com/pub?key=ryyQX_1TXlohXWOSUswhIKg,Download indicator to excel,aged_15plus_labour_force_participation_rate_percent,lin
Aged 65+ labour force participation rate (%),"For age group 65+, percentage of all labour to total population.",Work,Labour force participation,http://spreadsheets.google.com/pub?key=r1hlZB_n1rpXTij11Kw7lTQ,Download indicator to excel,aged_65plus_labour_force_participation_rate_percent,lin
Females aged 15-64 labour force participation rate (%),"For age group 15-64, percentage of female labour to total female population.",Work,Labour force participation,http://spreadsheets.google.com/pub?key=rLRScmH2JZmjxsCGW2LB1cA,Download indicator to excel,females_aged_15_64_labour_force_participation_rate_percent,lin
Females aged 25-54 labour force participation rate (%),"For age group 25-54, percentage of female labour to total female population.",Work,Labour force participation,http://spreadsheets.google.com/pub?key=rgdYcit5cC0wxcLAQf9kJ_Q,Download indicator to excel,females_aged_25_54_labour_force_participation_rate_percent,lin
Females aged 15+ labour force participation rate (%),"For age group 15+, percentage of female labour to total female population.",Work,Labour force participation,http://spreadsheets.google.com/pub?key=rZyHDNFsPBn7cqZCIzDQtIg,Download indicator to excel,females_aged_15plus_labour_force_participation_rate_percent,lin
Females aged 65+ labour force participation rate (%),"For age group 65+, percentage of female labour to total female population.",Work,Labour force participation,http://spreadsheets.google.com/pub?key=rEZ0xOSmU7UuX7iOyL0Xp3g,Download indicator to excel,females_aged_65plus_labour_force_participation_rate_percent,lin
Males aged 15-64 labour force participation rate (%),"For age group 15-64, percentage of male labour to total female population.",Work,Labour force participation,http://spreadsheets.google.com/pub?key=rB4P-M5oVWuv9CyQ5s1mvOA,Download indicator to excel,males_aged_15_64_labour_force_participation_rate_percent,lin
Males aged 25-54 labour force participation rate (%),"For age group 25-54, percentage of male labour to total female population.",Work,Labour force participation,http://spreadsheets.google.com/pub?key=rj102tw9R1O_d56Uw_eqBzg,Download indicator to excel,males_aged_25_54_labour_force_participation_rate_percent,lin
Males aged 15+ labour force participation rate (%),"For age group 15+, percentage of male labour to total female population.",Work,Labour force participation,http://spreadsheets.google.com/pub?key=rImcpLhokI0fXWNA-2nSWFw,Download indicator to excel,males_aged_15plus_labour_force_participation_rate_percent,lin
Males aged 65+ labour force participation rate (%),"For age group 65+, percentage of male labour to total female population.",Work,Labour force participation,http://spreadsheets.google.com/pub?key=r_hbrX2qsjHphzAAlwsxhRA,Download indicator to excel,males_aged_65plus_labour_force_participation_rate_percent,lin
Aged 15-24 unemployment rate (%),"Percentage of total population, age group 15-24, that has been registered as unemployed during the given year.",Work,Unemployment,http://spreadsheets.google.com/pub?key=rb0oP4d1BREXa8xMIUf4NZg,Download indicator to excel,aged_15_24_unemployment_rate_percent,lin
Aged 25-54 unemployment rate (%),"Percentage of total population, age group 25-54, that has been registered as unemployed during the given year.",Work,Unemployment,http://spreadsheets.google.com/pub?key=rEMA-cbNPaOtpDyxTcwugnw,Download indicator to excel,aged_25_54_unemployment_rate_percent,lin
Aged 15+ unemployment rate (%),"Percentage of total population, age group above 15, that has been registered as unemployed during the given year.",Work,Unemployment,http://spreadsheets.google.com/pub?key=rlD36wGmkwFt3ED558waCTQ,Download indicator to excel,aged_15plus_unemployment_rate_percent,lin
Aged 55+ unemployment rate (%),"Percentage of total population, age group above 55, that has been registered as unemployed during the given year.",Work,Unemployment,http://spreadsheets.google.com/pub?key=rNn0y3e0bCpaqTM_8BVZBdg,Download indicator to excel,aged_55plus_unemployment_rate_percent,lin
Long term unemployment rate (%),Percentage of total population that has been registered as long-term unemployed during the given year.,Work,Unemployment,http://spreadsheets.google.com/pub?key=rCRqVXC95LeKm_EvLrFNXKw,Download indicator to excel,long_term_unemployment_rate_percent,lin
"Females aged 15-24, unemployment rate (%)","Percentage of women, age group 15-24, that has been registered as unemployed during the given year.",Work,Unemployment,http://spreadsheets.google.com/pub?key=rMf--YMvuEKf2LVppT63Xvw,Download indicator to excel,females_aged_15_24_unemployment_rate_percent,lin
"Females aged 25-54, unemployment rate (%)","Percentage of women, age group 25-54, that has been registered as unemployed during the given year.",Work,Unemployment,http://spreadsheets.google.com/pub?key=r9StWVETzyX9Lv-r4-2sh6w,Download indicator to excel,females_aged_25_54_unemployment_rate_percent,lin
"Females aged 15+, unemployment rate (%)","Percentage of women, age group above 15, that has been registered as unemployed during the given year.",Work,Unemployment,http://spreadsheets.google.com/pub?key=rcHjAQAzF2e1yR1R-hywCEw,Download indicator to excel,females_aged_15plus_unemployment_rate_percent,lin
"Females aged 55+, unemployment rate (%)","Percentage of women, age group above 55, that has been registered as unemployed during the given year.",Work,Unemployment,http://spreadsheets.google.com/pub?key=rz8kJ7CIyckuQAWgHUHe4sA,Download indicator to excel,females_aged_55plus_unemployment_rate_percent,lin
Female long term unemployment rate (%),Percentage of female population that has been registered as long-term unemployed during the given year.,Work,Unemployment,http://spreadsheets.google.com/pub?key=rT5EpK40a19zVodp1HV1xGw,Download indicator to excel,female_long_term_unemployment_rate_percent,lin
"Males aged 15-24, unemployment rate (%)","Percentage of men, age group 15-24, that has been registered as unemployed during the given year.",Work,Unemployment,http://spreadsheets.google.com/pub?key=rGS7_GpdXrYyjhKkAFcLHGA,Download indicator to excel,males_aged_15_24_unemployment_rate_percent,lin
"Males aged 25-54, unemployment rate (%)","Percentage of men, age group 25-54, that has been registered as unemployed during the given year.",Work,Unemployment,http://spreadsheets.google.com/pub?key=rjkDFSPV2pw9Pbnz2kpiqPQ,Download indicator to excel,males_aged_25_54_unemployment_rate_percent,lin
"Males aged 15+, unemployment rate (%)","Percentage of men, age group above 15, that has been registered as unemployed during the given year.",Work,Unemployment,http://spreadsheets.google.com/pub?key=r5_68IYi0bC1bRjGMFYFk8g,Download indicator to excel,males_aged_15plus_unemployment_rate_percent,lin
"Males aged 55+, unemployment rate (%)","Percentage of men, age group above 55, that has been registered as unemployed during the given year.",Work,Unemployment,http://spreadsheets.google.com/pub?key=rSMPg9BmVRsqE8_k1ARUudA,Download indicator to excel,males_aged_55plus_unemployment_rate_percent,lin
Male long term unemployment rate (%),Percentage of male population that has been registered as long-term unemployed during the given year.,Work,Unemployment,http://spreadsheets.google.com/pub?key=rezDaYxOOBEFgR4TiPN9qtw,Download indicator to excel,male_long_term_unemployment_rate_percent,lin
"Under-five mortality from CME (per 1,000 born)","Death of children under five years of age per 1,000 live births. By The Inter-Agency Child Mortality Estimation Group (WHO, UNICEF, the United Nations Population Division, the World Bank, and independent experts) Sep 20 2011",For advanced users,Alternative child mortality data,http://spreadsheets.google.com/pub?key=p8SIY47PNEw6pJRPAS1tXPQ,Download indicator to excel,under_five_mortality_from_cme_per_1000_born,log
"Under-five mortality from IHME (per 1,000 born)","Death of children under five years of age per 1,000 live births. Estimates and projections from the Institute for Health Metrics and Evaluation, 1970-2015.",For advanced users,Alternative child mortality data,http://spreadsheets.google.com/pub?key=p8SIY47PNEw4TgTkrmIVIXA,Download indicator to excel,under_five_mortality_from_ihme_per_1000_born,log
Old version of Income per person (version 3),"The version of Income per person used before 22 december 2008 (version 3). Gross Domestic Product per person by Purchasing Power Parities (in international dollars, fixed 1990 prices). ",For advanced users,Alternative GDP data,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0npaJxInyYDg,Download indicator to excel,old_version_of_income_per_person_version_3,log
Old version of Income per person (version 8),"The version of Income per person used before 12 july 2010 (version 8). Gross Domestic Product per person by Purchasing Power Parities (in international dollars, fixed 2050 prices). ",For advanced users,Alternative GDP data,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdE5xWmcyYVZJQzJvOFpZUklqX3lkSkE,Download indicator to excel,old_version_of_income_per_person_version_8,log
"Alternative GDP/capita (PPP$, inflation-adjusted) from PWT","Expressed in international $ (PPP) and adjusted for inflation (in 2000 prices). The indicator measures the same thing as ""income per person"", but the source is different: Penn World Tables 6.2.",For advanced users,Alternative GDP data,http://spreadsheets.google.com/pub?key=tSUr_yZVbM6a3AGJEq_Z2Pw,Download indicator to excel,alternative_gdppercapita_ppp_inflation_adjusted_from_pwt,log
Subsistence incomes per person,"The same as ""Income per person (GDP/capita, inflation-adjusted $)"" (version 9), but expressed in subsistence incomes per person ratehr than international $ per person. One subsistence income is equal to $1.25 per day (i.e. the lower poverty line), or $456.24 per year. Hence, we divided incomes epr person with 456.25.",For advanced users,Alternative GDP data,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGlGLVd4OGVfcVdScVBSS0JLVHpiMlE,Download indicator to excel,subsistence_incomes_per_person,log
Alternative poverty (% below nationally defined poverty line),National poverty rate is the percentage of the population living below the national poverty line. National estimates are based on population-weighted subgroup estimates from household surveys. Poverty lines vary between countries and so rates are not comparable. ,For advanced users,Alternative poverty measures,http://spreadsheets.google.com/pub?key=pyj6tScZqmEd1R9UmohEIaA,Download indicator to excel,alternative_poverty_percent_below_nationally_defined_poverty,lin
Data quality - Income per person,"Rates the quality for each observation of ""Income per person - revised"". The ratings are 0 (data quality not known yet) and 5 (very bad). You can use this ""indicator"" as color together with income per person to highlight the roughest observations.",For advanced users,Data quality (use as color),http://spreadsheets.google.com/pub?key=phAwcNAVuyj0atjJIuxy-KQ,Download indicator to excel,data_quality___income_per_person,
Data quality - Life expectancy,"Rates the quality for each observation of ""Life expectancy at birth"": (1) Yearly data; (2) Trend data; (3) Yearly guesstimates; (4) Trend guesstimates. You can use this ""indicator"" together with ""Life expectancy at birth"" to highlight the roughest observations.",For advanced users,Data quality (use as color),http://spreadsheets.google.com/pub?key=p8SIY47PNEw6vGCNzlYJ5eA,Download indicator to excel,data_quality___life_expectancy,lin
Data quality - Population,"Rates the quality for each observation of ""Population, total"". The ratings are 1 (very good); 2 (good); 3 (fair); 4 (bad) and 5 (very bad). You can use this ""indicator"" together with total population to highlight the roughest observations.",For advanced users,Data quality (use as color),http://spreadsheets.google.com/pub?key=phAwcNAVuyj1ONZlWMf9KQA,Download indicator to excel,data_quality___population,
"Estimate or projection of under-five mortality rate, from IHME","1=estimate; 2=projection (quality indicator for ""Under-five mortality from IHME"")",For advanced users,Data quality (use as color),http://spreadsheets.google.com/pub?key=p8SIY47PNEw4vx1GOsJM7bA,Download indicator to excel,estimate_or_projection_of_under_five_mortality_rate_from_ihme,lin
Data quality - Children per woman,"Rates the quality for each observation of ""Children per woman"". The ratings are 1 (very good); 2 (good); 3 (fair); 4 (bad) and 5 (very bad). You can use this ""indicator"" together with ""Children per woman"" to highlight the roughest observations.",For advanced users,Data quality (use as color),http://spreadsheets.google.com/pub?key=thlR4hyNMEnaVyV_uxRzjfQ,Download indicator to excel,data_quality___children_per_woman,lin
Data method - Maternal mortality,"Method used to estimate ""Maternal mortality"": 1-Registration; 2-Reg. but ill defined; 3-Sisterhood surveys; 4-Mortality surveys, 5-Sample reg.; 6-Census based estim.; 7-Other data; 8-No data, model used",For advanced users,Data quality (use as color),http://spreadsheets.google.com/pub?key=thDxsgSWvLGW4M1qUBby7OQ,Download indicator to excel,data_method___maternal_mortality,
Economic growth over the past 10 years,"Average annual growth in GDP per capita over the past 10 years, i.e. the data for 1980 concerns the average growth 1970-80. The data is based on the PWT 6.2.",For advanced users,Economic growth,http://spreadsheets.google.com/pub?key=tkdAnkbHJxPAlRX6P1mAh8w,Download indicator to excel,economic_growth_over_the_past_10_years,
How far to the north,"The latitude of the country. A positive value means that the country is to the north of the equator, if it is negative it is to the south.",For advanced users,Geography and infrastructure,http://spreadsheets.google.com/pub?key=rAIffGKCmiCdzTl1C0AR2nw,Download indicator to excel,how_far_to_the_north,
"Income per person, with projections","The same as ""Income per person (GDP/capita, inflation-adjusted $)"", with projections from IMF after 2007.",For advanced users,Projections,http://spreadsheets.google.com/pub?key=rX3Jfop_ebuY-chuMpCgmRg,Download indicator to excel,income_per_person_with_projections,Log
"Life expectancy at birth, with projections",The number of years a newborn child would live if current mortality patterns were to stay the same. Medium variant projections until 2050,For advanced users,Projections,http://spreadsheets.google.com/pub?key=tiAiXcrneZrUnnJ9dBU-PAw,Download indicator to excel,life_expectancy_at_birth_with_projections,lin
"Children per woman (total fertility), with projections",Total fertility rate. The number of children that would be born to each woman with prevailing age-specific fertility rates. Data after 2010 is based on the medium estimates from UN population division.,For advanced users,Projections,http://spreadsheets.google.com/pub?key=tGdhNYGTGtunwzkKJ9aRhsA,Download indicator to excel,children_per_woman_total_fertility_with_projections,lin
"Total population, with projections","Total number of population of both sexes, data after 2010 is based on the medium estimates from UN population division.",For advanced users,Projections,http://spreadsheets.google.com/pub?key=tL0jLxFBF9TbXIN_39b1qcQ,Download indicator to excel,total_population_with_projections,
"Female population, with projections","Total number of female population, data after 2010 is based on the medium estimates from UN population division.",For advanced users,Projections,http://spreadsheets.google.com/pub?key=t6nZVbvqsF-BbyheqUxerZQ,Download indicator to excel,female_population_with_projections,lin
"Male population, with projections","Total number of male population, data after 2010 is based on the medium estimates from UN population division.",For advanced users,Projections,http://spreadsheets.google.com/pub?key=tZMsbTkrY0k4OkkkXEfp6pA,Download indicator to excel,male_population_with_projections,lin
"Population growth (annual %), with projections","Annual change of population in percentage, data after 2010 is based on the medium estimates from UN population division.",For advanced users,Projections,http://spreadsheets.google.com/pub?key=rZrHzR__kZfmw6L_xUx7cwg,Download indicator to excel,population_growth_annual_percent_with_projections,lin
Year categorization 1820-2010,"This ""indicator"" simply duplicates the years between 1820 and 2010. Use it to color the bubbles (by selecting this indicator under ""color"" in the top right-hand corner of the graph). This is useful when enabling ""trails"" for several countries. Use this one for long time series. ",For advanced users,Years (use as color),http://spreadsheets.google.com/pub?key=phAwcNAVuyj2t4ep52YXjSg,Download indicator to excel,year_categorization_1820_2010,
Year categorization 1950-,"This ""indicator"" simply duplicates the years between 1950 and 2008. Use it to color the bubbles (by selecting this indicator under ""color"" in the top right-hand corner of the graph). This is useful when enabling ""trails"" for several countries. ",For advanced users,Years (use as color),http://spreadsheets.google.com/pub?key=phAwcNAVuyj02SA7cGjnRbA,Download indicator to excel,year_categorization_1950_,
"Traffic deaths (per 100,000 people)","Traffic mortality per 100 000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",Infrastructure,Traffic,http://spreadsheets.google.com/pub?key=tK87SOy-oZlfW99UDD7L3hw,Download indicator to excel,traffic_deaths_per_100000_people,lin
"Burns deaths (per 100,000 people)","Burns, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",Health,Injuries and accidents,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldGloTm9wekpDcUdMUjhlYWFKaHdnVWc,Download indicator to excel,burns_deaths_per_100000_people,lin
"Drownings (per 100,000 people)","Drownings, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",Health,Injuries and accidents,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldF9ZRnhuWWljUXJHRDRpb0cyaHNLSUE,Download indicator to excel,drownings_per_100000_people,lin
"Falls, deaths (per 100,000 people)","Falls, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",Health,Injuries and accidents,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldEJZajRXMWZPTE9nUXFBNUdPcG5yT2c,Download indicator to excel,falls_deaths_per_100000_people,lin
"Poisonings, deaths (per 100,000 people)","Unintentional poisonings, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",Health,Injuries and accidents,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldGhVLXVsSTB0aDY2eXdLaEt1T0psdXc,Download indicator to excel,poisonings_deaths_per_100000_people,lin
"Cars, trucks & buses per 1,000 persons","Registered four-wheel motor vehicles per 1,000 population. Cars, buses, and freight vehicles but  not  two-wheelers.",Infrastructure,Traffic,http://spreadsheets.google.com/pub?key=tu0H0unnUriNvMXwH_qOqzw,Download indicator to excel,cars_trucks_and_buses_per_1000_persons,lin
"Traffic deaths women (per 100,000 people)","Mortality among women due to traffic injury, per 100,000 standard population, age adjusted, This rate is calculated as if all countries had the same age composition of the population.",For advanced users,"Injury deaths by gender, age, road user",http://spreadsheets.google.com/pub?key=t4pYrpNzP-JeR7zSjOyDofQ,Download indicator to excel,traffic_deaths_women_per_100000_people,lin
"Traffic deaths men (per 100,000 people)","Mortality among men due to traffic injury, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",For advanced users,"Injury deaths by gender, age, road user",http://spreadsheets.google.com/pub?key=tUaaG6Pu9zT_BVIsLvGLQdA,Download indicator to excel,traffic_deaths_men_per_100000_people,lin
"Suicide women (per 100,000 people)","Mortality due to self-inflicted injury among women, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",For advanced users,"Injury deaths by gender, age, road user",http://spreadsheets.google.com/pub?key=tUD6kmYmB_Bp85SRdEn1Krg,Download indicator to excel,suicide_women_per_100000_people,lin
"Suicide men (per 100,000 people)","Mortality due to self-inflicted injury among men, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",For advanced users,"Injury deaths by gender, age, road user",http://spreadsheets.google.com/pub?key=tB8ge4cxd8TL7yIV4ALm5NA,Download indicator to excel,suicide_men_per_100000_people,lin
"Murdered women (per 100,000 people)","Mortality among women due to interpersonal violence, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",For advanced users,"Injury deaths by gender, age, road user",http://spreadsheets.google.com/pub?key=tyeSLo9Zpmw_e05IR3EoReg,Download indicator to excel,murdered_women_per_100000_people,lin
"Murdered men (per 100,000 people)","Mortality among men due to interpersonal violence, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",For advanced users,"Injury deaths by gender, age, road user",http://spreadsheets.google.com/pub?key=tHgVOu-6TYQ6Kig0Ur3Y-kw,Download indicator to excel,murdered_men_per_100000_people,lin
"Car deaths (per 100,000 people)","Mortality among drivers and passengers of 4-wheel motorized vehicles, per 100,000. Age adjusted (calculated as if all countries had the same age structure).",For advanced users,"Injury deaths by gender, age, road user",http://spreadsheets.google.com/pub?key=tLf-4GD5z0QxqsDoUz4vOlg,Download indicator to excel,car_deaths_per_100000_people,lin
"Motorcycle deaths (per 100,000 people)","Mortality among drivers and passengers of 2-wheel motorized vehicles, per 100,000. Age adjusted (calculated as if all countries had the same age structure).",For advanced users,"Injury deaths by gender, age, road user",http://spreadsheets.google.com/pub?key=t7-m0musxnWbugcQ9ECH4KA,Download indicator to excel,motorcycle_deaths_per_100000_people,lin
"Murdered children 0-14 (per 100,000 people)","Mortality among  children aged 0-14 years due to interpersonal violence, per 100,000 standard population, age adjusted",For advanced users,"Injury deaths by gender, age, road user",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldC1rcTI5OU50Mnc1djdkNXpnWUFrZmc,Download indicator to excel,murdered_children_0_14_per_100000_people,lin
"Murdered 15-29 (per 100,000 people)","Mortality among persons aged 15-29 due to interpersonal violence, per 100,000 standard population, age adjusted",For advanced users,"Injury deaths by gender, age, road user",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldDFGSGhtOWt0cS1JbEIzS29EZzlQRXc,Download indicator to excel,murdered_15_29_per_100000_people,lin
"Murdered 30-44, (per 100,000 people)","Mortality among persons aged 30-44 due to interpersonal violence, per 100,000 standard population, age adjusted",For advanced users,"Injury deaths by gender, age, road user",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldG51d0o2T0JQWXFTMUlydWFsSTZMeFE,Download indicator to excel,murdered_30_44_per_100000_people,lin
"Murdered 45-59 (per 100,000 people)","Mortality among persons aged 45-59 due to interpersonal violence, per 100,000 standard population, age adjusted",For advanced users,"Injury deaths by gender, age, road user",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldElCSWl6TkpaZ1JpcXVxa2tmUGhxbFE,Download indicator to excel,murdered_45_59_per_100000_people,lin
"Murdered 60+ (per 100,000 people)","Mortality among persons aged 60+ due to interpersonal violence, per 100,000 standard population, age adjusted",For advanced users,"Injury deaths by gender, age, road user",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldGF1WHhpZFVQTWswclJHdjE3MkZ4c3c,Download indicator to excel,murdered_60plus_per_100000_people,lin
"Suicide age 0-14 (per 100,000 people)","Mortality due to self-inflicted injury among children aged 0-14 years, per 100,000 standard population, age adjusted",For advanced users,"Injury deaths by gender, age, road user",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldGhJdkhTSHNEYTFKQjRrMlBwZXk1TkE,Download indicator to excel,suicide_age_0_14_per_100000_people,lin
"Suicide age 15-29 (per 100,000 people)","Mortality due to self-inflicted injury among persons aged 15-29 years, per 100,000 standard population, age adjusted",For advanced users,"Injury deaths by gender, age, road user",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldHNWNkNVR2Zwalc2U04zTjE5MDZlUkE,Download indicator to excel,suicide_age_15_29_per_100000_people,lin
"Suicide age 30-44 (per 100,000 people)","Mortality due to self-inflicted injury among persons aged 30-44 years, per 100,000 standard population, age adjusted",For advanced users,"Injury deaths by gender, age, road user",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldG9MeHpzRkNHQmZ4MmtxSnd2Y0o2UFE,Download indicator to excel,suicide_age_30_44_per_100000_people,lin
"Suicide age 45-59 (per 100,000 people)","Mortality due to self-inflicted injury among persons aged 45-59 years, per 100,000 standard population, age adjusted",For advanced users,"Injury deaths by gender, age, road user",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldGh2OWd2eVJiUnhScW9tOEtNTFkyQUE,Download indicator to excel,suicide_age_45_59_per_100000_people,lin
"Suicide age 60+ (per 100,000 people)","Mortality due to self-inflicted injury among persons aged 60+ years, per 100,000 standard population, age adjusted",For advanced users,"Injury deaths by gender, age, road user",https://spreadsheets.google.com/pub?key=0AgogXXPMARyldEVRNFBZS2wzRmtZOWZEZDVZVG05dHc,Download indicator to excel,suicide_age_60plus_per_100000_people,lin
"Traffic mortality children 0-14 (per 100,000 people)","Mortality among children aged 0-14 years due to traffic injury, per 100,000 standard population, age adjusted",For advanced users,"Injury deaths by gender, age, road user",http://spreadsheets.google.com/pub?key=0AgogXXPMARyldHB2MkhmVDcyMG1Oa3Y5eEhRQ0VlUWc,Download indicator to excel,traffic_mortality_children_0_14_per_100000_people,lin
