time,geo,gdp_per_cap,lex,pop,geo.name,geo.cat,geo.region
2014,aut,37386.70,81.30,8452081,Austria,country,eur
1990,aze,4629.49,64.85,7211692,Azerbaijan,country,eur
1991,aze,4528.83,64.49,7327570,Azerbaijan,country,eur
1992,aze,3455.54,64.24,7445925,Azerbaijan,country,eur
1993,aze,2627.68,64.17,7562075,Azerbaijan,country,eur
1994,aze,2088.92,64.29,7669735,Azerbaijan,country,eur
1995,aze,1828.58,64.59,7764798,Azerbaijan,country,eur
1996,aze,1843.18,65.02,7845310,Azerbaijan,country,eur
1997,aze,1943.28,65.51,7913692,Azerbaijan,country,eur
1998,aze,2132.38,65.99,7975648,Azerbaijan,country,eur
1999,aze,2285.69,66.43,8039312,Azerbaijan,country,eur
2000,aze,2533.17,66.85,8110723,Azerbaijan,country,eur
2001,aze,2775.73,67.24,8191464,Azerbaijan,country,eur
2002,aze,3059.17,67.66,8280252,Azerbaijan,country,eur
2003,aze,3387.79,68.10,8376733,Azerbaijan,country,eur
2004,aze,3760.10,68.57,8479668,Azerbaijan,country,eur
2005,aze,4648,69.03,8587902,Azerbaijan,country,eur
2006,aze,6174.30,69.46,8701719,Azerbaijan,country,eur
2007,aze,7617.24,69.84,8821012,Azerbaijan,country,eur
2008,aze,8330.51,70.14,8943600,Azerbaijan,country,eur
2009,aze,8985.40,70.36,9066604,Azerbaijan,country,eur
2010,aze,9325.55,70.51,9187783,Azerbaijan,country,eur
2011,aze,9218.05,70.61,9306023,Azerbaijan,country,eur
2012,aze,9291.02,70.68,9421233,Azerbaijan,country,eur
2013,aze,9598.96,70.75,9533445,Azerbaijan,country,eur
2014,aze,10079.32,70.82,9643103,Azerbaijan,country,eur
1990,bhs,21906.40,70.70,256128,Bahamas,country,ame
1991,bhs,20600.50,70.86,260845,Bahamas,country,ame
1992,bhs,19432.56,71.01,265761,Bahamas,country,ame
1993,bhs,19119.62,71.13,270701,Bahamas,country,ame
1994,bhs,19353.79,71.23,275426,Bahamas,country,ame
1995,bhs,19840.90,71.35,279774,Bahamas,country,ame
1996,bhs,20329.13,71.48,283677,Bahamas,country,ame
1997,bhs,20990.83,71.64,287217,Bahamas,country,ame
1998,bhs,22074.23,71.85,290571,Bahamas,country,ame
1999,bhs,22623.02,72.09,293988,Bahamas,country,ame
2000,bhs,22728.40,72.37,297651,Bahamas,country,ame
2001,bhs,22600.18,72.66,301606,Bahamas,country,ame
2002,bhs,22810.96,72.97,305801,Bahamas,country,ame
2003,bhs,22744.75,73.26,310201,Bahamas,country,ame
2004,bhs,22747.53,73.53,314739,Bahamas,country,ame
2005,bhs,23021,73.78,319358,Bahamas,country,ame
2006,bhs,23314.07,74.01,324066,Bahamas,country,ame
2007,bhs,23369.12,74.21,328861,Bahamas,country,ame
2008,bhs,22560.07,74.40,333661,Bahamas,country,ame
2009,bhs,21219.55,74.58,338358,Bahamas,country,ame
2010,bhs,21022.70,74.75,342877,Bahamas,country,ame
2011,bhs,21129.18,74.92,347176,Bahamas,country,ame
2012,bhs,21418.22,75.07,351275,Bahamas,country,ame
2013,bhs,21753.58,75.23,355233,Bahamas,country,ame
2014,bhs,22051.17,75.39,359142,Bahamas,country,ame
1990,bhr,17860.39,72.38,492891,Bahrain,country,asi
1991,bhr,18146.85,72.58,506685,Bahrain,country,asi
1992,bhr,19035.57,72.79,519696,Bahrain,country,asi
1993,bhr,20065.77,73.00,532362,Bahrain,country,asi
1994,bhr,19499.25,73.22,545329,Bahrain,country,asi
1995,bhr,19759.05,73.43,559069,Bahrain,country,asi
1996,bhr,20101.55,73.66,574914,Bahrain,country,asi
1997,bhr,20292.01,73.87,592986,Bahrain,country,asi
1998,bhr,20834.14,74.09,611237,Bahrain,country,asi
1999,bhr,21317.72,74.29,626765,Bahrain,country,asi
2000,bhr,22015.32,74.49,638193,Bahrain,country,asi
2001,bhr,22630.44,74.69,642510,Bahrain,country,asi
2002,bhr,23403.55,74.87,642070,Bahrain,country,asi
2003,bhr,24686.46,75.06,647164,Bahrain,country,asi
2004,bhr,25659.68,75.24,671760,Bahrain,country,asi
2005,bhr,27236,75.42,724807,Bahrain,country,asi
2006,bhr,28478.45,75.59,811410,Bahrain,country,asi
2007,bhr,30260.80,75.75,925733,Bahrain,country,asi
2008,bhr,31538.93,75.91,1052359,Bahrain,country,asi
2009,bhr,24415.28,76.06,1169578,Bahrain,country,asi
2010,bhr,24012.80,76.20,1261835,Bahrain,country,asi
2011,bhr,24036.72,76.33,1323535,Bahrain,country,asi
2012,bhr,24472.89,76.47,1359485,Bahrain,country,asi
2013,bhr,24989.20,76.60,1377273,Bahrain,country,asi
2014,bhr,25303.94,76.74,1389036,Bahrain,country,asi
1990,bgd,798.58,60.01,105256026,Bangladesh,country,asi
1991,bgd,810.22,60.53,107768749,Bangladesh,country,asi
1992,bgd,837.81,61.06,110225555,Bangladesh,country,asi
1993,bgd,862.90,61.60,112645460,Bangladesh,country,asi
1994,bgd,884.12,62.14,115059015,Bangladesh,country,asi
1995,bgd,912.82,62.69,117486952,Bangladesh,country,asi
1996,bgd,939.23,63.24,119928682,Bangladesh,country,asi
1997,bgd,972.77,63.78,122370403,Bangladesh,country,asi
1998,bgd,1005.19,64.30,124803350,Bangladesh,country,asi
1999,bgd,1034.63,64.81,127214841,Bangladesh,country,asi
2000,bgd,1075.43,65.30,129592275,Bangladesh,country,asi
2001,bgd,1110.28,65.77,131944583,Bangladesh,country,asi
2002,bgd,1136.39,66.22,134266428,Bangladesh,country,asi
2003,bgd,1171.99,66.65,136514768,Bangladesh,country,asi
2004,bgd,1221.43,67.06,138633400,Bangladesh,country,asi
2005,bgd,1268,67.46,140587922,Bangladesh,country,asi
2006,bgd,1333.98,67.86,142353502,Bangladesh,country,asi
2007,bgd,1402.30,68.25,143956805,Bangladesh,country,asi
2008,bgd,1470.33,68.64,145478300,Bangladesh,country,asi
2009,bgd,1540.79,69.04,147030145,Bangladesh,country,asi
2010,bgd,1621.04,69.44,148692131,Bangladesh,country,asi
2011,bgd,1708.30,69.85,150493658,Bangladesh,country,asi
2012,bgd,1792.55,70.25,152408774,Bangladesh,country,asi
2013,bgd,1880.14,70.65,154393847,Bangladesh,country,asi
2014,bgd,1978.51,71.05,156380192,Bangladesh,country,asi
1990,brb,13954.77,71.07,259501,Barbados,country,ame
1991,brb,13293.89,71.31,260351,Barbados,country,ame
1992,brb,12263.45,71.54,261136,Barbados,country,ame
1993,brb,12299.75,71.76,261885,Barbados,country,ame
1994,brb,12736.75,71.97,262637,Barbados,country,ame
1995,brb,13009.35,72.17,263416,Barbados,country,ame
1996,brb,13356.07,72.37,264237,Barbados,country,ame
1997,brb,13901.90,72.56,265088,Barbados,country,ame
1998,brb,14702.32,72.75,265941,Barbados,country,ame
1999,brb,14710.96,72.93,266758,Barbados,country,ame
2000,brb,14982.12,73.11,267511,Barbados,country,ame
2001,brb,14533.64,73.3,268192,Barbados,country,ame
2002,brb,14544.49,73.48,268813,Barbados,country,ame
2003,brb,14779.73,73.66,269389,Barbados,country,ame
2004,brb,15268.12,73.84,269947,Barbados,country,ame
2005,brb,15837,74.01,270503,Barbados,country,ame
2006,brb,16703.59,74.19,271062,Barbados,country,ame
2007,brb,16938.20,74.36,271618,Barbados,country,ame
2008,brb,16959.90,74.53,272180,Barbados,country,ame
2009,brb,16226.01,74.70,272750,Barbados,country,ame
2010,brb,16223.53,74.87,273331,Barbados,country,ame
2011,brb,16273.99,75.04,273925,Barbados,country,ame
2012,brb,16233.41,75.20,274530,Barbados,country,ame
2013,brb,16273.89,75.37,275141,Barbados,country,ame
2014,brb,16395.64,75.53,275746,Barbados,country,ame
1990,blr,6807.78,71.14,10259700,Belarus,country,eur
1991,blr,6693.18,70.58,10284522,Belarus,country,eur
1992,blr,6014.40,70.16,10298479,Belarus,country,eur
1993,blr,5528.26,69.05,10301336,Belarus,country,eur
1994,blr,4868.61,68.81,10293127,Belarus,country,eur
1995,blr,4355.50,68.42,10274231,Belarus,country,eur
1996,blr,4475.40,68.56,10244354,Belarus,country,eur
1997,blr,4987.78,68.37,10204382,Belarus,country,eur
1998,blr,5411.86,68.37,10157409,Belarus,country,eur
1999,blr,5602.35,67.97,10107518,Belarus,country,eur
2000,blr,5936.23,68.99,10057810,Belarus,country,eur
2001,blr,6225.16,68.61,10009810,Belarus,country,eur
2002,blr,6545.78,68.17,9963383,Belarus,country,eur
2003,blr,6999.86,68.71,9917927,Belarus,country,eur
2004,blr,7806.72,69.09,9872110,Belarus,country,eur
2005,blr,8541,68.84,9825102,Belarus,country,eur
2006,blr,9430.71,69.51,9776823,Belarus,country,eur
2007,blr,10271.59,70.41,9728228,Belarus,country,eur
2008,blr,11533.73,69.19,9680690,Belarus,country,eur
2009,blr,11569.62,69.46,9636016,Belarus,country,eur
2010,blr,12490.18,69.61,9595421,Belarus,country,eur
2011,blr,13248.85,69.72,9559441,Belarus,country,eur
2012,blr,13515.16,69.82,9527498,Belarus,country,eur
2013,blr,13869.73,69.92,9498290,Belarus,country,eur
2014,blr,14308.17,70.03,9469915,Belarus,country,eur
1990,bel,24925.91,76.14,9949019,Belgium,country,eur
1991,bel,25293.57,76.3,9976325,Belgium,country,eur
1992,bel,25575.57,76.46,10004469,Belgium,country,eur
1993,bel,25229.59,76.47,10032084,Belgium,country,eur
1994,bel,25947.30,76.82,10057529,Belgium,country,eur
1995,bel,26480.94,76.97,10079873,Belgium,country,eur
1996,bel,26725.49,77.31,10098192,Belgium,country,eur
1997,bel,27561.19,77.53,10113392,Belgium,country,eur
1998,bel,28030.61,77.62,10128653,Belgium,country,eur
1999,bel,28937.15,77.8,10148371,Belgium,country,eur
2000,bel,29940.20,77.91,10175684,Belgium,country,eur
2001,bel,30092.07,78.22,10211264,Belgium,country,eur
2002,bel,30485.88,78.32,10254025,Belgium,country,eur
2003,bel,30736.52,78.47,10303108,Belgium,country,eur
2004,bel,31600.01,79.12,10356993,Belgium,country,eur
2005,bel,32077.00,79.21,10414209,Belgium,country,eur
2006,bel,32726.99,79.55,10474993,Belgium,country,eur
2007,bel,33437.81,79.49,10538758,Belgium,country,eur
2008,bel,33506.60,79.77,10602167,Belgium,country,eur
2009,bel,32315.18,79.80,10660938,Belgium,country,eur
2010,bel,32832.33,80.00,10712066,Belgium,country,eur
2011,bel,32929.85,80.19,10754056,Belgium,country,eur
2012,bel,32585.01,80.37,10787788,Belgium,country,eur
2013,bel,32399.18,80.54,10815599,Belgium,country,eur
2014,bel,32554.91,80.71,10841093,Belgium,country,eur
1990,blz,4871.10,71.14,190241,Belize,country,ame
1991,blz,5298.35,70.93,195895,Belize,country,ame
1992,blz,5780.68,70.69,201832,Belize,country,ame
1993,blz,5958.65,70.44,207962,Belize,country,ame
1994,blz,5806.44,70.22,214153,Belize,country,ame
1995,blz,5677.09,70.05,220311,Belize,country,ame
1996,blz,5632.53,69.95,226403,Belize,country,ame
1997,blz,5631.50,69.94,232446,Belize,country,ame
1998,blz,5632.33,70.02,238457,Belize,country,ame
1999,blz,5991.96,70.18,244471,Belize,country,ame
2000,blz,6545.45,70.42,250512,Belize,country,ame
2001,blz,6669.07,70.71,256582,Belize,country,ame
2002,blz,6799.54,71.04,262667,Belize,country,ame
2003,blz,7203.57,71.37,268760,Belize,country,ame
2004,blz,7300.54,71.69,274855,Belize,country,ame
2005,blz,7290,71.98,280947,Belize,country,ame
2006,blz,7454.89,72.26,287035,Belize,country,ame
2007,blz,7197.10,72.52,293124,Belize,country,ame
2008,blz,7297.02,72.77,299237,Belize,country,ame
2009,blz,7185.22,73.01,305398,Belize,country,ame
2010,blz,7271.49,73.24,311627,Belize,country,ame
2011,blz,7289.30,73.46,317928,Belize,country,ame
2012,blz,7550.13,73.67,324292,Belize,country,ame
2013,blz,7606.27,73.88,330721,Belize,country,ame
2014,blz,7662.83,74.09,337209,Belize,country,ame
1990,ben,1165.46,53.51,4773137,Benin,country,afr
1991,ben,1181.64,54.03,4934077,Benin,country,afr
1992,ben,1191.20,54.42,5108335,Benin,country,afr
1993,ben,1177.91,54.68,5290562,Benin,country,afr
1994,ben,1168.53,54.84,5473217,Benin,country,afr
1995,ben,1176.66,54.90,5651141,Benin,country,afr
1996,ben,1202.15,54.91,5821985,Benin,country,afr
1997,ben,1232.97,54.92,5988093,Benin,country,afr
1998,ben,1251.87,54.96,6154708,Benin,country,afr
1999,ben,1272.79,55.07,6329476,Benin,country,afr
2000,ben,1307.56,55.26,6517810,Benin,country,afr
2001,ben,1333.30,55.53,6721337,Benin,country,afr
2002,ben,1372.87,55.88,6937985,Benin,country,afr
2003,ben,1386.04,56.27,7164976,Benin,country,afr
2004,ben,1389.13,56.7,7397985,Benin,country,afr
2005,ben,1390,57.13,7633757,Benin,country,afr
2006,ben,1398.56,57.54,7871707,Benin,country,afr
2007,ben,1419.81,57.93,8112573,Benin,country,afr
2008,ben,1447.63,58.27,8355980,Benin,country,afr
2009,ben,1443.64,58.56,8601771,Benin,country,afr
2010,ben,1438.98,58.79,8849892,Benin,country,afr
2011,ben,1448.85,58.99,9099922,Benin,country,afr
2012,ben,1464.13,59.16,9351838,Benin,country,afr
2013,ben,1484.59,59.33,9606534,Benin,country,afr
2014,ben,1505.65,59.49,9865290,Benin,country,afr
1990,bmu,48924.63,,59795,Bermuda,country,ame
1991,bmu,49397.56,,60150,Bermuda,country,ame
1992,bmu,47092.25,,60483,Bermuda,country,ame
1993,bmu,49050.97,,60799,Bermuda,country,ame
1994,bmu,49090.00,,61104,Bermuda,country,ame
1995,bmu,52258.19,,61405,Bermuda,country,ame
1996,bmu,53518.08,,61701,Bermuda,country,ame
1997,bmu,55325.30,,61990,Bermuda,country,ame
1998,bmu,56945.19,,62275,Bermuda,country,ame
1999,bmu,58649.86,,62555,Bermuda,country,ame
2000,bmu,60167.71,,62834,Bermuda,country,ame
2001,bmu,59936.03,,63112,Bermuda,country,ame
2002,bmu,63470.49,,63388,Bermuda,country,ame
2003,bmu,65055.85,,63655,Bermuda,country,ame
2004,bmu,67086.16,,63905,Bermuda,country,ame
2005,bmu,69916.78,,64130,Bermuda,country,ame
2006,bmu,73619.46,,64328,Bermuda,country,ame
2007,bmu,75573.53,,64502,Bermuda,country,ame
2008,bmu,76096.27,,64657,Bermuda,country,ame
2009,bmu,72276.01,,64802,Bermuda,country,ame
2010,bmu,70737.27,,64941,Bermuda,country,ame
2011,bmu,70979.13,,65077,Bermuda,country,ame
2012,bmu,,,65208,Bermuda,country,ame
2013,bmu,,,65335,Bermuda,country,ame
2014,bmu,,,65457,Bermuda,country,ame
1990,btn,1782.04,52.47,558500,Bhutan,country,asi
1991,btn,1804.66,53.27,555747,Bhutan,country,asi
1992,btn,1904.17,54.07,546356,Bhutan,country,asi
1993,btn,1989.16,54.87,533895,Bhutan,country,asi
1994,btn,2149.47,55.67,523417,Bhutan,country,asi
1995,btn,2317.07,56.46,518584,Bhutan,country,asi
1996,btn,2456.12,57.24,520529,Bhutan,country,asi
1997,btn,2561.50,58.02,528222,Bhutan,country,asi
1998,btn,2656.04,58.79,540507,Bhutan,country,asi
1999,btn,2790.20,59.55,555377,Bhutan,country,asi
2000,btn,2922.11,60.30,571262,Bhutan,country,asi
2001,btn,3045.89,61.06,588050,Bhutan,country,asi
2002,btn,3256.01,61.82,606024,Bhutan,country,asi
2003,btn,3406.36,62.57,624431,Bhutan,country,asi
2004,btn,3545.99,63.32,642400,Bhutan,country,asi
2005,btn,3693.99,64.05,659293,Bhutan,country,asi
2006,btn,3856.99,64.74,674681,Bhutan,country,asi
2007,btn,4456.57,65.38,688581,Bhutan,country,asi
2008,btn,4579.65,65.98,701363,Bhutan,country,asi
2009,btn,4803.53,66.52,713665,Bhutan,country,asi
2010,btn,5273.68,67.01,725940,Bhutan,country,asi
2011,btn,5627.00,67.46,738267,Bhutan,country,asi
2012,btn,6130.86,67.88,750443,Bhutan,country,asi
2013,btn,6505.00,68.29,762313,Bhutan,country,asi
2014,btn,7052.66,68.69,773646,Bhutan,country,asi
1990,bol,2897.28,58.81,6658462,Bolivia,country,ame
1991,bol,2982.23,59.34,6813834,Bolivia,country,ame
1992,bol,2961.69,59.83,6974168,Bolivia,country,ame
1993,bol,3015.14,60.29,7138204,Bolivia,country,ame
1994,bol,3089.45,60.72,7304230,Bolivia,country,ame
1995,bol,3164.51,61.13,7470925,Bolivia,country,ame
1996,bol,3234.02,61.52,7637622,Bolivia,country,ame
1997,bol,3326.14,61.89,7804333,Bolivia,country,ame
1998,bol,3429.73,62.26,7971237,Bolivia,country,ame
1999,bol,3377.57,62.63,8138802,Bolivia,country,ame
2000,bol,3394.70,62.99,8307248,Bolivia,country,ame
2001,bol,3390.15,63.35,8476709,Bolivia,country,ame
2002,bol,3413.26,63.71,8646659,Bolivia,country,ame
2003,bol,3450.75,64.06,8815911,Bolivia,country,ame
2004,bol,3528.67,64.40,8982917,Bolivia,country,ame
2005,bol,3617.99,64.74,9146655,Bolivia,country,ame
2006,bol,3712.76,65.07,9306660,Bolivia,country,ame
2007,bol,3803.12,65.40,9463497,Bolivia,country,ame
2008,bol,3956.39,65.72,9618466,Bolivia,country,ame
2009,bol,4009.38,66.04,9773441,Bolivia,country,ame
2010,bol,4095.21,66.36,9929849,Bolivia,country,ame
2011,bol,4224.94,66.66,10088108,Bolivia,country,ame
2012,bol,4363.43,66.96,10248042,Bolivia,country,ame
2013,bol,4487.61,67.26,10409761,Bolivia,country,ame
2014,bol,4624.13,67.54,10573218,Bolivia,country,ame
1990,bih,3844.61,67.17,4308197,Bosnia and Herzegovina,country,eur
1991,bih,3378.37,65.99,4157485,Bosnia and Herzegovina,country,eur
1992,bih,2546.78,65.40,3931372,Bosnia and Herzegovina,country,eur
1993,bih,1895.66,65.55,3677379,Bosnia and Herzegovina,country,eur
1994,bih,2034.36,66.46,3462032,Bosnia and Herzegovina,country,eur
1995,bih,2200.62,67.97,3332098,Bosnia and Herzegovina,country,eur
1996,bih,3487.83,69.81,3305672,Bosnia and Herzegovina,country,eur
1997,bih,4766.35,71.63,3365616,Bosnia and Herzegovina,country,eur
1998,bih,5251.01,73.15,3480285,Bosnia and Herzegovina,country,eur
1999,bih,5544.95,74.24,3601438,Bosnia and Herzegovina,country,eur
2000,bih,5733.14,74.88,3693698,Bosnia and Herzegovina,country,eur
2001,bih,5880.62,75.12,3748370,Bosnia and Herzegovina,country,eur
2002,bih,6018.97,75.16,3775883,Bosnia and Herzegovina,country,eur
2003,bih,6097.74,75.16,3782717,Bosnia and Herzegovina,country,eur
2004,bih,6317.27,75.17,3781358,Bosnia and Herzegovina,country,eur
2005,bih,6506,75.22,3781001,Bosnia and Herzegovina,country,eur
2006,bih,6892.99,75.33,3781588,Bosnia and Herzegovina,country,eur
2007,bih,7320.47,75.47,3779034,Bosnia and Herzegovina,country,eur
2008,bih,7739.97,75.60,3774164,Bosnia and Herzegovina,country,eur
2009,bih,7527.68,75.75,3767683,Bosnia and Herzegovina,country,eur
2010,bih,7596.00,75.89,3760149,Bosnia and Herzegovina,country,eur
2011,bih,7705.63,76.05,3752228,Bosnia and Herzegovina,country,eur
2012,bih,7664.15,76.21,3744235,Bosnia and Herzegovina,country,eur
2013,bih,7714.64,76.37,3735880,Bosnia and Herzegovina,country,eur
2014,bih,7882.54,76.53,3726569,Bosnia and Herzegovina,country,eur
1990,bwa,7829.23,63.06,1382371,Botswana,country,afr
1991,bwa,7964.57,62.44,1423570,Botswana,country,afr
1992,bwa,7954.11,61.57,1464924,Botswana,country,afr
1993,bwa,7860.64,60.47,1506037,Botswana,country,afr
1994,bwa,7898.04,59.19,1546414,Botswana,country,afr
1995,bwa,8030.47,57.77,1585637,Botswana,country,afr
1996,bwa,8281.91,56.25,1623704,Botswana,country,afr
1997,bwa,8647.14,54.71,1660538,Botswana,country,afr
1998,bwa,8990.98,53.21,1695587,Botswana,country,afr
1999,bwa,9416.67,51.81,1728179,Botswana,country,afr
2000,bwa,10107.98,50.56,1757925,Botswana,country,afr
2001,bwa,10543.61,49.49,1784449,Botswana,country,afr
2002,bwa,11003.60,48.58,1808103,Botswana,country,afr
2003,bwa,11391.08,47.83,1830127,Botswana,country,afr
2004,bwa,11722.58,47.25,1852243,Botswana,country,afr
2005,bwa,12057,46.83,1875673,Botswana,country,afr
2006,bwa,12574.18,46.56,1900905,Botswana,country,afr
2007,bwa,13010.69,46.42,1927540,Botswana,country,afr
2008,bwa,13240.06,46.38,1954822,Botswana,country,afr
2009,bwa,12463.48,46.44,1981576,Botswana,country,afr
2010,bwa,13181.34,46.58,2006945,Botswana,country,afr
2011,bwa,13689.42,46.82,2030738,Botswana,country,afr
2012,bwa,14045.94,47.15,2053237,Botswana,country,afr
2013,bwa,14455.67,47.57,2074616,Botswana,country,afr
2014,bwa,14884.85,48.07,2095201,Botswana,country,afr
1990,bra,7136.93,66.46,149650206,Brazil,country,ame
1991,bra,7097.83,66.86,152146886,Brazil,country,ame
1992,bra,6950.28,67.26,154582102,Brazil,country,ame
1993,bra,7188.19,67.66,156985825,Brazil,country,ame
1994,bra,7503.67,68.06,159398558,Brazil,country,ame
1995,bra,7713.35,68.46,161848162,Brazil,country,ame
1996,bra,7810.20,68.84,164342524,Brazil,country,ame
1997,bra,7957.98,69.22,166869168,Brazil,country,ame
1998,bra,7860.55,69.58,169409714,Brazil,country,ame
1999,bra,7818.96,69.92,171936271,Brazil,country,ame
2000,bra,8056.06,70.26,174425388,Brazil,country,ame
2001,bra,8022.52,70.57,176877136,Brazil,country,ame
2002,bra,8131.21,70.88,179289226,Brazil,country,ame
2003,bra,8110.41,71.17,181633073,Brazil,country,ame
2004,bra,8461.49,71.46,183873377,Brazil,country,ame
2005,bra,8596,71.74,185986963,Brazil,country,ame
2006,bra,8842.42,72.02,187958210,Brazil,country,ame
2007,bra,9290.11,72.29,189798071,Brazil,country,ame
2008,bra,9681.54,72.57,191543237,Brazil,country,ame
2009,bra,9564.56,72.84,193246609,Brazil,country,ame
