geo,storm_affected_annual_number,time
lva,0,2000
lva,0,2001
lva,0,2002
lva,0,2003
lva,0,2004
lva,0,2005
lva,0,2006
lva,0,2007
lva,0,2008
lbn,0,1970
lbn,0,1971
lbn,0,1972
lbn,0,1973
lbn,0,1974
lbn,0,1975
lbn,0,1976
lbn,0,1977
lbn,0,1978
lbn,0,1979
lbn,0,1980
lbn,0,1981
lbn,0,1982
lbn,0,1983
lbn,0,1984
lbn,0,1985
lbn,0,1986
lbn,0,1987
lbn,0,1988
lbn,0,1989
lbn,0,1990
lbn,0,1991
lbn,104100,1992
lbn,0,1993
lbn,0,1994
lbn,0,1995
lbn,0,1996
lbn,0,1997
lbn,0,1998
lbn,0,1999
lbn,0,2000
lbn,0,2001
lbn,500,2002
lbn,0,2003
lbn,0,2004
lbn,0,2005
lbn,0,2006
lbn,0,2007
lbn,0,2008
lso,0,1970
lso,0,1971
lso,0,1972
lso,0,1973
lso,0,1974
lso,0,1975
lso,0,1976
lso,0,1977
lso,0,1978
lso,0,1979
lso,0,1980
lso,0,1981
lso,0,1982
lso,0,1983
lso,0,1984
lso,0,1985
lso,0,1986
lso,0,1987
lso,0,1988
lso,0,1989
lso,0,1990
lso,0,1991
lso,0,1992
lso,0,1993
lso,0,1994
lso,0,1995
lso,250,1996
lso,0,1997
lso,0,1998
lso,0,1999
lso,0,2000
lso,2002,2001
lso,0,2002
lso,0,2003
lso,0,2004
lso,0,2005
lso,0,2006
lso,0,2007
lso,4500,2008
lbr,0,1970
lbr,0,1971
lbr,0,1972
lbr,0,1973
lbr,0,1974
lbr,0,1975
lbr,0,1976
lbr,0,1977
lbr,0,1978
lbr,0,1979
lbr,0,1980
lbr,0,1981
lbr,0,1982
lbr,0,1983
lbr,0,1984
lbr,0,1985
lbr,0,1986
lbr,0,1987
lbr,0,1988
lbr,0,1989
lbr,0,1990
lbr,0,1991
lbr,0,1992
lbr,0,1993
lbr,0,1994
lbr,2000,1995
lbr,0,1996
lbr,0,1997
lbr,0,1998
lbr,0,1999
lbr,0,2000
lbr,0,2001
lbr,0,2002
lbr,0,2003
lbr,0,2004
lbr,0,2005
lbr,0,2006
lbr,3500,2007
lbr,0,2008
ltu,0,1970
ltu,0,1971
ltu,0,1972
ltu,0,1973
ltu,0,1974
ltu,0,1975
ltu,0,1976
ltu,0,1977
ltu,0,1978
ltu,0,1979
ltu,0,1980
ltu,0,1981
ltu,0,1982
ltu,0,1983
ltu,0,1984
ltu,0,1985
ltu,0,1986
ltu,0,1987
ltu,0,1988
ltu,0,1989
ltu,0,1990
ltu,0,1991
ltu,0,1992
ltu,780000,1993
ltu,0,1994
ltu,0,1995
ltu,0,1996
ltu,0,1997
ltu,0,1998
ltu,2,1999
ltu,0,2000
ltu,0,2001
ltu,0,2002
ltu,0,2003
ltu,0,2004
ltu,0,2005
ltu,0,2006
ltu,0,2007
ltu,0,2008
lux,0,1970
lux,0,1971
lux,0,1972
lux,0,1973
lux,0,1974
lux,0,1975
lux,0,1976
lux,0,1977
lux,0,1978
lux,0,1979
lux,0,1980
lux,0,1981
lux,0,1982
lux,0,1983
lux,0,1984
lux,0,1985
lux,0,1986
lux,0,1987
lux,0,1988
lux,0,1989
lux,0,1990
lux,0,1991
lux,0,1992
lux,0,1993
lux,0,1994
lux,0,1995
lux,0,1996
lux,0,1997
lux,0,1998
lux,0,1999
lux,0,2000
lux,0,2001
lux,0,2002
lux,0,2003
lux,0,2004
lux,0,2005
lux,0,2006
lux,0,2007
lux,0,2008
mac,0,1970
mac,0,1971
mac,0,1972
mac,0,1973
mac,0,1974
mac,0,1975
mac,0,1976
mac,0,1977
mac,0,1978
mac,0,1979
mac,0,1980
mac,0,1981
mac,0,1982
mac,0,1983
mac,0,1984
mac,0,1985
mac,0,1986
mac,0,1987
mac,0,1988
mac,0,1989
mac,0,1990
mac,0,1991
mac,0,1992
mac,3986,1993
mac,0,1994
mac,0,1995
mac,0,1996
mac,0,1997
mac,0,1998
mac,0,1999
mac,0,2000
mac,0,2001
mac,0,2002
mac,0,2003
mac,0,2004
mac,0,2005
mac,0,2006
mac,0,2007
mac,0,2008
mkd,0,1970
mkd,0,1971
mkd,0,1972
mkd,0,1973
mkd,0,1974
mkd,0,1975
mkd,0,1976
mkd,0,1977
mkd,0,1978
mkd,0,1979
mkd,0,1980
mkd,0,1981
mkd,0,1982
mkd,0,1983
mkd,0,1984
mkd,0,1985
mkd,0,1986
mkd,0,1987
mkd,0,1988
mkd,0,1989
mkd,0,1990
mkd,0,1991
mkd,0,1992
mkd,0,1993
mkd,0,1994
mkd,0,1995
mkd,0,1996
mkd,0,1997
mkd,0,1998
mkd,0,1999
mkd,0,2000
mkd,0,2001
mkd,0,2002
mkd,0,2003
mkd,0,2004
mkd,4,2005
mkd,0,2006
mkd,0,2007
mkd,0,2008
mdg,10070,1970
mdg,0,1971
mdg,2510000,1972
mdg,0,1973
mdg,0,1974
mdg,10060,1975
mdg,508900,1976
mdg,30010,1977
mdg,18070,1978
mdg,0,1979
mdg,0,1980
mdg,118100,1981
mdg,70090,1982
mdg,13600,1983
mdg,100300,1984
mdg,0,1985
mdg,84410,1986
mdg,0,1987
mdg,0,1988
mdg,55390,1989
mdg,0,1990
mdg,250000,1991
mdg,0,1992
mdg,0,1993
mdg,540300,1994
mdg,0,1995
mdg,100000,1996
mdg,600200,1997
mdg,0,1998
mdg,0,1999
mdg,1106000,2000
mdg,0,2001
mdg,528100,2002
mdg,162800,2003
mdg,1033000,2004
mdg,8063,2005
mdg,6520,2006
mdg,222600,2007
mdg,533300,2008
mwi,0,1970
mwi,0,1971
mwi,0,1972
mwi,0,1973
mwi,0,1974
mwi,0,1975
mwi,0,1976
mwi,0,1977
mwi,0,1978
mwi,0,1979
mwi,0,1980
mwi,0,1981
mwi,0,1982
mwi,0,1983
mwi,0,1984
mwi,0,1985
mwi,0,1986
mwi,0,1987
mwi,0,1988
mwi,0,1989
mwi,0,1990
mwi,0,1991
mwi,0,1992
mwi,0,1993
mwi,0,1994
mwi,0,1995
mwi,0,1996
mwi,0,1997
mwi,0,1998
mwi,0,1999
mwi,0,2000
mwi,0,2001
mwi,0,2002
mwi,0,2003
mwi,0,2004
mwi,19,2005
mwi,0,2006
mwi,0,2007
mwi,0,2008
mys,0,1970
mys,0,1971
mys,0,1972
mys,0,1973
mys,0,1974
mys,0,1975
mys,0,1976
mys,0,1977
mys,0,1978
mys,0,1979
mys,0,1980
mys,0,1981
mys,0,1982
mys,0,1983
mys,0,1984
mys,0,1985
mys,0,1986
mys,0,1987
mys,0,1988
mys,0,1989
mys,0,1990
mys,0,1991
mys,0,1992
mys,0,1993
mys,0,1994
mys,0,1995
mys,4446,1996
mys,2117,1997
mys,0,1998
mys,0,1999
mys,500,2000
mys,0,2001
mys,157,2002
mys,0,2003
mys,41000,2004
mys,0,2005
mys,0,2006
mys,0,2007
mys,0,2008
mdv,0,1970
mdv,0,1971
mdv,0,1972
mdv,0,1973
mdv,0,1974
mdv,0,1975
mdv,0,1976
mdv,0,1977
mdv,0,1978
mdv,0,1979
mdv,0,1980
mdv,0,1981
mdv,0,1982
mdv,0,1983
mdv,0,1984
mdv,0,1985
mdv,0,1986
mdv,0,1987
mdv,0,1988
mdv,0,1989
mdv,0,1990
mdv,23850,1991
mdv,0,1992
mdv,0,1993
mdv,0,1994
mdv,0,1995
mdv,0,1996
mdv,0,1997
mdv,0,1998
mdv,0,1999
mdv,0,2000
mdv,0,2001
mdv,0,2002
mdv,0,2003
mdv,0,2004
mdv,0,2005
mdv,0,2006
mdv,0,2007
mdv,0,2008
mhl,0,1970
mhl,0,1971
mhl,0,1972
mhl,0,1973
mhl,0,1974
mhl,0,1975
mhl,0,1976
mhl,0,1977
mhl,0,1978
mhl,0,1979
mhl,0,1980
mhl,0,1981
mhl,0,1982
mhl,0,1983
mhl,0,1984
mhl,0,1985
mhl,0,1986
mhl,0,1987
mhl,0,1988
mhl,0,1989
mhl,0,1990
mhl,6000,1991
mhl,0,1992
mhl,0,1993
mhl,0,1994
mhl,0,1995
mhl,0,1996
mhl,0,1997
mhl,0,1998
mhl,0,1999
mhl,0,2000
mhl,0,2001
mhl,0,2002
mhl,0,2003
mhl,0,2004
mhl,0,2005
mhl,0,2006
mhl,0,2007
mhl,0,2008
mtq,5045,1970
mtq,0,1971
mtq,0,1972
mtq,0,1973
mtq,0,1974
mtq,0,1975
mtq,0,1976
mtq,0,1977
mtq,0,1978
mtq,20000,1979
mtq,0,1980
mtq,0,1981
mtq,0,1982
mtq,0,1983
mtq,0,1984
mtq,0,1985
mtq,0,1986
mtq,0,1987
mtq,0,1988
mtq,0,1989
mtq,1508,1990
mtq,0,1991
mtq,0,1992
mtq,3012,1993
mtq,0,1994
mtq,0,1995
mtq,0,1996
mtq,0,1997
mtq,0,1998
mtq,600,1999
mtq,0,2000
mtq,0,2001
mtq,0,2002
mtq,0,2003
mtq,0,2004
mtq,0,2005
mtq,0,2006
mtq,7,2007
mtq,0,2008
mrt,0,1970
mrt,0,1971
mrt,0,1972
mrt,0,1973
mrt,0,1974
mrt,0,1975
mrt,0,1976
mrt,0,1977
mrt,0,1978
mrt,0,1979
mrt,0,1980
mrt,0,1981
mrt,0,1982
mrt,0,1983
mrt,0,1984
mrt,0,1985
mrt,0,1986
mrt,0,1987
mrt,0,1988
mrt,0,1989
mrt,0,1990
mrt,304,1991
mrt,0,1992
mrt,0,1993
mrt,0,1994
mrt,0,1995
mrt,0,1996
mrt,0,1997
mrt,0,1998
mrt,178,1999
mrt,0,2000
mrt,0,2001
mrt,0,2002
mrt,0,2003
mrt,0,2004
mrt,0,2005
mrt,0,2006
mrt,0,2007
mrt,0,2008
mus,0,1970
mus,0,1971
mus,25020,1972
mus,0,1973
mus,0,1974
mus,826300,1975
mus,0,1976
mus,0,1977
mus,0,1978
mus,105300,1979
mus,0,1980
mus,0,1981
mus,32500,1982
mus,352,1983
mus,0,1984
mus,0,1985
mus,0,1986
mus,0,1987
mus,0,1988
mus,4508,1989
mus,0,1990
mus,7500,1991
mus,0,1992
mus,0,1993
mus,2302,1994
mus,0,1995
mus,3,1996
mus,0,1997
mus,0,1998
mus,1000,1999
mus,0,2000
mus,0,2001
mus,1053,2002
mus,0,2003
mus,0,2004
mus,0,2005
mus,0,2006
mus,2,2007
mus,0,2008
mex,0,1970
mex,17,1971
mex,0,1972
mex,0,1973
mex,13,1974
mex,29,1975
mex,577100,1976
mex,50010,1977
mex,0,1978
mex,0,1979
mex,0,1980
mex,100,1981
mex,50220,1982
mex,282800,1983
mex,10000,1984
mex,0,1985
mex,0,1986
mex,0,1987
mex,125300,1988
mex,0,1989
mex,38,1990
mex,10010,1991
mex,10000,1992
mex,77040,1993
mex,0,1994
mex,66970,1995
mex,19850,1996
mex,805000,1997
mex,5715,1998
mex,4009,1999
mex,30330,2000
mex,6405,2001
mex,509500,2002
mex,9004,2003
mex,20,2004
mex,2970000,2005
mex,270700,2006
mex,203000,2007
mex,500000,2008
fsm,0,1970
fsm,0,1971
fsm,0,1972
fsm,0,1973
fsm,0,1974
fsm,0,1975
fsm,0,1976
fsm,0,1977
fsm,0,1978
fsm,0,1979
fsm,0,1980
fsm,0,1981
fsm,0,1982
fsm,0,1983
fsm,0,1984
fsm,0,1985
fsm,0,1986
fsm,208,1987
fsm,0,1988
fsm,0,1989
fsm,0,1990
fsm,0,1991
fsm,0,1992
fsm,0,1993
fsm,0,1994
fsm,0,1995
fsm,0,1996
fsm,0,1997
fsm,0,1998
fsm,0,1999
fsm,0,2000
fsm,0,2001
fsm,1670,2002
fsm,1000,2003
fsm,6009,2004
fsm,0,2005
fsm,0,2006
fsm,0,2007
fsm,0,2008
mda,0,1970
mda,0,1971
mda,0,1972
mda,0,1973
mda,0,1974
mda,0,1975
mda,0,1976
mda,0,1977
mda,0,1978
mda,0,1979
mda,0,1980
mda,0,1981
mda,0,1982
mda,0,1983
mda,0,1984
mda,0,1985
mda,0,1986
mda,0,1987
mda,0,1988
mda,0,1989
mda,0,1990
mda,0,1991
mda,0,1992
mda,0,1993
mda,25580,1994
mda,0,1995
mda,0,1996
mda,0,1997
mda,0,1998
mda,0,1999
mda,2600000,2000
mda,0,2001
mda,0,2002
mda,0,2003
mda,0,2004
mda,0,2005
mda,0,2006
mda,0,2007
mda,0,2008
mng,0,1970
mng,0,1971
mng,0,1972
mng,0,1973
mng,0,1974
mng,0,1975
mng,0,1976
mng,0,1977
mng,0,1978
mng,0,1979
mng,0,1980
mng,0,1981
mng,0,1982
mng,0,1983
mng,0,1984
mng,0,1985
mng,0,1986
mng,0,1987
mng,0,1988
mng,0,1989
mng,36,1990
mng,6,1991
mng,0,1992
mng,100000,1993
mng,0,1994
mng,0,1995
mng,0,1996
mng,0,1997
mng,0,1998
mng,0,1999
mng,1071000,2000
mng,175000,2001
mng,665000,2002
mng,0,2003
mng,0,2004
mng,0,2005
mng,0,2006
mng,0,2007
mng,52,2008
msr,0,1970
msr,0,1971
msr,0,1972
msr,0,1973
msr,0,1974
msr,0,1975
msr,0,1976
msr,0,1977
msr,0,1978
msr,0,1979
msr,0,1980
msr,0,1981
msr,0,1982
msr,0,1983
msr,0,1984
msr,0,1985
msr,0,1986
msr,0,1987
msr,0,1988
msr,12050,1989
msr,0,1990
msr,0,1991
msr,0,1992
msr,0,1993
msr,0,1994
msr,0,1995
msr,0,1996
msr,0,1997
msr,0,1998
msr,0,1999
msr,0,2000
msr,0,2001
msr,0,2002
msr,0,2003
msr,0,2004
msr,0,2005
msr,0,2006
msr,0,2007
msr,0,2008
mar,0,1970
mar,0,1971
mar,0,1972
mar,0,1973
mar,0,1974
mar,0,1975
mar,0,1976
mar,0,1977
mar,0,1978
mar,0,1979
mar,0,1980
mar,0,1981
mar,0,1982
mar,0,1983
mar,0,1984
mar,0,1985
mar,0,1986
mar,0,1987
mar,0,1988
mar,0,1989
mar,0,1990
mar,0,1991
mar,0,1992
mar,0,1993
mar,0,1994
mar,0,1995
mar,14,1996
mar,0,1997
mar,0,1998
mar,0,1999
mar,0,2000
mar,0,2001
mar,0,2002
mar,0,2003
mar,0,2004
mar,1,2005
mar,0,2006
mar,0,2007
mar,0,2008
moz,0,1970
moz,0,1971
moz,0,1972
moz,0,1973
moz,0,1974
moz,0,1975
moz,0,1976
moz,54,1977
moz,105000,1978
moz,0,1979
moz,0,1980
moz,0,1981
moz,0,1982
moz,0,1983
moz,350100,1984
moz,0,1985
moz,0,1986
moz,0,1987
moz,4100,1988
moz,0,1989
moz,0,1990
moz,0,1991
moz,0,1992
moz,0,1993
moz,2502000,1994
moz,0,1995
moz,200000,1996
moz,0,1997
moz,0,1998
moz,0,1999
moz,1436,2000
moz,0,2001
moz,4020,2002
moz,23020,2003
moz,0,2004
moz,0,2005
moz,0,2006
moz,162800,2007
moz,220000,2008
mmr,0,1970
mmr,0,1971
mmr,0,1972
mmr,0,1973
mmr,0,1974
mmr,200,1975
mmr,0,1976
mmr,0,1977
mmr,132000,1978
mmr,0,1979
mmr,0,1980
mmr,0,1981
mmr,36010,1982
mmr,0,1983
mmr,0,1984
mmr,0,1985
mmr,0,1986
mmr,0,1987
mmr,0,1988
mmr,0,1989
mmr,0,1990
mmr,0,1991
mmr,0,1992
mmr,0,1993
mmr,64990,1994
mmr,0,1995
mmr,0,1996
mmr,0,1997
mmr,0,1998
mmr,0,1999
mmr,0,2000
mmr,0,2001
mmr,0,2002
mmr,0,2003
mmr,25240,2004
mmr,0,2005
mmr,60140,2006
mmr,0,2007
mmr,2558000,2008
npl,0,1970
npl,0,1971
npl,0,1972
npl,0,1973
npl,0,1974
npl,0,1975
npl,0,1976
npl,0,1977
npl,0,1978
npl,0,1979
npl,0,1980
npl,0,1981
npl,0,1982
npl,0,1983
npl,0,1984
npl,0,1985
npl,1,1986
npl,0,1987
npl,70,1988
npl,0,1989
npl,0,1990
npl,171,1991
npl,0,1992
npl,0,1993
npl,0,1994
npl,0,1995
npl,39,1996
npl,0,1997
npl,0,1998
npl,0,1999
npl,0,2000
npl,0,2001
npl,0,2002
npl,0,2003
npl,0,2004
npl,0,2005
npl,0,2006
npl,0,2007
npl,0,2008
nld,0,1970
nld,0,1971
nld,0,1972
nld,0,1973
nld,0,1974
nld,0,1975
nld,0,1976
nld,0,1977
nld,0,1978
nld,0,1979
nld,0,1980
nld,0,1981
nld,0,1982
nld,0,1983
nld,0,1984
nld,0,1985
nld,0,1986
nld,0,1987
nld,0,1988
nld,0,1989
nld,20,1990
nld,0,1991
nld,0,1992
nld,0,1993
nld,0,1994
nld,250000,1995
nld,0,1996
nld,102,1997
nld,0,1998
nld,0,1999
nld,0,2000
nld,0,2001
nld,4,2002
nld,0,2003
nld,0,2004
nld,1,2005
nld,0,2006
nld,7,2007
nld,0,2008
ant,0,1970
ant,0,1971
ant,0,1972
ant,0,1973
ant,0,1974
ant,0,1975
ant,0,1976
ant,0,1977
ant,0,1978
ant,0,1979
ant,0,1980
ant,0,1981
ant,0,1982
ant,0,1983
ant,0,1984
ant,0,1985
ant,0,1986
ant,0,1987
ant,0,1988
ant,11,1989
ant,0,1990
ant,0,1991
ant,0,1992
ant,0,1993
ant,0,1994
ant,40000,1995
ant,0,1996
ant,0,1997
ant,0,1998
ant,0,1999
ant,0,2000
ant,0,2001
ant,0,2002
ant,0,2003
ant,0,2004
ant,0,2005
ant,0,2006
ant,0,2007
ant,0,2008
ncl,0,1970
ncl,0,1971
ncl,3,1972
ncl,0,1973
ncl,0,1974
ncl,0,1975
ncl,0,1976
ncl,0,1977
ncl,0,1978
ncl,0,1979
ncl,0,1980
ncl,2004,1981
ncl,0,1982
ncl,0,1983
ncl,0,1984
ncl,0,1985
ncl,0,1986
ncl,0,1987
ncl,0,1988
ncl,2,1989
ncl,0,1990
ncl,0,1991
ncl,0,1992
ncl,0,1993
ncl,0,1994
ncl,0,1995
ncl,0,1996
ncl,0,1997
ncl,0,1998
ncl,0,1999
ncl,0,2000
ncl,0,2001
ncl,0,2002
ncl,1102,2003
ncl,0,2004
ncl,0,2005
ncl,0,2006
ncl,0,2007
ncl,0,2008
nzl,0,1970
nzl,0,1971
nzl,0,1972
nzl,0,1973
nzl,0,1974
nzl,0,1975
nzl,0,1976
nzl,0,1977
nzl,0,1978
nzl,0,1979
nzl,0,1980
nzl,0,1981
nzl,0,1982
nzl,0,1983
nzl,0,1984
nzl,0,1985
nzl,0,1986
nzl,0,1987
nzl,6,1988
nzl,0,1989
nzl,0,1990
nzl,0,1991
nzl,0,1992
nzl,0,1993
nzl,0,1994
nzl,0,1995
nzl,2001,1996
nzl,143,1997
nzl,0,1998
nzl,0,1999
nzl,0,2000
nzl,0,2001
nzl,0,2002
nzl,2,2003
nzl,0,2004
nzl,100,2005
nzl,0,2006
nzl,300,2007
nzl,0,2008
nic,0,1970
nic,4685,1971
nic,0,1972
nic,0,1973
nic,0,1974
nic,0,1975
nic,0,1976
nic,0,1977
nic,0,1978
nic,0,1979
nic,0,1980
nic,0,1981
nic,52070,1982
nic,0,1983
nic,0,1984
nic,0,1985
nic,0,1986
nic,0,1987
nic,360400,1988
nic,0,1989
nic,0,1990
nic,0,1991
nic,0,1992
nic,123000,1993
nic,0,1994
nic,15120,1995
nic,10770,1996
nic,0,1997
nic,871600,1998
nic,0,1999
nic,2512,2000
nic,24880,2001
nic,302,2002
nic,0,2003
nic,200,2004
nic,13650,2005
nic,0,2006
nic,188900,2007
nic,1403,2008
ner,0,1970
ner,0,1971
ner,0,1972
ner,0,1973
ner,0,1974
ner,0,1975
ner,0,1976
ner,0,1977
ner,0,1978
ner,0,1979
ner,0,1980
ner,0,1981
ner,0,1982
ner,0,1983
ner,0,1984
ner,0,1985
ner,0,1986
ner,0,1987
ner,0,1988
ner,0,1989
ner,0,1990
ner,0,1991
ner,0,1992
ner,0,1993
ner,0,1994
ner,0,1995
ner,0,1996
ner,0,1997
ner,0,1998
ner,0,1999
ner,0,2000
ner,0,2001
ner,1257,2002
ner,0,2003
ner,0,2004
ner,0,2005
ner,0,2006
ner,0,2007
ner,0,2008
nga,0,1970
nga,0,1971
nga,0,1972
nga,0,1973
nga,0,1974
nga,0,1975
nga,0,1976
nga,0,1977
nga,100,1978
nga,0,1979
nga,0,1980
nga,0,1981
nga,0,1982
nga,0,1983
nga,0,1984
nga,0,1985
nga,0,1986
nga,0,1987
nga,0,1988
nga,0,1989
nga,0,1990
nga,0,1991
nga,0,1992
nga,0,1993
nga,0,1994
nga,0,1995
nga,0,1996
nga,0,1997
nga,0,1998
nga,100,1999
nga,1000,2000
nga,0,2001
nga,0,2002
nga,0,2003
nga,0,2004
nga,0,2005
nga,0,2006
nga,0,2007
nga,0,2008
niu,0,1970
niu,0,1971
niu,0,1972
niu,0,1973
niu,0,1974
niu,0,1975
niu,0,1976
niu,0,1977
niu,0,1978
niu,0,1979
niu,0,1980
niu,0,1981
niu,0,1982
niu,0,1983
niu,0,1984
niu,0,1985
niu,0,1986
niu,0,1987
niu,0,1988
niu,0,1989
niu,200,1990
niu,0,1991
niu,0,1992
niu,0,1993
niu,0,1994
niu,0,1995
niu,0,1996
niu,0,1997
niu,0,1998
niu,0,1999
niu,0,2000
niu,0,2001
niu,0,2002
niu,0,2003
niu,703,2004
niu,0,2005
niu,0,2006
niu,0,2007
niu,0,2008
mnp,0,1970
mnp,0,1971
mnp,0,1972
mnp,0,1973
mnp,0,1974
mnp,0,1975
mnp,0,1976
mnp,0,1977
mnp,0,1978
mnp,0,1979
mnp,0,1980
mnp,0,1981
mnp,0,1982
mnp,0,1983
mnp,0,1984
mnp,0,1985
mnp,0,1986
mnp,0,1987
mnp,0,1988
mnp,0,1989
mnp,0,1990
mnp,0,1991
mnp,0,1992
mnp,0,1993
mnp,0,1994
mnp,0,1995
mnp,0,1996
mnp,0,1997
mnp,0,1998
mnp,0,1999
mnp,0,2000
mnp,0,2001
mnp,300,2002
mnp,0,2003
mnp,0,2004
mnp,0,2005
mnp,0,2006
mnp,0,2007
mnp,0,2008
nor,0,1970
nor,0,1971
nor,0,1972
nor,0,1973
nor,0,1974
nor,0,1975
nor,0,1976
nor,0,1977
nor,0,1978
nor,0,1979
nor,0,1980
nor,0,1981
nor,0,1982
nor,0,1983
nor,0,1984
nor,0,1985
nor,0,1986
nor,0,1987
nor,0,1988
nor,0,1989
nor,0,1990
nor,0,1991
nor,0,1992
nor,0,1993
nor,0,1994
nor,0,1995
nor,0,1996
nor,0,1997
nor,0,1998
nor,0,1999
nor,0,2000
nor,0,2001
nor,0,2002
nor,0,2003
nor,0,2004
nor,0,2005
nor,0,2006
nor,0,2007
nor,100,2008
omn,0,1970
omn,0,1971
omn,0,1972
omn,0,1973
omn,0,1974
omn,0,1975
omn,0,1976
omn,6703,1977
omn,0,1978
omn,0,1979
omn,0,1980
omn,26,1981
omn,0,1982
omn,0,1983
omn,0,1984
omn,0,1985
omn,0,1986
omn,0,1987
omn,0,1988
omn,0,1989
omn,0,1990
omn,0,1991
omn,0,1992
omn,0,1993
omn,0,1994
omn,0,1995
omn,0,1996
omn,0,1997
omn,0,1998
omn,0,1999
omn,0,2000
omn,0,2001
omn,90,2002
omn,30,2003
omn,0,2004
omn,0,2005
omn,0,2006
omn,20080,2007
omn,0,2008
pak,0,1970
pak,0,1971
pak,0,1972
pak,0,1973
pak,0,1974
pak,0,1975
pak,0,1976
pak,0,1977
pak,0,1978
pak,0,1979
pak,41,1980
pak,656,1981
pak,0,1982
pak,0,1983
pak,0,1984
pak,0,1985
pak,261,1986
pak,0,1987
pak,36,1988
pak,0,1989
pak,0,1990
pak,0,1991
pak,0,1992
pak,609,1993
pak,56,1994
pak,0,1995
pak,0,1996
pak,41,1997
pak,12,1998
pak,536600,1999
pak,0,2000
pak,504,2001
pak,26,2002
pak,2608,2003
pak,0,2004
pak,58,2005
pak,0,2006
pak,1650000,2007
pak,0,2008
pan,0,1970
pan,0,1971
pan,0,1972
pan,0,1973
pan,0,1974
pan,0,1975
pan,0,1976
pan,0,1977
pan,0,1978
pan,0,1979
pan,0,1980
pan,0,1981
pan,0,1982
pan,0,1983
pan,0,1984
pan,0,1985
pan,0,1986
pan,0,1987
pan,8762,1988
pan,0,1989
pan,0,1990
pan,0,1991
pan,62,1992
pan,0,1993
pan,0,1994
pan,0,1995
pan,0,1996
pan,0,1997
pan,7503,1998
pan,0,1999
pan,0,2000
pan,0,2001
pan,0,2002
pan,0,2003
pan,0,2004
pan,0,2005
pan,0,2006
pan,0,2007
pan,0,2008
png,0,1970
png,0,1971
png,0,1972
png,0,1973
png,0,1974
png,0,1975
png,0,1976
png,0,1977
png,0,1978
png,0,1979
png,0,1980
png,0,1981
png,0,1982
png,0,1983
png,0,1984
png,0,1985
png,0,1986
png,0,1987
png,0,1988
png,0,1989
png,0,1990
png,0,1991
png,0,1992
png,40060,1993
png,0,1994
png,0,1995
png,0,1996
png,7532,1997
png,0,1998
png,0,1999
png,0,2000
png,0,2001
png,0,2002
png,0,2003
png,0,2004
png,0,2005
png,0,2006
png,162300,2007
png,0,2008
pry,0,1970
pry,0,1971
pry,0,1972
pry,0,1973
pry,0,1974
pry,0,1975
pry,0,1976
pry,0,1977
pry,0,1978
pry,0,1979
pry,0,1980
pry,0,1981
pry,0,1982
pry,0,1983
pry,0,1984
pry,0,1985
pry,0,1986
pry,0,1987
pry,0,1988
pry,0,1989
pry,0,1990
pry,0,1991
pry,0,1992
pry,0,1993
pry,0,1994
pry,0,1995
pry,0,1996
pry,110,1997
pry,0,1998
pry,0,1999
pry,0,2000
pry,0,2001
pry,12500,2002
pry,0,2003
pry,0,2004
pry,0,2005
pry,0,2006
pry,0,2007
pry,47660,2008
per,0,1970
per,0,1971
per,0,1972
per,0,1973
per,0,1974
per,0,1975
per,0,1976
per,0,1977
per,0,1978
per,0,1979
per,0,1980
per,0,1981
per,0,1982
per,0,1983
per,0,1984
per,0,1985
per,0,1986
per,0,1987
per,0,1988
per,0,1989
per,0,1990
per,0,1991
per,0,1992
per,0,1993
per,0,1994
per,0,1995
per,0,1996
per,581200,1997
per,0,1998
per,0,1999
per,0,2000
per,0,2001
per,86740,2002
per,0,2003
per,0,2004
per,0,2005
per,0,2006
per,0,2007
per,0,2008
phl,1816000,1970
phl,46760,1971
phl,493100,1972
phl,3445000,1973
phl,103900,1974
phl,5263,1975
phl,2705000,1976
phl,158300,1977
phl,1860000,1978
phl,585600,1979
phl,1867000,1980
phl,1103000,1981
phl,1020000,1982
phl,170700,1983
phl,4538000,1984
phl,1604000,1985
phl,1243000,1986
phl,3239000,1987
phl,4518000,1988
phl,2137000,1989
phl,6320000,1990
phl,1578000,1991
phl,1046000,1992
phl,3582000,1993
phl,1991000,1994
phl,3278000,1995
phl,37670,1996
phl,366800,1997
phl,7324000,1998
phl,1387000,1999
phl,6188000,2000
phl,3451000,2001
phl,3261000,2002
phl,466400,2003
phl,3243000,2004
phl,20040,2005
phl,7824000,2006
phl,1922000,2007
phl,6853000,2008
pol,0,1970
pol,0,1971
pol,0,1972
pol,0,1973
pol,0,1974
pol,0,1975
pol,0,1976
pol,0,1977
pol,0,1978
pol,0,1979
pol,0,1980
pol,0,1981
pol,0,1982
pol,900,1983
pol,0,1984
pol,0,1985
pol,0,1986
pol,0,1987
pol,0,1988
pol,0,1989
pol,0,1990
pol,0,1991
pol,0,1992
pol,0,1993
pol,1,1994
pol,0,1995
pol,0,1996
pol,0,1997
pol,0,1998
pol,3,1999
pol,0,2000
pol,0,2001
pol,9,2002
pol,0,2003
pol,0,2004
pol,0,2005
pol,0,2006
pol,19,2007
pol,1062,2008
prt,0,1970
prt,0,1971
prt,0,1972
prt,11,1973
prt,0,1974
prt,0,1975
prt,0,1976
prt,0,1977
prt,0,1978
prt,0,1979
prt,0,1980
