concept,name,concept_type,description,indicator_url,unit,interpolation,drill_up,domain,scales
smoking_adults_percent_of_population_over_age_15,Smoking adults,measure,"Percentage of both men and women (over age 15) that smoke. Note: only 2005 tobacco data is provided by WHOSIS. In order to compare with 2002 lung cancer data, 2005 tobacco data was copied into 2002, based on the assumption that people's habit of smoking won't significantly change during 3 years. ",http://spreadsheets.google.com/pub?key=tRccVp7QMaCXMv19CcxERaA,"%, age 15+",,,,"['linear', 'log']"
smoking_women_percent_of_women_over_age_15,Smoking women,measure,"Percentage of women (over age 15) that smoke. Note: only 2005 tobacco data is provided by WHOSIS. In order to compare with 2002 lung cancer data, 2005 tobacco data was copied into 2002, based on the assumption that people's habit of smoking won't significantly change during 3 years. ",http://spreadsheets.google.com/pub?key=thortPEzDn2xc_5bU255mPA,"% of wome, 15+",,,,"['linear', 'log']"
smoking_men_percent_of_men_over_age_15,Smoking men,measure,"Percentage of men (over age 15) that smoke. Note: only 2005 tobacco data is provided by WHOSIS. In order to compare with 2002 lung cancer data, 2005 tobacco data was copied into 2002, based on the assumption that people's habit of smoking won't significantly change during 3 years. ",http://spreadsheets.google.com/pub?key=t60tpjxpWq3Bm-nBOvSm3og,"% of men, 15+",,,,"['linear', 'log']"
body_mass_index_bmi_men_kgperm2,Body Mass Index men,measure,"The mean BMI (Body Mass Index) of the male population, counted in kilogram per square meter; this mean is calculated as if each country has the same age composition as the world population.",https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdF9saE1pWUNYVkVsNU1FdW1Yem81Nmc,"(BMI), Kg/m2",,,,"['linear', 'log']"
body_mass_index_bmi_women_kgperm2,Body Mass Index women,measure,"The mean BMI (Body Mass Index) of the female population, counted in kilogram per square meter; this mean is calculated as if each country has the same age composition as the world population.",https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGt0elo2dzJMVVQ3WmFGSmdhc09LRlE,"(BMI), Kg/m2",,,,"['linear', 'log']"
blood_pressure_sbp_men_mmhg,Blood pressure men,measure,"The mean SBP (Systolic Blood Pressure) of the male population, counted in mm-Hg; this mean is calculated as if each country has the same age composition as the world population.",https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHNwRm9DN1FnT3hXWWZVSncxMkZyS2c,"(SBP), mmHg",,,,"['linear', 'log']"
blood_pressure_sbp_women_mmhg,Blood pressure women,measure,"The mean SBP (Systolic Blood Pressure) of the female population, counted in mm-Hg; this mean is calculated as if each country has the same age composition as the world population.",https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdHBzUVVSMDlTX1ZCUnNJQ3ZFdkFXVFE,"(SBP), mmHg",,,,"['linear', 'log']"
cholesterol_fat_in_blood_men_mmolperl,Cholesterol men,measure,"The mean TC (Total Cholesterol) of the male population, counted in mmol per L; this mean is calculated as if each country has the same age composition as the world population.",https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdDU5SnRoQ0xlZWhwRUZ6RFNQV042enc,"fat in blood, mmol/L",,,,"['linear', 'log']"
cholesterol_fat_in_blood_women_mmolperl,Cholesterol women,measure,"The mean TC (Total Cholesterol) of the female population, counted in mmol per L; this mean is calculated as if each country has the same age composition as the world population.",https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGJHcHZkSUdBcU56aS1OT3lLeU4tRHc,"fat in blood, mmol/L",,,,"['linear', 'log']"
infectious_tb_new_cases_per_100000_estimated,"Infectious TB, est. new cases share",measure,"Estimated number of new TB cases (infectious) among 100,000 residents during the given year.",http://spreadsheets.google.com/pub?key=rVyfxaPK4dJ9B6ZdgG34F-g,per 100 000,,,,"['linear', 'log']"
infectious_tb_new_cases_per_100000_reported,"Infectious TB, reported new cases share",measure,"Reported number of new TB cases (infectious) among 100,000 residents during the given year.",http://spreadsheets.google.com/pub?key=r0pD5wznwEUJ0ipdxAWQjiA,per 100 000,,,,"['linear', 'log']"
infectious_tb_number_of_new_cases_estimated,"Infectious TB, est. new cases total",measure,Estimated number of new TB cases (infectious) during the given year.,http://spreadsheets.google.com/pub?key=rOPfJcbTTIyS-vxDWbkfNLA,,,,,"['log', 'linear']"
infectious_tb_number_of_new_cases_reported,"Infectious TB, reported new cases, total",measure,Reported number of new TB cases (infectious) during the given year.,http://spreadsheets.google.com/pub?key=rcbx0R-TXbkqRCyvKzn08fg,,,,,"['log', 'linear']"
infectious_tb_detection_rate_percent,"Infectious TB, detection rate",measure,The proportion of estimated new smear-positive cases of TB detected (diagnosed and then notified to WHO) by health facilities in the country during the given year.,http://spreadsheets.google.com/pub?key=rDb6EYc4YUTBRfXlBvjHYlg,%,,,,"['linear', 'log']"
infectious_tb_detection_rate_percent_dots_only,"Infectious TB, detection rate - DOTS only",measure,"The proportion of estimated new smear-positive cases of TB detected (diagnosed and then notified to WHO) during the given year by DOTS programme, which is national TB programmes in finding and diagnosing people with TB.",http://spreadsheets.google.com/pub?key=rjGHot8B6YSt3kPYEG8nANA,%,,,,"['linear', 'log']"
infectious_tb_treatment_dots_completed_percent,"Infectious TB, treatments",measure,Percentage of all patients with infectious TB detected by DOTS programme that have finished the treatment during the given year.,http://spreadsheets.google.com/pub?key=rewICFMTvBuer8UoJIK0yUg,(DOTS) completed %,,,,"['linear', 'log']"
tb_programme_dots_population_coverage_percent,TB programme coverage,measure,"Percentage of total population that has been covered by DOTS programme, which is national TB programmes in finding and diagnosing people with TB.",http://spreadsheets.google.com/pub?key=rKfjGaPxqirPDe8gnTVKuIw,(DOTS) % of population,,,,"['linear', 'log']"
all_forms_of_tb_new_cases_per_100000_estimated,"All forms TB, est. new cases share",measure,"Estimated number of new TB cases (all forms) among 100,000 residents during the given year.",http://spreadsheets.google.com/pub?key=rMsQHawTObBb6_U2ESjKXYw,per 100 000,,,,"['linear', 'log']"
all_forms_of_tb_existing_cases_per_100000_estimated,"All forms TB, est. existing cases share",measure,"Estimated number of existing TB cases (all forms) among 100,000 residents during the given year.",http://spreadsheets.google.com/pub?key=rZNoyaocUmUGuFyRgjJUpig,per 100 000,,,,"['linear', 'log']"
all_forms_of_tb_deaths_per_100000_estimated,"All forms TB, est. deaths share",measure,"Estimated number of deaths caused by TB (all forms) among 100,000 residents during the given year.",http://spreadsheets.google.com/pub?key=rWM9yEzjpGJvcJlUAIm35tA,per 100 000,,,,"['linear', 'log']"
all_forms_of_tb_new_cases_per_100000_reported,"All forms TB, reported new cases share",measure,"Reported number of new and relapsed TB cases (all forms) among 100,000 residents during the given year.",http://spreadsheets.google.com/pub?key=rYICvtvVz28fVyQuG_ote2w,per 100 000,,,,"['linear', 'log']"
all_forms_of_tb_number_of_new_cases_estimated,"All forms TB, est. new cases total",measure,Estimated number of new TB cases (all forms) during the given year.,http://spreadsheets.google.com/pub?key=rhZayTbvH3ZLlSN64OuRYFg,,,,,"['log', 'linear']"
all_forms_of_tb_number_of_existing_cases_estimated,"All forms TB, est. existing cases total",measure,Estimated number of existing TB cases (all forms) during the given year.,http://spreadsheets.google.com/pub?key=rOCGMcGcrZs-dfeTEC792ZQ,,,,,"['log', 'linear']"
all_forms_of_tb_number_of_deaths_estimated,"All forms TB, est. deaths total",measure,Estimated number of deaths caused by TB (all forms) during the given year.,http://spreadsheets.google.com/pub?key=rrQ_y5fqQPlznp5mJGXWr-A,,,,,"['log', 'linear']"
all_forms_of_tb_number_of_new_cases_reported,"All forms TB, reported new cases total",measure,Reported number of new and relapsed TB cases (all forms) during the given year.,http://spreadsheets.google.com/pub?key=r5UikGjnZlemlelKY0NX9Pg,,,,,"['log', 'linear']"
all_forms_of_tb_detection_rate_percent,"All forms TB, detection rate",measure,The proportion of estimated new cases of TB detected (diagnosed and then notified to WHO) by health facilities in the country during the given year.,http://spreadsheets.google.com/pub?key=ru195-zJ0rsx5axPIvm_bRA,%,,,,"['linear', 'log']"
all_forms_of_tb_detection_rate_percent_dots_only,"All forms TB, detection rate - DOTS only",measure,"The proportion of estimated new cases of TB detected (diagnosed and then notified to WHO) during the given year by DOTS programme, which is national TB programmes in finding and diagnosing people with TB.",http://spreadsheets.google.com/pub?key=rutVwqgB14uRV_f2dRbqhUA,%,,,,"['linear', 'log']"
tb_with_hivplus_new_cases_per_100000_estimated,"TB with HIV+, est. new cases share",measure,"Estimated number of new TB cases (with HIV+) among 100,000 residents during the given year.",http://spreadsheets.google.com/pub?key=rRCxDI3hB9E9zvc8qSe11qg,per 100 000,,,,"['linear', 'log']"
tb_with_hivplus_existing_cases_per_100000_estimated,"TB with HIV+, est. existing cases share",measure,"Estimated number of existing TB cases (with HIV+) among 100,000 residents during the given year.",http://spreadsheets.google.com/pub?key=rQV47xgPGa3qOPHoLiVon-w,per 100 000,,,,"['linear', 'log']"
tb_with_hivplus_deaths_per_100000_estimated,"TB with HIV+, est. deaths share",measure,"Estimated number of deaths caused by TB (with HIV+) among 100,000 residents during the given year.",http://spreadsheets.google.com/pub?key=rUBCConMMLm9CxPXUGm325A,per 100 000,,,,"['linear', 'log']"
tb_with_hivplus_number_of_new_cases_estimated,"TB with HIV+, est. new cases total",measure,Estimated number of new TB cases (with HIV+) during the given year.,http://spreadsheets.google.com/pub?key=rERPF4iYruK0DhAw_0tb5nA,,,,,"['log', 'linear']"
tb_with_hivplus_number_of_existing_cases_estimated,"TB with HIV+, est. existing cases total",measure,Estimated number of existing TB cases (with HIV+) during the given year.,http://spreadsheets.google.com/pub?key=reiGJwoabnMOrPeFima_9ng,,,,,"['log', 'linear']"
tb_with_hivplus_number_of_deaths_estimated,"TB with HIV+, est. deaths total",measure,Estimated number of deaths caused by TB (with HIV+) during the given year.,http://spreadsheets.google.com/pub?key=rFAkC0Ae7oXxrVqosJ4NWUA,,,,,"['log', 'linear']"
bad_teeth_per_child_12_yr,Bad teeth per child,measure,"The weighted average of the number of Decayed, Missing or Filled teeth among the 12 years old in a country (DMFT). It is meant to reflect the prevalence of caries in a population. ",http://spreadsheets.google.com/pub?key=phAwcNAVuyj3Os9LVO_pRDA,12 years old,,,,"['linear', 'log']"
dtp3_immunized_percent_of_one_year_olds,DTP3 immunized,measure,"Percentage of 1 year old children who have received 3 doses of combined diphtheria, tetanus toxoid and pertussis vaccine during the year.",http://spreadsheets.google.com/pub?key=txVTyScWObTBNuMmkNtLh1w,% of one-year-olds,,,,"['linear', 'log']"
hepb3_immunized_percent_of_one_year_olds,HepB3 immunized,measure,Percentage of 1 year old children who have received 3 doses of hepatitis B3 vaccine during the year.,http://spreadsheets.google.com/pub?key=t7pU8fR9_ZzRFIMF3FX47YQ,% of one-year-olds,,,,"['linear', 'log']"
hib3_immunized_percent_of_one_year_olds,Hib3 immunized,measure,Percentage of 1 year old children who have received 3 doses of Haemophilus influenzae type B vaccine during the year.,http://spreadsheets.google.com/pub?key=thClNiXoQqfJDzTv0SYIHZg,% of one-year-olds,,,,"['linear', 'log']"
mcv_immunized_percent_of_one_year_olds,MCV immunized,measure,"Percentage of 1 year old children who have received at least one dose of measles-containing vaccine in a given year. (Some countries for children below 2 years, depending on their policies.)",http://spreadsheets.google.com/pub?key=pyj6tScZqmEenS18Yjl_SOQ,% of one-year-olds,,,,"['linear', 'log']"
pab_immunized_percent_of_newborns,PAB immunized,measure,Percentage of neonates in a given year that can be considered as having been protected against tetanus as a result of maternal immunization.,http://spreadsheets.google.com/pub?key=tnvxVX8aOAl0dwDNujbELPQ,% of newborns,,,,"['linear', 'log']"
broadband_subscribers,Broadband,measure,"Broadband subscribers are the total number of broadband subscribers with a digital subscriber line, cable modem, or other high-speed technologies, although definitions may vary from country to country. ",https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdEpMTHBoMmNzcDVCNVRHWE5zSVJVRHc,total subscribers,,,,"['linear', 'log']"
broadband_subscribers_per_100_people,Broadband per 100 people,measure,"Broadband subscribers are the total number of broadband subscribers with a digital subscriber line, cable modem, or other high-speed technologies, although definitions may vary from country to country. ",https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdHdmMGVNNnV1SHBONDRTdTJzTVBKQXc,,,,,"['linear', 'log']"
cell_phones_total,Cell phones,measure,The number of subscribers to a service providing access to the telephone network using cellular technology. ,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdEhWLWtqNzljbWg4ZXV6M09JQXNGaUE,total,,,,"['linear', 'log']"
cell_phones_per_100_people,Cell phones per 100 people,measure,The number of subscribers per 100 people to a service providing access to the telephone network using cellular technology. ,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdG1MSjEyS0h2QjRQZ3FXRVR2dVQyeFE,,,,,"['linear', 'log']"
fixed_line_and_mobile_phone_subscribers_per_100_people,Fixed line and mobile phone subscribers,measure,Fixes lines connect a customer's equipment to the public switched telephone network. Mobile phone subscribers refer to users of portable telephones subscribing to the telephone network using cellular technology. ,http://spreadsheets.google.com/pub?key=pyj6tScZqmEcfLoOcU6GAfg,per 100 people,,,,"['log', 'linear']"
internet_users_total_number,Internet users,measure,Internet users are people with access to the worldwide network.,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdC1PcWJUZldDelFyQXdaOEtDUG9HSUE,total,,,,"['linear', 'log']"
internet_users_per_100_people,Internet users per 100 people,measure,Internet users are people with access to the worldwide network.,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdGwzSGV5OE9FOGhURlhTdEQtMW1TNkE,,,,,"['linear', 'log']"
personal_computers_total,Computers,measure,Personal computers (total),http://spreadsheets.google.com/pub?key=pyj6tScZqmEfUXdC83YSzfw,total,,,,"['log', 'linear']"
personal_computers_per_100_people,Computers per 100 people,measure,Personal computers (per 100 people),http://spreadsheets.google.com/pub?key=pyj6tScZqmEdFW4nUY4gQdA,,,,,"['linear', 'log']"
improved_sanitation_overall_access_percent,"Improved sanitation, overall",measure,"The percentage of the total population with access to facilities that hygienically separate human excreta from human contact. Improved facilities include flush/pour flush toilets or latrines connected to a sewer, -septic tank, or -pit, ventilated improved pit latrines, pit latrines with a slab or platform of any material which covers the pit entirely, except for the drop hole and composting toilets/latrines. Unimproved facilities include public or shared facilities of an otherwise acceptable type, flush/pour-flush toilets or latrines which discharge directly into an open sewer or ditch, pit latrines without a slab, bucket latrines, hanging toilets or latrines which directly discharge in water bodies or in the open and the practice of open defecation in the bush, field or bodies or water.",https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdE4tekJPYkR4WmJqYTRPWjc3OTl4WUE,%,,,,"['linear', 'log']"
improved_sanitation_urban_access_percent,"Improved sanitation, urban",measure,"The percentage of the urban population with access to facilities that hygienically separate human excreta from human contact. Improved facilities include flush/pour flush toilets or latrines connected to a sewer, -septic tank, or -pit, ventilated improved pit latrines, pit latrines with a slab or platform of any material which covers the pit entirely, except for the drop hole and composting toilets/latrines. Unimproved facilities include public or shared facilities of an otherwise acceptable type, flush/pour-flush toilets or latrines which discharge directly into an open sewer or ditch, pit latrines without a slab, bucket latrines, hanging toilets or latrines which directly discharge in water bodies or in the open and the practice of open defecation in the bush, field or bodies or water.",http://spreadsheets.google.com/pub?key=pyj6tScZqmEfLbPu48DrKfQ,%,,,,"['linear', 'log']"
improved_sanitation_rural_access_percent,"Improved sanitation, rural",measure,"The percentage of the rural population with access to facilities that hygienically separate human excreta from human contact. Improved facilities include flush/pour flush toilets or latrines connected to a sewer, -septic tank, or -pit, ventilated improved pit latrines, pit latrines with a slab or platform of any material which covers the pit entirely, except for the drop hole and composting toilets/latrines. Unimproved facilities include public or shared facilities of an otherwise acceptable type, flush/pour-flush toilets or latrines which discharge directly into an open sewer or ditch, pit latrines without a slab, bucket latrines, hanging toilets or latrines which directly discharge in water bodies or in the open and the practice of open defecation in the bush, field or bodies or water.",https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdFNPMTE3d3FHTHdYaGFMXzJyNDBGd3c,%,,,,"['linear', 'log']"
roads_paved_percent_of_total_roads,Roads paved,measure,"Roads, paved (% of total roads)",https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdDBKd2V5VmxkYlJuUHAtOURzUkZzNEE,% of total roads,,,,"['linear', 'log']"
improved_water_source_overall_access_percent,"Improved water source, overall",measure,"The percentage of the total population who use any of the following types of water supply for drinking: piped water into dwelling, plot or yard; public tap/standpipe; borehole/tube well; protected dug well; protected spring; rainwater collection and bottled water (if a secondary available source is also improved). It does not include unprotected well, unprotected spring, water provided by carts with small tanks/drums, tanker truck-provided water and bottled water (if secondary source is not an improved source) or surface water taken directly from rivers, ponds, streams, lakes, dams, or irrigation channels. ",http://spreadsheets.google.com/pub?key=pyj6tScZqmEd98lRwrU3gIg,%,,,,"['linear', 'log']"
improved_water_source_urban_access_percent,"Improved water source, urban",measure,"The percentage of the urban population who use any of the following types of water supply for drinking: piped water into dwelling, plot or yard; public tap/standpipe; borehole/tube well; protected dug well; protected spring; rainwater collection and bottled water (if a secondary available source is also improved). It does not include unprotected well, unprotected spring, water provided by carts with small tanks/drums, tanker truck-provided water and bottled water (if secondary source is not an improved source) or surface water taken directly from rivers, ponds, streams, lakes, dams, or irrigation channels. ",https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdDlJNzNjcVc5Sm9memNuVHRzY1FsOXc,%,,,,"['linear', 'log']"
improved_water_source_rural_access_percent,"Improved water source, rural",measure,"The percentage of the rural population who use any of the following types of water supply for drinking: piped water into dwelling, plot or yard; public tap/standpipe; borehole/tube well; protected dug well; protected spring; rainwater collection and bottled water (if a secondary available source is also improved). It does not include unprotected well, unprotected spring, water provided by carts with small tanks/drums, tanker truck-provided water and bottled water (if secondary source is not an improved source) or surface water taken directly from rivers, ponds, streams, lakes, dams, or irrigation channels. ",https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdFhhVzhXUEh0U0hlQ3M3TTZIQTFySUE,%,,,,"['linear', 'log']"
population_aged_0_4_years_both_sexes_percent,Population aged 0-4,measure,Number of both sexes aged 0-4 years divided by total population,http://spreadsheets.google.com/pub?key=rsOONWhmGBtzb4j__0MJv7Q,both sexes %,,,,"['linear', 'log']"
population_aged_5_9_years_both_sexes_percent,Population aged 5-9,measure,Number of both sexes aged 5-9 years divided by total population,http://spreadsheets.google.com/pub?key=rC5UskPU6PRVlmN7eXoridw,both sexes %,,,,"['linear', 'log']"
population_aged_10_14_years_both_sexes_percent,Population aged 10-14,measure,Number of both sexes aged 10-14 years divided by total population,http://spreadsheets.google.com/pub?key=rmViJSkPd4xZneV2Q6gzFwQ,both sexes %,,,,"['linear', 'log']"
population_aged_15_19_years_both_sexes_percent,Population aged 15-19,measure,Number of both sexes aged 15-19 years divided by total population,http://spreadsheets.google.com/pub?key=r4VUu4a4AaWqXXoAsFz-z-Q,both sexes %,,,,"['linear', 'log']"
population_aged_20_39_years_both_sexes_percent,Population aged 20-39,measure,Number of both sexes aged 20-39 years divided by total population,http://spreadsheets.google.com/pub?key=rTU20DXn0Bi7bTwW5T6J3gg,both sexes %,,,,"['linear', 'log']"
population_aged_40_59_years_both_sexes_percent,Population aged 40-59,measure,Number of both sexes aged 40-59 years divided by total population,http://spreadsheets.google.com/pub?key=rLwpdKbW2OykBbvVxhYKrhA,both sexes %,,,,"['linear', 'log']"
population_aged_60plus_years_both_sexes_percent,Population aged 60+,measure,Number of both sexes aged above 60 years divided by total population,http://spreadsheets.google.com/pub?key=rH6TEe8f_WNq_8x9pWZ3W0A,both sexes %,,,,"['linear', 'log']"
population_aged_0_4_years_total_number,Population aged 0-4,measure,Total number of people aged 0-4 years,http://spreadsheets.google.com/pub?key=rovrK0Uj9JPN95P9adob0tw,total number,,,,"['linear', 'log']"
population_aged_5_9_years_total_number,Population aged 5-9,measure,Total number of people aged 5-9 years,http://spreadsheets.google.com/pub?key=r83X3yfjC6ENYWoo41yDehg,total number,,,,"['linear', 'log']"
population_aged_10_14_years_total_number,Population aged 10-14,measure,Total number of people aged 10-14 years,http://spreadsheets.google.com/pub?key=r9ztOSMb5WNHUBLwlgJqPSw,total number,,,,"['linear', 'log']"
population_aged_15_19_years_total_number,Population aged 15-19,measure,Total number of people aged 15-19 years,http://spreadsheets.google.com/pub?key=rFmJvuotJYE30q4nWEvpGJA,total number,,,,"['linear', 'log']"
population_aged_20_39_years_total_number,Population aged 20-39,measure,Total number of people aged 20-39 years,http://spreadsheets.google.com/pub?key=rHrin819tHgZudARnpsN0Mg,total number,,,,"['linear', 'log']"
population_aged_40_59_years_total_number,Population aged 40-59,measure,Total number of people aged 40-59 years,http://spreadsheets.google.com/pub?key=ri9SXMNc7TpebHucmAYepGQ,total number,,,,"['linear', 'log']"
population_aged_60plus_years_total_number,Population aged 60+,measure,Total number of people aged above 60 years,http://spreadsheets.google.com/pub?key=rVD6A2uAmeIE0BQNW1KSg3A,total number,,,,"['linear', 'log']"
population_aged_0_4_years_female_percent,"Population aged 0-4, female",measure,Number of women aged 0-4 years divided by total number of women,http://spreadsheets.google.com/pub?key=roLpNPQkooNCFzpTWXQ48Dw,%,,,,"['linear', 'log']"
population_aged_5_9_years_female_percent,"Population aged 5-9, female",measure,Number of women aged 5-9 years divided by total number of women,http://spreadsheets.google.com/pub?key=re3efChATTYAT5bRqoaChXA,%,,,,"['linear', 'log']"
population_aged_10_14_years_female_percent,"Population aged 10-14, female",measure,Number of women aged 10-14 years divided by total number of women,http://spreadsheets.google.com/pub?key=rJwVmwTFzheqVUzYWwSqXlA,%,,,,"['linear', 'log']"
population_aged_15_19_years_female_percent,"Population aged 15-19, female",measure,Number of women aged 15-19 years divided by total number of women,http://spreadsheets.google.com/pub?key=rYEHWlJHaLjHtcsSpRRJeig,%,,,,"['linear', 'log']"
population_aged_20_39_years_female_percent,"Population aged 20-39, female",measure,Number of women aged 20-39 years divided by total number of women,http://spreadsheets.google.com/pub?key=rWpQHQIQdntj6BEK8OIuWYw,%,,,,"['linear', 'log']"
population_aged_40_59_years_female_percent,"Population aged 40-59, female",measure,Number of women aged 40-59 years divided by total number of women,http://spreadsheets.google.com/pub?key=rElErbmOnSM6om03a1uinKQ,%,,,,"['linear', 'log']"
population_aged_60plus_years_female_percent,"Population aged 60+, female",measure,Number of women aged above 60 years divided by total number of women,http://spreadsheets.google.com/pub?key=rjhBvpeRgCxBq0EnQVN6b0w,%,,,,"['linear', 'log']"
population_aged_0_4_years_male_percent,"Population aged 0-4, male",measure,Number of men aged 0-4 years divided by total number of men,http://spreadsheets.google.com/pub?key=rIpDsoI9lVTCh_PRqm66Tcw,%,,,,"['linear', 'log']"
population_aged_5_9_years_male_percent,"Population aged 5-9, male",measure,Number of men aged 5-9 years divided by total number of men,http://spreadsheets.google.com/pub?key=rgyZrNmSfXcPJQxJK7IxnEw,%,,,,"['linear', 'log']"
population_aged_10_14_years_male_percent,"Population aged 10-14, male",measure,Number of men aged 10-14 years divided by total number of men,http://spreadsheets.google.com/pub?key=rmQZ_H88rIhF3315QBZpcIQ,%,,,,"['linear', 'log']"
population_aged_15_19_years_male_percent,"Population aged 15-19, male",measure,Number of men aged 15-19 years divided by total number of men,http://spreadsheets.google.com/pub?key=rYfw4UJZSizLRtgDs73d5jA,%,,,,"['linear', 'log']"
population_aged_20_39_years_male_percent,"Population aged 20-39, male",measure,Number of men aged 20-39 years divided by total number of men,http://spreadsheets.google.com/pub?key=rab1GmqpzJkWd4MF0hieVgA,%,,,,"['linear', 'log']"
population_aged_40_59_years_male_percent,"Population aged 40-59, male",measure,Number of men aged 40-59 years divided by total number of men,http://spreadsheets.google.com/pub?key=rcQkob1yAm-to1scz51flgw,%,,,,"['linear', 'log']"
population_aged_60plus_years_male_percent,"Population aged 60+, male",measure,Number of men aged above 60 years divided by total number of men,http://spreadsheets.google.com/pub?key=rSkhGgUVN74knEhSAhBSSKA,%,,,,"['linear', 'log']"
population_growth_annual_percent,Population growth,measure,Annual de facto population growth rate.,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdFY5Z0QzTzRRbzJ1VXdqdGVyNE0tcFE,annual %,,,,"['linear', 'log']"
crude_birth_rate_births_per_1000_population,Crude birth rate,measure,"The average number of births among 1,000 population during the given year (data after 2010 is based on the medium estimates from UN population division).",http://spreadsheets.google.com/pub?key=tUSeGJOQhafugwUvHvY-wLA,births per 1000 population,,,,"['linear', 'log']"
crude_death_rate_deaths_per_1000_population,Crude death rate,measure,"The average number of deaths among 1,000 population during the given year (data after 2010 is based on the medium estimates from UN population division).",http://spreadsheets.google.com/pub?key=tHyj-2jRvK3CCNJOc5Vm-HQ,deaths per 1000 population,,,,"['linear', 'log']"
teen_fertility_rate_births_per_1000_women_ages_15_19,Teen fertility rate,measure,"The number of births per 1,000 women ages 15-19. ",http://spreadsheets.google.com/pub?key=pyj6tScZqmEdIphYUHxcdLg,births per 1000 women ages 15-19,,,,"['linear', 'log']"
new_births_total_number_estimated,New births,measure,"Total number of estimated new births during the given year, based on the crude birth rate data from UN Population Division and the population data from Gapminder Foundation.",https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdERQeFplM2VWczVrMTFfMXVrQkJpVXc,"total number, estimated",,,,"['log', 'linear']"
sex_ratio_all_age_groups,Sex ratio,measure,"Sex ratio (male divided by female, per 100) among total population of all age groups.",http://spreadsheets.google.com/pub?key=tAQ31_cAELrHqNc2qa13uHw,all age groups,,,,"['linear', 'log']"
sex_ratio_0_14_years,"Sex ratio, age 0-14",measure,"Sex ratio (male divided by female, per 100) among population between 0 and 14 years old.",http://spreadsheets.google.com/pub?key=tfWSVJPJHn3u7e_7MUaCbnw,,,,,"['linear', 'log']"
sex_ratio_15_24_years,"Sex ratio, age 15-24",measure,"Sex ratio (male divided by female, per 100) among population between 15 and 24 years old.",http://spreadsheets.google.com/pub?key=ta-Da73B_Z7lKOZo8o-Ykvw,,,,,"['linear', 'log']"
sex_ratio_15_49_years,"Sex ratio, age 15-49",measure,"Sex ratio (male divided by female, per 100) among population between 15 and 49 years old.",http://spreadsheets.google.com/pub?key=tF_P_4G0g5bR3lYmQT9Tv4w,,,,,"['linear', 'log']"
sex_ratio_above_50_years,"Sex ratio, age 50+",measure,"Sex ratio (male divided by female, per 100) among population above 50 years old.",http://spreadsheets.google.com/pub?key=tQP1KnoWcjjtz3wmq0bnGNA,,,,,"['linear', 'log']"
population_in_urban_agglomerations_m_1_million_percent_of_total,Population in urban agglomerations > 1 million,measure,Population in urban agglomerations > 1 million (% of total population),http://spreadsheets.google.com/pub?key=pyj6tScZqmEdwXv1tqzV4Xg,% of total population,,,,"['linear', 'log']"
urban_population,Urban population,measure,Urban population is the midyear population of areas defined as urban in each country and reported to the United Nations.,http://spreadsheets.google.com/pub?key=pyj6tScZqmEfH89V6UQhpZA,,,,,"['linear', 'log']"
urban_population_percent_of_total,Urban population share,measure,Urban population is the midyear population of areas defined as urban in each country and reported to the United Nations.,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0-LE4StzCsEw,%,,,,"['linear', 'log']"
urban_population_growth_annual_percent,Urban population growth,measure,Urban population is the midyear population of areas defined as urban in each country and reported to the United Nations. ,http://spreadsheets.google.com/pub?key=pyj6tScZqmEcRJEN8MyV3PQ,annual %,,,,"['linear', 'log']"
children_and_elderly_per_100_adults,Children and elderly,measure,"The total dependency ratio is the ratio of the sum of the population aged 0-14 and 65+ to the population aged 15-64, multiplied by 100. ",http://spreadsheets.google.com/pub?key=phAwcNAVuyj2biT80zgTsYQ,per 100 adults,,,,"['linear', 'log']"
median_age_years,Median age,measure,The median age of total population (years).,http://spreadsheets.google.com/pub?key=tH113JLeGr5DhWgtqN2FxWg,years,,,,"['linear', 'log']"
population_density_per_square_km,Population density,measure,Average number of people on each square km of the land in the given country.,http://spreadsheets.google.com/pub?key=tVY51lNaCL9m9xPqf29oFAA,per square km,,,,"['linear', 'log']"
population_total,Population,measure,Total population,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0XOoBL_n5tAQ,people,,,,"['linear', 'log']"
