geo,population_total,time
mys,25330000,2004
mys,25800000,2005
mys,26260000,2006
mys,26730000,2007
mys,27200000,2008
mys,27660000,2009
mys,28120000,2010
mys,28570000,2011
mys,29020000,2012
mys,29470000,2013
mys,29900000,2014
mys,30330000,2015
mdv,42380,1800
mdv,42380,1810
mdv,43040,1820
mdv,44950,1830
mdv,47640,1840
mdv,50500,1850
mdv,52960,1860
mdv,55540,1870
mdv,58230,1880
mdv,61030,1890
mdv,63980,1900
mdv,66940,1910
mdv,65260,1920
mdv,72570,1930
mdv,75110,1940
mdv,73720,1950
mdv,74220,1951
mdv,75190,1952
mdv,76480,1953
mdv,78010,1954
mdv,79700,1955
mdv,81510,1956
mdv,83420,1957
mdv,85440,1958
mdv,87580,1959
mdv,89880,1960
mdv,92330,1961
mdv,94910,1962
mdv,97560,1963
mdv,100200,1964
mdv,102700,1965
mdv,105100,1966
mdv,107500,1967
mdv,109900,1968
mdv,112600,1969
mdv,115700,1970
mdv,119300,1971
mdv,123400,1972
mdv,127700,1973
mdv,132100,1974
mdv,136400,1975
mdv,140600,1976
mdv,144600,1977
mdv,148800,1978
mdv,153300,1979
mdv,158300,1980
mdv,163800,1981
mdv,169900,1982
mdv,176300,1983
mdv,182900,1984
mdv,189600,1985
mdv,196300,1986
mdv,203100,1987
mdv,209800,1988
mdv,216600,1989
mdv,223200,1990
mdv,229700,1991
mdv,236100,1992
mdv,242300,1993
mdv,248300,1994
mdv,254100,1995
mdv,259700,1996
mdv,265100,1997
mdv,270300,1998
mdv,275400,1999
mdv,280400,2000
mdv,285300,2001
mdv,290100,2002
mdv,295000,2003
mdv,299900,2004
mdv,305000,2005
mdv,310200,2006
mdv,315500,2007
mdv,321000,2008
mdv,326700,2009
mdv,332600,2010
mdv,338600,2011
mdv,344800,2012
mdv,351100,2013
mdv,357400,2014
mdv,363700,2015
mli,1403000,1800
mli,1403000,1810
mli,1438000,1820
mli,1541000,1830
mli,1689000,1840
mli,1852000,1850
mli,2035000,1860
mli,2235000,1870
mli,2455000,1880
mli,2695000,1890
mli,2961000,1900
mli,3252000,1910
mli,3570000,1920
mli,3914000,1930
mli,4291000,1940
mli,4708000,1950
mli,4759000,1951
mli,4811000,1952
mli,4865000,1953
mli,4920000,1954
mli,4975000,1955
mli,5032000,1956
mli,5090000,1957
mli,5147000,1958
mli,5205000,1959
mli,5264000,1960
mli,5322000,1961
mli,5381000,1962
mli,5442000,1963
mli,5504000,1964
mli,5568000,1965
mli,5636000,1966
mli,5706000,1967
mli,5781000,1968
mli,5861000,1969
mli,5949000,1970
mli,6045000,1971
mli,6147000,1972
mli,6256000,1973
mli,6368000,1974
mli,6482000,1975
mli,6597000,1976
mli,6713000,1977
mli,6832000,1978
mli,6957000,1979
mli,7090000,1980
mli,7234000,1981
mli,7387000,1982
mli,7542000,1983
mli,7693000,1984
mli,7832000,1985
mli,7957000,1986
mli,8073000,1987
mli,8190000,1988
mli,8323000,1989
mli,8482000,1990
mli,8673000,1991
mli,8891000,1992
mli,9131000,1993
mli,9384000,1994
mli,9641000,1995
mli,9901000,1996
mli,10170000,1997
mli,10440000,1998
mli,10740000,1999
mli,11050000,2000
mli,11380000,2001
mli,11720000,2002
mli,12090000,2003
mli,12470000,2004
mli,12880000,2005
mli,13310000,2006
mli,13760000,2007
mli,14220000,2008
mli,14690000,2009
mli,15170000,2010
mli,15640000,2011
mli,16110000,2012
mli,16590000,2013
mli,17090000,2014
mli,17600000,2015
mlt,134100,1800
mlt,134100,1810
mlt,136400,1820
mlt,143200,1830
mlt,152800,1840
mlt,163100,1850
mlt,174000,1860
mlt,185700,1870
mlt,198200,1880
mlt,211500,1890
mlt,225700,1900
mlt,240900,1910
mlt,257000,1920
mlt,274300,1930
mlt,292700,1940
mlt,312000,1950
mlt,312700,1951
mlt,313200,1952
mlt,313500,1953
mlt,313700,1954
mlt,313900,1955
mlt,314000,1956
mlt,314100,1957
mlt,313900,1958
mlt,313500,1959
mlt,312800,1960
mlt,311700,1961
mlt,310300,1962
mlt,308800,1963
mlt,307400,1964
mlt,306200,1965
mlt,305400,1966
mlt,304800,1967
mlt,304500,1968
mlt,304400,1969
mlt,304400,1970
mlt,304500,1971
mlt,304800,1972
mlt,305400,1973
mlt,306300,1974
mlt,307600,1975
mlt,309300,1976
mlt,311500,1977
mlt,314000,1978
mlt,316800,1979
mlt,319900,1980
mlt,323300,1981
mlt,327000,1982
mlt,330800,1983
mlt,334600,1984
mlt,338300,1985
mlt,342000,1986
mlt,345500,1987
mlt,348900,1988
mlt,352300,1989
mlt,355700,1990
mlt,359100,1991
mlt,362500,1992
mlt,365800,1993
mlt,369100,1994
mlt,372400,1995
mlt,375600,1996
mlt,378800,1997
mlt,381800,1998
mlt,384700,1999
mlt,387200,2000
mlt,389300,2001
mlt,391100,2002
mlt,392900,2003
mlt,394800,2004
mlt,397100,2005
mlt,399900,2006
mlt,403100,2007
mlt,406400,2008
mlt,409500,2009
mlt,412100,2010
mlt,414100,2011
mlt,415600,2012
mlt,416700,2013
mlt,417700,2014
mlt,418700,2015
mhl,5828,1800
mhl,5828,1810
mhl,5924,1820
mhl,6203,1830
mhl,6598,1840
mhl,7018,1850
mhl,7461,1860
mhl,7932,1870
mhl,8430,1880
mhl,8960,1890
mhl,9525,1900
mhl,10120,1910
mhl,10760,1920
mhl,11450,1930
mhl,12180,1940
mhl,13000,1950
mhl,13220,1951
mhl,13440,1952
mhl,13630,1953
mhl,13780,1954
mhl,13900,1955
mhl,13990,1956
mhl,14090,1957
mhl,14210,1958
mhl,14390,1959
mhl,14660,1960
mhl,15050,1961
mhl,15540,1962
mhl,16110,1963
mhl,16700,1964
mhl,17280,1965
mhl,17840,1966
mhl,18390,1967
mhl,18960,1968
mhl,19620,1969
mhl,20400,1970
mhl,21310,1971
mhl,22340,1972
mhl,23440,1973
mhl,24540,1974
mhl,25580,1975
mhl,26550,1976
mhl,27470,1977
mhl,28400,1978
mhl,29420,1979
mhl,30580,1980
mhl,31900,1981
mhl,33330,1982
mhl,34900,1983
mhl,36570,1984
mhl,38330,1985
mhl,40200,1986
mhl,42150,1987
mhl,44060,1988
mhl,45810,1989
mhl,47300,1990
mhl,48480,1991
mhl,49380,1992
mhl,50050,1993
mhl,50580,1994
mhl,51020,1995
mhl,51400,1996
mhl,51700,1997
mhl,51920,1998
mhl,52080,1999
mhl,52160,2000
mhl,52180,2001
mhl,52160,2002
mhl,52120,2003
mhl,52070,2004
mhl,52060,2005
mhl,52080,2006
mhl,52140,2007
mhl,52220,2008
mhl,52320,2009
mhl,52430,2010
mhl,52540,2011
mhl,52660,2012
mhl,52790,2013
mhl,52900,2014
mhl,52990,2015
mtq,84040,1800
mtq,84040,1810
mtq,85730,1820
mtq,90650,1830
mtq,97680,1840
mtq,105300,1850
mtq,113400,1860
mtq,122200,1870
mtq,131600,1880
mtq,141700,1890
mtq,152700,1900
mtq,164500,1910
mtq,177200,1920
mtq,191000,1930
mtq,205800,1940
mtq,222000,1950
mtq,224400,1951
mtq,228300,1952
mtq,233300,1953
mtq,239100,1954
mtq,245700,1955
mtq,252700,1956
mtq,259900,1957
mtq,267200,1958
mtq,274500,1959
mtq,281600,1960
mtq,288500,1961
mtq,295000,1962
mtq,301000,1963
mtq,306400,1964
mtq,311100,1965
mtq,315200,1966
mtq,318500,1967
mtq,321200,1968
mtq,323300,1969
mtq,325000,1970
mtq,326300,1971
mtq,327300,1972
mtq,327900,1973
mtq,328100,1974
mtq,327800,1975
mtq,327200,1976
mtq,326200,1977
mtq,325300,1978
mtq,324900,1979
mtq,325500,1980
mtq,327000,1981
mtq,329400,1982
mtq,332600,1983
mtq,336200,1984
mtq,339900,1985
mtq,343700,1986
mtq,347800,1987
mtq,351700,1988
mtq,355300,1989
mtq,358500,1990
mtq,360900,1991
mtq,362800,1992
mtq,364400,1993
mtq,366300,1994
mtq,368700,1995
mtq,371900,1996
mtq,375700,1997
mtq,379700,1998
mtq,383600,1999
mtq,387000,2000
mtq,390000,2001
mtq,392600,2002
mtq,394700,2003
mtq,396200,2004
mtq,397100,2005
mtq,397200,2006
mtq,396700,2007
mtq,395900,2008
mtq,395100,2009
mtq,394700,2010
mtq,394700,2011
mtq,395100,2012
mtq,395700,2013
mtq,396200,2014
mtq,396400,2015
mrt,382700,1800
mrt,382700,1810
mrt,386900,1820
mrt,399100,1830
mrt,416000,1840
mrt,433700,1850
mrt,452000,1860
mrt,471100,1870
mrt,491000,1880
mrt,511700,1890
mrt,533300,1900
mrt,555900,1910
mrt,579400,1920
mrt,604000,1930
mrt,629700,1940
mrt,660500,1950
mrt,675600,1951
mrt,691800,1952
mrt,709100,1953
mrt,727400,1954
mrt,746800,1955
mrt,767200,1956
mrt,788500,1957
mrt,810800,1958
mrt,834000,1959
mrt,858200,1960
mrt,883200,1961
mrt,909200,1962
mrt,936000,1963
mrt,963700,1964
mrt,992400,1965
mrt,1022000,1966
mrt,1052000,1967
mrt,1084000,1968
mrt,1116000,1969
mrt,1149000,1970
mrt,1183000,1971
mrt,1218000,1972
mrt,1254000,1973
mrt,1291000,1974
mrt,1329000,1975
mrt,1368000,1976
mrt,1408000,1977
mrt,1449000,1978
mrt,1491000,1979
mrt,1534000,1980
mrt,1579000,1981
mrt,1624000,1982
mrt,1671000,1983
mrt,1719000,1984
mrt,1767000,1985
mrt,1816000,1986
mrt,1865000,1987
mrt,1916000,1988
mrt,1969000,1989
mrt,2024000,1990
mrt,2081000,1991
mrt,2140000,1992
mrt,2202000,1993
mrt,2267000,1994
mrt,2334000,1995
mrt,2404000,1996
mrt,2476000,1997
mrt,2551000,1998
mrt,2630000,1999
mrt,2711000,2000
mrt,2797000,2001
mrt,2885000,2002
mrt,2975000,2003
mrt,3065000,2004
mrt,3154000,2005
mrt,3242000,2006
mrt,3328000,2007
mrt,3415000,2008
mrt,3502000,2009
mrt,3591000,2010
mrt,3683000,2011
mrt,3777000,2012
mrt,3873000,2013
mrt,3970000,2014
mrt,4068000,2015
mus,62860,1800
mus,78310,1810
mus,96760,1820
mus,119500,1830
mus,147700,1840
mus,201400,1850
mus,279000,1860
mus,332500,1870
mus,353700,1880
mus,368900,1890
mus,370800,1900
mus,369400,1910
mus,375300,1920
mus,391300,1930
mus,410900,1940
mus,493300,1950
mus,506400,1951
mus,521200,1952
mus,537000,1953
mus,553600,1954
mus,570600,1955
mus,587900,1956
mus,605500,1957
mus,623300,1958
mus,641400,1959
mus,660000,1960
mus,679000,1961
mus,698300,1962
mus,717400,1963
mus,735900,1964
mus,753300,1965
mus,769600,1966
mus,784800,1967
mus,799100,1968
mus,812900,1969
mus,826400,1970
mus,839600,1971
mus,852400,1972
mus,865200,1973
mus,878400,1974
mus,892200,1975
mus,906900,1976
mus,922300,1977
mus,937800,1978
mus,952600,1979
mus,966000,1980
mus,978100,1981
mus,988900,1982
mus,998600,1983
mus,1008000,1984
mus,1016000,1985
mus,1023000,1986
mus,1030000,1987
mus,1037000,1988
mus,1046000,1989
mus,1056000,1990
mus,1068000,1991
mus,1083000,1992
mus,1099000,1993
mus,1114000,1994
mus,1129000,1995
mus,1142000,1996
mus,1154000,1997
mus,1165000,1998
mus,1176000,1999
mus,1185000,2000
mus,1194000,2001
mus,1202000,2002
mus,1209000,2003
mus,1216000,2004
mus,1222000,2005
mus,1228000,2006
mus,1233000,2007
mus,1238000,2008
mus,1243000,2009
mus,1248000,2010
mus,1253000,2011
mus,1258000,2012
mus,1264000,2013
mus,1269000,2014
mus,1273000,2015
myt,8219,1800
myt,8219,1810
myt,8322,1820
myt,8618,1830
myt,9033,1840
myt,9467,1850
myt,9906,1860
myt,10360,1870
myt,10840,1880
myt,11340,1890
myt,11870,1900
myt,12420,1910
myt,13000,1920
myt,13620,1930
myt,14280,1940
myt,15140,1950
myt,15730,1951
myt,16450,1952
myt,17250,1953
myt,18100,1954
myt,18980,1955
myt,19900,1956
myt,20840,1957
myt,21830,1958
myt,22890,1959
myt,24020,1960
myt,25240,1961
myt,26540,1962
myt,27880,1963
myt,29220,1964
myt,30520,1965
myt,31780,1966
myt,33010,1967
myt,34250,1968
myt,35550,1969
myt,36960,1970
myt,38520,1971
myt,40200,1972
myt,41960,1973
myt,43730,1974
myt,45480,1975
myt,47190,1976
myt,48890,1977
myt,50700,1978
myt,52750,1979
myt,55140,1980
myt,57910,1981
myt,61040,1982
myt,64500,1983
myt,68200,1984
myt,72100,1985
myt,76180,1986
myt,80450,1987
myt,84940,1988
myt,89710,1989
myt,94780,1990
myt,100200,1991
myt,105800,1992
myt,111600,1993
myt,117500,1994
myt,123200,1995
myt,128800,1996
myt,134200,1997
myt,139600,1998
myt,144900,1999
myt,150300,2000
myt,155800,2001
myt,161200,2002
myt,166700,2003
myt,172300,2004
myt,178100,2005
myt,184000,2006
myt,190100,2007
myt,196300,2008
myt,202500,2009
myt,208700,2010
myt,214900,2011
myt,221100,2012
myt,227300,2013
myt,233600,2014
myt,240000,2015
mex,6182000,1800
mex,6382000,1810
mex,6621000,1820
mex,6931000,1830
mex,7289000,1840
mex,7754000,1850
mex,8432000,1860
mex,9338000,1870
mex,10470000,1880
mex,11870000,1890
mex,13660000,1900
mex,15120000,1910
mex,15070000,1920
mex,17370000,1930
mex,20700000,1940
mex,28010000,1950
mex,28840000,1951
mex,29710000,1952
mex,30630000,1953
mex,31600000,1954
mex,32610000,1955
mex,33650000,1956
mex,34730000,1957
mex,35840000,1958
mex,36990000,1959
mex,38170000,1960
mex,39390000,1961
mex,40650000,1962
mex,41940000,1963
mex,43260000,1964
mex,44620000,1965
mex,46010000,1966
mex,47430000,1967
mex,48890000,1968
mex,50420000,1969
mex,52030000,1970
mex,53720000,1971
mex,55480000,1972
mex,57280000,1973
mex,59090000,1974
mex,60870000,1975
mex,62620000,1976
mex,64340000,1977
mex,66030000,1978
mex,67690000,1979
mex,69330000,1980
mex,70950000,1981
mex,72550000,1982
mex,74130000,1983
mex,75720000,1984
mex,77320000,1985
mex,78940000,1986
mex,80570000,1987
mex,82220000,1988
mex,83900000,1989
mex,85610000,1990
mex,87350000,1991
mex,89110000,1992
mex,90890000,1993
mex,92660000,1994
mex,94430000,1995
mex,96180000,1996
mex,97930000,1997
mex,99630000,1998
mex,101300000,1999
mex,102800000,2000
mex,104200000,2001
mex,105600000,2002
mex,106900000,2003
mex,108300000,2004
mex,109700000,2005
mex,111400000,2006
mex,113100000,2007
mex,115000000,2008
mex,116800000,2009
mex,118600000,2010
mex,120400000,2011
mex,122100000,2012
mex,123700000,2013
mex,125400000,2014
mex,127000000,2015
fsm,16420,1800
fsm,16420,1810
fsm,16640,1820
fsm,17290,1830
fsm,18200,1840
fsm,19160,1850
fsm,20130,1860
fsm,21150,1870
fsm,22220,1880
fsm,23340,1890
fsm,24520,1900
fsm,25760,1910
fsm,27080,1920
fsm,28510,1930
fsm,30010,1940
fsm,32000,1950
fsm,33400,1951
fsm,34600,1952
fsm,35690,1953
fsm,36770,1954
fsm,37900,1955
fsm,39090,1956
fsm,40370,1957
fsm,41720,1958
fsm,43120,1959
fsm,44540,1960
fsm,45960,1961
fsm,47390,1962
fsm,48880,1963
fsm,50480,1964
fsm,52240,1965
fsm,54200,1966
fsm,56320,1967
fsm,58400,1968
fsm,60170,1969
fsm,61430,1970
fsm,62110,1971
fsm,62300,1972
fsm,62290,1973
fsm,62480,1974
fsm,63150,1975
fsm,64390,1976
fsm,66110,1977
fsm,68220,1978
fsm,70550,1979
fsm,72970,1980
fsm,75460,1981
fsm,78060,1982
fsm,80680,1983
fsm,83240,1984
fsm,85690,1985
fsm,87950,1986
fsm,90020,1987
fsm,92020,1988
fsm,94090,1989
fsm,96330,1990
fsm,98800,1991
fsm,101400,1992
fsm,103900,1993
fsm,106100,1994
fsm,107600,1995
fsm,108300,1996
fsm,108500,1997
fsm,108200,1998
fsm,107800,1999
fsm,107400,2000
fsm,107200,2001
fsm,107000,2002
fsm,106800,2003
fsm,106600,2004
fsm,106200,2005
fsm,105700,2006
fsm,105100,2007
fsm,104500,2008
fsm,104000,2009
fsm,103600,2010
fsm,103500,2011
fsm,103500,2012
fsm,103700,2013
fsm,104000,2014
fsm,104500,2015
mda,712600,1800
mda,712600,1810
mda,730200,1820
mda,782000,1830
mda,857000,1840
mda,939100,1850
mda,1029000,1860
mda,1127000,1870
mda,1234000,1880
mda,1350000,1890
mda,1479000,1900
mda,1620000,1910
mda,1774000,1920
mda,1944000,1930
mda,2131000,1940
mda,2341000,1950
mda,2381000,1951
mda,2432000,1952
mda,2491000,1953
mda,2557000,1954
mda,2627000,1955
mda,2701000,1956
mda,2777000,1957
mda,2853000,1958
mda,2929000,1959
mda,3004000,1960
mda,3076000,1961
mda,3146000,1962
mda,3212000,1963
mda,3275000,1964
mda,3336000,1965
mda,3392000,1966
mda,3445000,1967
mda,3495000,1968
mda,3545000,1969
mda,3595000,1970
mda,3646000,1971
mda,3697000,1972
mda,3748000,1973
mda,3796000,1974
mda,3839000,1975
mda,3877000,1976
mda,3911000,1977
mda,3942000,1978
mda,3975000,1979
mda,4010000,1980
mda,4049000,1981
mda,4090000,1982
mda,4132000,1983
mda,4175000,1984
mda,4215000,1985
mda,4253000,1986
mda,4289000,1987
mda,4321000,1988
mda,4346000,1989
mda,4364000,1990
mda,4374000,1991
mda,4375000,1992
mda,4370000,1993
mda,4357000,1994
mda,4339000,1995
mda,4315000,1996
mda,4285000,1997
mda,4253000,1998
mda,4224000,1999
mda,4201000,2000
mda,4186000,2001
mda,4177000,2002
mda,4172000,2003
mda,4166000,2004
mda,4158000,2005
mda,4145000,2006
mda,4128000,2007
mda,4111000,2008
mda,4096000,2009
mda,4084000,2010
mda,4078000,2011
mda,4075000,2012
mda,4074000,2013
mda,4072000,2014
mda,4069000,2015
mco,7789,1800
mco,7789,1810
mco,7941,1820
mco,8383,1830
mco,9014,1840
mco,9692,1850
mco,10430,1860
mco,11220,1870
mco,12070,1880
mco,12980,1890
mco,13970,1900
mco,15030,1910
mco,16160,1920
mco,17380,1930
mco,18690,1940
mco,20000,1950
mco,19380,1951
mco,19080,1952
mco,19050,1953
mco,19260,1954
mco,19660,1955
mco,20180,1956
mco,20780,1957
mco,21400,1958
mco,21970,1959
mco,22450,1960
mco,22810,1961
mco,23040,1962
mco,23170,1963
mco,23240,1964
mco,23280,1965
mco,23300,1966
mco,23300,1967
mco,23300,1968
mco,23350,1969
mco,23480,1970
mco,23720,1971
mco,24050,1972
mco,24440,1973
mco,24840,1974
mco,25200,1975
mco,25520,1976
mco,25810,1977
mco,26090,1978
mco,26390,1979
mco,26750,1980
mco,27160,1981
mco,27630,1982
mco,28100,1983
mco,28510,1984
mco,28840,1985
mco,29050,1986
mco,29170,1987
mco,29240,1988
mco,29310,1989
mco,29440,1990
mco,29630,1991
mco,29860,1992
mco,30140,1993
mco,30420,1994
mco,30700,1995
mco,30970,1996
mco,31240,1997
mco,31520,1998
mco,31800,1999
mco,32080,2000
mco,32360,2001
mco,32650,2002
mco,32960,2003
mco,33340,2004
mco,33810,2005
mco,34380,2006
mco,35050,2007
mco,35730,2008
mco,36350,2009
mco,36840,2010
mco,37190,2011
mco,37400,2012
mco,37530,2013
mco,37620,2014
mco,37730,2015
mng,619000,1800
mng,619000,1810
mng,621500,1820
mng,628500,1830
mng,638200,1840
mng,648000,1850
mng,657400,1860
mng,667700,1870
mng,679300,1880
mng,691800,1890
mng,704600,1900
mng,717500,1910
mng,731400,1920
mng,746000,1930
mng,760900,1940
mng,780200,1950
mng,793500,1951
mng,807900,1952
mng,823100,1953
mng,838800,1954
mng,855100,1955
mng,872200,1956
mng,890300,1957
mng,909900,1958
mng,931500,1959
mng,955500,1960
mng,982200,1961
mng,1011000,1962
mng,1042000,1963
mng,1075000,1964
mng,1107000,1965
mng,1140000,1966
mng,1173000,1967
mng,1207000,1968
mng,1242000,1969
mng,1279000,1970
mng,1317000,1971
mng,1357000,1972
mng,1397000,1973
mng,1438000,1974
mng,1480000,1975
mng,1521000,1976
mng,1562000,1977
mng,1604000,1978
mng,1646000,1979
mng,1690000,1980
mng,1733000,1981
mng,1778000,1982
mng,1823000,1983
mng,1871000,1984
mng,1922000,1985
mng,1976000,1986
mng,2033000,1987
mng,2090000,1988
mng,2141000,1989
mng,2184000,1990
mng,2218000,1991
mng,2244000,1992
mng,2263000,1993
mng,2280000,1994
mng,2298000,1995
mng,2317000,1996
mng,2336000,1997
mng,2356000,1998
mng,2376000,1999
mng,2397000,2000
mng,2420000,2001
mng,2444000,2002
mng,2469000,2003
mng,2497000,2004
mng,2526000,2005
mng,2558000,2006
mng,2593000,2007
mng,2630000,2008
mng,2670000,2009
mng,2713000,2010
mng,2759000,2011
mng,2808000,2012
mng,2859000,2013
mng,2910000,2014
mng,2959000,2015
mne,126600,1800
mne,126600,1810
mne,129600,1820
mne,138500,1830
mne,151200,1840
mne,165200,1850
mne,180200,1860
mne,196500,1870
mne,214200,1880
mne,233500,1890
mne,254700,1900
mne,277700,1910
mne,303000,1920
mne,331000,1930
mne,361500,1940
mne,394700,1950
mne,400900,1951
mne,410500,1952
mne,421700,1953
mne,433100,1954
mne,443800,1955
mne,453300,1956
mne,461800,1957
mne,469800,1958
mne,478100,1959
mne,487400,1960
mne,498100,1961
mne,509700,1962
mne,520700,1963
mne,529200,1964
mne,533800,1965
mne,533900,1966
mne,530200,1967
mne,524800,1968
mne,520600,1969
mne,519700,1970
mne,522800,1971
mne,529200,1972
mne,537800,1973
mne,546600,1974
mne,554300,1975
mne,560400,1976
mne,565500,1977
mne,570100,1978
mne,575000,1979
mne,580800,1980
mne,587700,1981
mne,595400,1982
mne,603000,1983
mne,609400,1984
mne,614000,1985
mne,616400,1986
mne,616800,1987
mne,616100,1988
mne,615200,1989
mne,615000,1990
mne,615700,1991
mne,617200,1992
mne,618900,1993
mne,620100,1994
mne,620400,1995
mne,619700,1996
mne,618200,1997
mne,616300,1998
mne,614600,1999
mne,613600,2000
mne,613200,2001
mne,613500,2002
mne,614300,2003
mne,615300,2004
mne,616400,2005
mne,617500,2006
mne,618600,2007
mne,619700,2008
mne,620900,2009
mne,622000,2010
mne,623000,2011
mne,623900,2012
mne,624600,2013
mne,625300,2014
mne,625800,2015
msr,5230,1800
msr,5230,1810
msr,5370,1820
msr,5782,1830
msr,6382,1840
msr,6994,1850
msr,7651,1860
msr,8578,1870
msr,9884,1880
msr,11480,1890
msr,11840,1900
msr,11810,1910
msr,11790,1920
msr,12460,1930
msr,13260,1940
msr,13520,1950
msr,14120,1951
msr,14490,1952
msr,14630,1953
msr,14550,1954
msr,14300,1955
msr,13900,1956
msr,13420,1957
msr,12920,1958
msr,12460,1959
msr,12100,1960
msr,11880,1961
msr,11800,1962
msr,11810,1963
msr,11840,1964
msr,11840,1965
msr,11810,1966
msr,11760,1967
msr,11700,1968
msr,11650,1969
msr,11630,1970
msr,11630,1971
msr,11660,1972
msr,11690,1973
msr,11730,1974
msr,11780,1975
msr,11830,1976
msr,11880,1977
msr,11930,1978
msr,11940,1979
msr,11920,1980
msr,11850,1981
msr,11740,1982
msr,11610,1983
msr,11460,1984
msr,11320,1985
msr,11180,1986
msr,11030,1987
msr,10890,1988
msr,10790,1989
msr,10730,1990
msr,10760,1991
msr,10860,1992
msr,10890,1993
msr,10720,1994
msr,10230,1995
msr,9375,1996
msr,8217,1997
msr,6936,1998
msr,5788,1999
msr,4956,2000
msr,4505,2001
msr,4377,2002
msr,4474,2003
msr,4645,2004
msr,4777,2005
msr,4847,2006
msr,4888,2007
msr,4905,2008
msr,4922,2009
msr,4953,2010
msr,4993,2011
msr,5030,2012
msr,5063,2013
msr,5094,2014
msr,5125,2015
mar,2503000,1800
mar,2595000,1810
mar,2713000,1820
mar,2880000,1830
mar,3083000,1840
mar,3299000,1850
mar,3531000,1860
mar,3783000,1870
mar,4055000,1880
mar,4350000,1890
mar,4668000,1900
mar,5008000,1910
mar,5687000,1920
mar,6618000,1930
mar,7700000,1940
mar,8986000,1950
mar,9244000,1951
mar,9530000,1952
mar,9838000,1953
mar,10160000,1954
mar,10500000,1955
mar,10850000,1956
mar,11210000,1957
mar,11580000,1958
mar,11950000,1959
mar,12330000,1960
mar,12710000,1961
mar,13100000,1962
mar,13490000,1963
mar,13870000,1964
mar,14250000,1965
mar,14620000,1966
mar,14980000,1967
mar,15340000,1968
mar,15690000,1969
mar,16040000,1970
mar,16390000,1971
mar,16740000,1972
mar,17100000,1973
mar,17470000,1974
mar,17850000,1975
mar,18260000,1976
mar,18690000,1977
mar,19130000,1978
mar,19600000,1979
mar,20070000,1980
mar,20560000,1981
mar,21070000,1982
mar,21580000,1983
mar,22090000,1984
mar,22600000,1985
mar,23080000,1986
mar,23560000,1987
mar,24030000,1988
mar,24490000,1989
mar,24950000,1990
mar,25410000,1991
mar,25870000,1992
mar,26310000,1993
mar,26750000,1994
mar,27160000,1995
mar,27560000,1996
mar,27930000,1997
mar,28290000,1998
mar,28630000,1999
mar,28950000,2000
mar,29250000,2001
mar,29540000,2002
mar,29810000,2003
mar,30090000,2004
mar,30390000,2005
mar,30690000,2006
mar,31010000,2007
mar,31350000,2008
mar,31710000,2009
mar,32110000,2010
mar,32530000,2011
mar,32980000,2012
mar,33450000,2013
mar,33920000,2014
mar,34380000,2015
moz,1982000,1800
moz,2039000,1810
moz,2130000,1820
moz,2288000,1830
moz,2495000,1840
moz,2720000,1850
moz,2955000,1860
moz,3211000,1870
moz,3488000,1880
moz,3788000,1890
moz,4116000,1900
moz,4471000,1910
moz,4863000,1920
moz,5301000,1930
moz,5780000,1940
moz,6313000,1950
moz,6405000,1951
moz,6503000,1952
moz,6607000,1953
moz,6717000,1954
moz,6832000,1955
moz,6953000,1956
moz,7079000,1957
moz,7211000,1958
moz,7349000,1959
moz,7493000,1960
moz,7643000,1961
moz,7799000,1962
moz,7961000,1963
moz,8129000,1964
moz,8303000,1965
moz,8482000,1966
moz,8669000,1967
moz,8861000,1968
moz,9059000,1969
moz,9262000,1970
moz,9469000,1971
moz,9680000,1972
moz,9901000,1973
moz,10140000,1974
moz,10400000,1975
moz,10690000,1976
moz,11000000,1977
moz,11320000,1978
moz,11640000,1979
moz,11940000,1980
moz,12230000,1981
moz,12510000,1982
moz,12770000,1983
moz,12970000,1984
moz,13100000,1985
moz,13160000,1986
moz,13140000,1987
moz,13120000,1988
moz,13180000,1989
moz,13370000,1990
moz,13720000,1991
moz,14200000,1992
moz,14780000,1993
moz,15360000,1994
moz,15910000,1995
moz,16410000,1996
moz,16870000,1997
moz,17320000,1998
moz,17770000,1999
moz,18260000,2000
moz,18790000,2001
moz,19350000,2002
moz,19930000,2003
moz,20520000,2004
moz,21130000,2005
moz,21740000,2006
moz,22360000,2007
moz,22990000,2008
moz,23650000,2009
moz,24320000,2010
moz,25020000,2011
moz,25730000,2012
moz,26470000,2013
moz,27220000,2014
moz,27980000,2015
mmr,3506000,1800
mmr,3506000,1810
mmr,3542000,1820
mmr,3644000,1830
mmr,3786000,1840
mmr,3933000,1850
mmr,4097000,1860
mmr,4575000,1870
mmr,5735000,1880
mmr,7618000,1890
mmr,10180000,1900
mmr,12100000,1910
mmr,13280000,1920
mmr,14750000,1930
mmr,16870000,1940
mmr,17530000,1950
mmr,17850000,1951
mmr,18180000,1952
mmr,18530000,1953
mmr,18900000,1954
mmr,19280000,1955
mmr,19690000,1956
mmr,20120000,1957
mmr,20560000,1958
mmr,21020000,1959
mmr,21490000,1960
mmr,21960000,1961
mmr,22450000,1962
mmr,22950000,1963
mmr,23470000,1964
mmr,24020000,1965
mmr,24610000,1966
mmr,25220000,1967
mmr,25850000,1968
mmr,26500000,1969
mmr,27170000,1970
mmr,27840000,1971
mmr,28520000,1972
mmr,29210000,1973
mmr,29920000,1974
mmr,30640000,1975
