old_version_of_income_per_person_version_8,geo,time
26200.0,lux,1978
26890.0,lux,1979
27020.0,lux,1980
26830.0,lux,1981
27080.0,lux,1982
27880.0,lux,1983
29610.0,lux,1984
30440.0,lux,1985
33360.0,lux,1986
34520.0,lux,1987
37370.0,lux,1988
40740.0,lux,1989
42470.0,lux,1990
45750.0,lux,1991
45850.0,lux,1992
47060.0,lux,1993
48280.0,lux,1994
48170.0,lux,1995
49010.0,lux,1996
52620.0,lux,1997
55790.0,lux,1998
59350.0,lux,1999
63920.0,lux,2000
63930.0,lux,2001
64420.0,lux,2002
65310.0,lux,2003
67280.0,lux,2004
70010.0,lux,2005
72740.0,lux,2006
76270.0,lux,2007
74990.0,lux,2008
70860.0,lux,2009
607.0,mac,1800
607.0,mac,1820
820.6,mac,1913
2170.0,mac,1950
8453.0,mac,1970
8844.0,mac,1971
9344.0,mac,1972
9940.0,mac,1973
10610.0,mac,1974
11340.0,mac,1975
12110.0,mac,1976
12940.0,mac,1977
13810.0,mac,1978
14510.0,mac,1979
15220.0,mac,1980
15840.0,mac,1981
15860.0,mac,1982
16720.0,mac,1983
17370.0,mac,1984
16720.0,mac,1985
17060.0,mac,1986
18700.0,mac,1987
19350.0,mac,1988
19600.0,mac,1989
20500.0,mac,1990
20690.0,mac,1991
22920.0,mac,1992
23650.0,mac,1993
24250.0,mac,1994
24650.0,mac,1995
24190.0,mac,1996
23790.0,mac,1997
22400.0,mac,1998
21590.0,mac,1999
22510.0,mac,2000
22830.0,mac,2001
24760.0,mac,2002
27840.0,mac,2003
35260.0,mac,2004
37260.0,mac,2005
42520.0,mac,2006
52030.0,mac,2007
57440.0,mac,2008
800.8,mkd,1800
817.6,mkd,1820
788.2,mkd,1870
1109.0,mkd,1890
1187.0,mkd,1900
1391.0,mkd,1910
1391.0,mkd,1913
1357.0,mkd,1920
1370.0,mkd,1921
1391.0,mkd,1922
1442.0,mkd,1923
1524.0,mkd,1924
1576.0,mkd,1925
1662.0,mkd,1926
1612.0,mkd,1927
1729.0,mkd,1928
1795.0,mkd,1929
1735.0,mkd,1930
1659.0,mkd,1931
1484.0,mkd,1932
1509.0,mkd,1933
1544.0,mkd,1934
1500.0,mkd,1935
1671.0,mkd,1936
1676.0,mkd,1937
1785.0,mkd,1938
1858.0,mkd,1939
1731.0,mkd,1947
2038.0,mkd,1948
2209.0,mkd,1949
2041.0,mkd,1950
2094.0,mkd,1951
1906.0,mkd,1952
2162.0,mkd,1953
2253.0,mkd,1954
2365.0,mkd,1955
2292.0,mkd,1956
2651.0,mkd,1957
2737.0,mkd,1958
3045.0,mkd,1959
3207.0,mkd,1960
3318.0,mkd,1961
3347.0,mkd,1962
3660.0,mkd,1963
3973.0,mkd,1964
4041.0,mkd,1965
4218.0,mkd,1966
4253.0,mkd,1967
4306.0,mkd,1968
4750.0,mkd,1969
4941.0,mkd,1970
5462.0,mkd,1971
5599.0,mkd,1972
5738.0,mkd,1973
6421.0,mkd,1974
6364.0,mkd,1975
6499.0,mkd,1976
6908.0,mkd,1977
7226.0,mkd,1978
7657.0,mkd,1979
7979.0,mkd,1980
8072.0,mkd,1981
8079.0,mkd,1982
8103.0,mkd,1983
8262.0,mkd,1984
8286.0,mkd,1985
8582.0,mkd,1986
8446.0,mkd,1987
8290.0,mkd,1988
8150.0,mkd,1989
7527.0,mkd,1990
7498.0,mkd,1991
6964.0,mkd,1992
6410.0,mkd,1993
6267.0,mkd,1994
6167.0,mkd,1995
6208.0,mkd,1996
6266.0,mkd,1997
6447.0,mkd,1998
6698.0,mkd,1999
6976.0,mkd,2000
6637.0,mkd,2001
6676.0,mkd,2002
6848.0,mkd,2003
7113.0,mkd,2004
7393.0,mkd,2005
7659.0,mkd,2006
8086.0,mkd,2007
8449.0,mkd,2008
8365.0,mkd,2009
434.1,mdg,1800
434.1,mdg,1820
670.8,mdg,1913
1384.0,mdg,1950
1414.0,mdg,1951
1443.0,mdg,1952
1472.0,mdg,1953
1501.0,mdg,1954
1531.0,mdg,1955
1560.0,mdg,1956
1589.0,mdg,1957
1619.0,mdg,1958
1647.0,mdg,1959
1638.0,mdg,1960
1639.0,mdg,1961
1643.0,mdg,1962
1595.0,mdg,1963
1624.0,mdg,1964
1583.0,mdg,1965
1582.0,mdg,1966
1634.0,mdg,1967
1708.0,mdg,1968
1734.0,mdg,1969
1784.0,mdg,1970
1813.0,mdg,1971
1749.0,mdg,1972
1664.0,mdg,1973
1658.0,mdg,1974
1639.0,mdg,1975
1547.0,mdg,1976
1544.0,mdg,1977
1465.0,mdg,1978
1566.0,mdg,1979
1536.0,mdg,1980
1365.0,mdg,1981
1303.0,mdg,1982
1277.0,mdg,1983
1196.0,mdg,1984
1189.0,mdg,1985
1163.0,mdg,1986
1155.0,mdg,1987
1140.0,mdg,1988
1153.0,mdg,1989
1163.0,mdg,1990
1059.0,mdg,1991
1041.0,mdg,1992
1032.0,mdg,1993
1002.0,mdg,1994
989.1,mdg,1995
980.1,mdg,1996
986.3,mdg,1997
994.3,mdg,1998
1010.0,mdg,1999
1027.0,mdg,2000
1056.0,mdg,2001
894.6,mdg,2002
953.1,mdg,2003
973.6,mdg,2004
988.0,mdg,2005
1010.0,mdg,2006
1044.0,mdg,2007
1088.0,mdg,2008
1007.0,mdg,2009
341.3,mwi,1800
341.3,mwi,1820
349.3,mwi,1913
352.5,mwi,1950
360.9,mwi,1951
369.2,mwi,1952
377.5,mwi,1953
385.8,mwi,1954
384.8,mwi,1955
408.5,mwi,1956
416.4,mwi,1957
422.2,mwi,1958
427.4,mwi,1959
428.7,mwi,1960
439.6,mwi,1961
427.9,mwi,1962
409.5,mwi,1963
390.2,mwi,1964
431.9,mwi,1965
463.4,mwi,1966
495.5,mwi,1967
476.6,mwi,1968
493.7,mwi,1969
488.7,mwi,1970
544.8,mwi,1971
584.6,mwi,1972
616.3,mwi,1973
638.8,mwi,1974
643.6,mwi,1975
649.7,mwi,1976
663.2,mwi,1977
703.6,mwi,1978
715.8,mwi,1979
700.1,mwi,1980
645.6,mwi,1981
632.8,mwi,1982
640.2,mwi,1983
649.0,mwi,1984
678.9,mwi,1985
656.8,mwi,1986
635.5,mwi,1987
610.9,mwi,1988
605.5,mwi,1989
602.7,mwi,1990
630.1,mwi,1991
563.2,mwi,1992
607.6,mwi,1993
555.4,mwi,1994
653.3,mwi,1995
685.1,mwi,1996
692.3,mwi,1997
696.5,mwi,1998
705.9,mwi,1999
713.8,mwi,2000
667.8,mwi,2001
665.4,mwi,2002
674.9,mwi,2003
691.8,mwi,2004
691.0,mwi,2005
769.2,mwi,2006
763.3,mwi,2007
818.4,mwi,2008
866.4,mwi,2009
750.1,mys,1800
750.1,mys,1820
824.4,mys,1870
996.5,mys,1911
1023.0,mys,1912
1120.0,mys,1913
1145.0,mys,1914
1167.0,mys,1915
1239.0,mys,1916
1286.0,mys,1917
1206.0,mys,1918
1440.0,mys,1919
1382.0,mys,1920
1338.0,mys,1921
1433.0,mys,1922
1381.0,mys,1923
1319.0,mys,1924
1495.0,mys,1925
1638.0,mys,1926
1557.0,mys,1927
1729.0,mys,1928
2094.0,mys,1929
2036.0,mys,1930
1927.0,mys,1931
1738.0,mys,1932
1792.0,mys,1933
1916.0,mys,1934
1698.0,mys,1935
1839.0,mys,1936
1628.0,mys,1937
1694.0,mys,1938
2003.0,mys,1939
1590.0,mys,1940
1541.0,mys,1941
2082.0,mys,1942
1330.0,mys,1947
1475.0,mys,1948
1905.0,mys,1949
1940.0,mys,1950
1792.0,mys,1951
1831.0,mys,1952
1792.0,mys,1953
1855.0,mys,1954
1817.0,mys,1955
1873.0,mys,1956
1810.0,mys,1957
1758.0,mys,1958
1826.0,mys,1959
1904.0,mys,1960
1981.0,mys,1961
2037.0,mys,1962
2077.0,mys,1963
2150.0,mys,1964
2245.0,mys,1965
2298.0,mys,1966
2278.0,mys,1967
2417.0,mys,1968
2496.0,mys,1969
2587.0,mys,1970
2713.0,mys,1971
2849.0,mys,1972
3186.0,mys,1973
3345.0,mys,1974
3296.0,mys,1975
3622.0,mys,1976
3828.0,mys,1977
4070.0,mys,1978
4301.0,mys,1979
4551.0,mys,1980
4758.0,mys,1981
4920.0,mys,1982
5097.0,mys,1983
5360.0,mys,1984
5173.0,mys,1985
5108.0,mys,1986
5250.0,mys,1987
5578.0,mys,1988
5961.0,mys,1989
6386.0,mys,1990
6838.0,mys,1991
7278.0,mys,1992
7815.0,mys,1993
8343.0,mys,1994
8962.0,mys,1995
9645.0,mys,1996
10130.0,mys,1997
9192.0,mys,1998
9554.0,mys,1999
10160.0,mys,2000
9995.0,mys,2001
10210.0,mys,2002
10600.0,mys,2003
11120.0,mys,2004
11470.0,mys,2005
11930.0,mys,2006
12460.0,mys,2007
12820.0,mys,2008
12390.0,mys,2009
472.1,mdv,1800
472.1,mdv,1820
457.0,mdv,1950
699.7,mdv,1970
719.2,mdv,1971
719.3,mdv,1972
713.1,mdv,1973
735.0,mdv,1974
658.8,mdv,1975
645.2,mdv,1976
698.0,mdv,1977
778.2,mdv,1978
836.7,mdv,1979
963.7,mdv,1980
1046.0,mdv,1981
985.5,mdv,1982
1112.0,mdv,1983
1370.0,mdv,1984
1500.0,mdv,1985
1589.0,mdv,1986
1674.0,mdv,1987
1762.0,mdv,1988
1864.0,mdv,1989
2100.0,mdv,1990
2193.0,mdv,1991
2262.0,mdv,1992
2334.0,mdv,1993
2424.0,mdv,1994
2534.0,mdv,1995
2696.0,mdv,1996
2946.0,mdv,1997
3159.0,mdv,1998
3345.0,mdv,1999
3434.0,mdv,2000
3488.0,mdv,2001
3644.0,mdv,2002
3920.0,mdv,2003
4297.0,mdv,2004
4017.0,mdv,2005
4599.0,mdv,2006
4932.0,mdv,2007
5240.0,mdv,2008
5082.0,mdv,2009
427.4,mli,1800
427.4,mli,1820
434.9,mli,1913
438.0,mli,1950
445.2,mli,1951
452.3,mli,1952
459.9,mli,1953
466.9,mli,1954
474.7,mli,1955
482.4,mli,1956
490.4,mli,1957
498.2,mli,1958
506.6,mli,1959
510.6,mli,1960
503.6,mli,1961
496.2,mli,1962
518.8,mli,1963
532.2,mli,1964
528.5,mli,1965
539.2,mli,1966
545.0,mli,1967
553.2,mli,1968
538.5,mli,1969
559.1,mli,1970
565.6,mli,1971
581.4,mli,1972
554.3,mli,1973
528.3,mli,1974
587.6,mli,1975
651.7,mli,1976
686.4,mli,1977
659.2,mli,1978
806.2,mli,1979
700.9,mli,1980
666.5,mli,1981
618.0,mli,1982
634.5,mli,1983
651.3,mli,1984
654.5,mli,1985
683.8,mli,1986
684.2,mli,1987
670.5,mli,1988
724.8,mli,1989
716.2,mli,1990
695.7,mli,1991
739.0,mli,1992
706.6,mli,1993
709.9,mli,1994
743.2,mli,1995
757.8,mli,1996
790.3,mli,1997
809.9,mli,1998
844.1,mli,1999
854.7,mli,2000
935.1,mli,2001
951.4,mli,2002
994.7,mli,2003
993.1,mli,2004
1027.0,mli,2005
1065.0,mli,2006
1085.0,mli,2007
1113.0,mli,2008
1136.0,mli,2009
515.5,mlt,1800
532.9,mlt,1820
1526.0,mlt,1950
2301.0,mlt,1960
2326.0,mlt,1961
2251.0,mlt,1962
2255.0,mlt,1963
2302.0,mlt,1964
2452.0,mlt,1965
2704.0,mlt,1966
2879.0,mlt,1967
3159.0,mlt,1968
3350.0,mlt,1969
3765.0,mlt,1970
3886.0,mlt,1971
4129.0,mlt,1972
4531.0,mlt,1973
4953.0,mlt,1974
5854.0,mlt,1975
6726.0,mlt,1976
7349.0,mlt,1977
7940.0,mlt,1978
8587.0,mlt,1979
9104.0,mlt,1980
9402.0,mlt,1981
9683.0,mlt,1982
9752.0,mlt,1983
10020.0,mlt,1984
10480.0,mlt,1985
10770.0,mlt,1986
11110.0,mlt,1987
11940.0,mlt,1988
12810.0,mlt,1989
13490.0,mlt,1990
14220.0,mlt,1991
14750.0,mlt,1992
15260.0,mlt,1993
15980.0,mlt,1994
16780.0,mlt,1995
17360.0,mlt,1996
18050.0,mlt,1997
18580.0,mlt,1998
19170.0,mlt,1999
20280.0,mlt,2000
19800.0,mlt,2001
20160.0,mlt,2002
19970.0,mlt,2003
19870.0,mlt,2004
20410.0,mlt,2005
21000.0,mlt,2006
21670.0,mlt,2007
21930.0,mlt,2008
21330.0,mlt,2009
539.6,mhl,1800
539.6,mhl,1820
729.4,mhl,1913
5922.0,mhl,1973
6525.0,mhl,1974
6263.0,mhl,1975
6055.0,mhl,1976
5995.0,mhl,1977
6125.0,mhl,1978
6040.0,mhl,1979
5391.0,mhl,1980
5502.0,mhl,1981
5425.0,mhl,1982
6028.0,mhl,1983
5908.0,mhl,1984
5489.0,mhl,1985
6409.0,mhl,1986
6918.0,mhl,1987
7242.0,mhl,1988
7024.0,mhl,1989
7462.0,mhl,1990
7617.0,mhl,1991
7590.0,mhl,1992
7385.0,mhl,1993
7187.0,mhl,1994
7112.0,mhl,1995
6203.0,mhl,1996
5873.0,mhl,1997
5649.0,mhl,1998
5462.0,mhl,1999
5698.0,mhl,2000
5788.0,mhl,2001
5920.0,mhl,2002
6017.0,mhl,2003
6228.0,mhl,2004
6206.0,mhl,2005
6152.0,mhl,2006
6220.0,mhl,2007
6168.0,mhl,2008
944.0,mtq,1800
944.0,mtq,1820
1742.0,mtq,1913
3010.0,mtq,1950
10530.0,mtq,1973
11070.0,mtq,1990
13040.0,mtq,2001
13560.0,mtq,2002
13250.0,mtq,2003
13930.0,mtq,2004
14630.0,mtq,2005
374.4,mrt,1800
374.4,mrt,1820
578.4,mrt,1913
702.9,mrt,1950
723.1,mrt,1951
743.1,mrt,1952
763.0,mrt,1953
783.4,mrt,1954
804.2,mrt,1955
825.3,mrt,1956
846.1,mrt,1957
866.5,mrt,1958
887.9,mrt,1959
946.4,mrt,1960
1094.0,mrt,1961
1056.0,mrt,1962
978.0,mrt,1963
1253.0,mrt,1964
1407.0,mrt,1965
1394.0,mrt,1966
1421.0,mrt,1967
1524.0,mrt,1968
1477.0,mrt,1969
1604.0,mrt,1970
1593.0,mrt,1971
1587.0,mrt,1972
1463.0,mrt,1973
1585.0,mrt,1974
1458.0,mrt,1975
1546.0,mrt,1976
1497.0,mrt,1977
1462.0,mrt,1978
1499.0,mrt,1979
1525.0,mrt,1980
1548.0,mrt,1981
1481.0,mrt,1982
1517.0,mrt,1983
1373.0,mrt,1984
1376.0,mrt,1985
1416.0,mrt,1986
1422.0,mrt,1987
1435.0,mrt,1988
1449.0,mrt,1989
1393.0,mrt,1990
1390.0,mrt,1991
1361.0,mrt,1992
1380.0,mrt,1993
1397.0,mrt,1994
1422.0,mrt,1995
1471.0,mrt,1996
1483.0,mrt,1997
1495.0,mrt,1998
1511.0,mrt,1999
1541.0,mrt,2000
1562.0,mrt,2001
1579.0,mrt,2002
1619.0,mrt,2003
1655.0,mrt,2004
1691.0,mrt,2005
1840.0,mrt,2006
1816.0,mrt,2007
1838.0,mrt,2008
1776.0,mrt,2009
799.6,mus,1800
799.6,mus,1820
1235.0,mus,1913
1938.0,mus,1950
1977.0,mus,1951
1968.0,mus,1952
1969.0,mus,1953
2013.0,mus,1954
2013.0,mus,1955
2019.0,mus,1956
2034.0,mus,1957
2031.0,mus,1958
2090.0,mus,1959
2161.0,mus,1960
2583.0,mus,1961
2529.0,mus,1962
2825.0,mus,1963
2555.0,mus,1964
2570.0,mus,1965
2419.0,mus,1966
2475.0,mus,1967
2263.0,mus,1968
2339.0,mus,1969
2292.0,mus,1970
2372.0,mus,1971
2575.0,mus,1972
2864.0,mus,1973
3129.0,mus,1974
3089.0,mus,1975
3542.0,mus,1976
3711.0,mus,1977
3785.0,mus,1978
3847.0,mus,1979
3399.0,mus,1980
3542.0,mus,1981
3688.0,mus,1982
3665.0,mus,1983
3800.0,mus,1984
4026.0,mus,1985
4386.0,mus,1986
4784.0,mus,1987
5062.0,mus,1988
5234.0,mus,1989
5548.0,mus,1990
5842.0,mus,1991
6058.0,mus,1992
6398.0,mus,1993
6617.0,mus,1994
6784.0,mus,1995
7069.0,mus,1996
7426.0,mus,1997
7804.0,mus,1998
8150.0,mus,1999
8291.0,mus,2000
8802.0,mus,2001
9022.0,mus,2002
9565.0,mus,2003
9932.0,mus,2004
10160.0,mus,2005
10470.0,mus,2006
10970.0,mus,2007
11330.0,mus,2008
11410.0,mus,2009
9618.0,myt,2005
1054.0,mex,1800
1106.0,mex,1820
981.8,mex,1870
1473.0,mex,1890
1649.0,mex,1895
1675.0,mex,1896
1763.0,mex,1897
1838.0,mex,1898
1722.0,mex,1899
1709.0,mex,1900
1838.0,mex,1901
1687.0,mex,1902
1857.0,mex,1903
1870.0,mex,1904
2044.0,mex,1905
1998.0,mex,1906
2094.0,mex,1907
2068.0,mex,1908
2106.0,mex,1909
2102.0,mex,1910
2018.0,mex,1911
2001.0,mex,1912
1880.0,mex,1913
1884.0,mex,1914
1856.0,mex,1915
1999.0,mex,1916
2085.0,mex,1917
2166.0,mex,1918
2252.0,mex,1919
2395.0,mex,1920
2387.0,mex,1921
2404.0,mex,1922
2448.0,mex,1923
2369.0,mex,1924
2478.0,mex,1925
2586.0,mex,1926
2431.0,mex,1927
2407.0,mex,1928
2275.0,mex,1929
2096.0,mex,1930
2129.0,mex,1931
1774.0,mex,1932
1944.0,mex,1933
2042.0,mex,1934
2158.0,mex,1935
2293.0,mex,1936
2329.0,mex,1937
2326.0,mex,1938
2411.0,mex,1939
2403.0,mex,1940
2571.0,mex,1941
2644.0,mex,1942
2669.0,mex,1943
2814.0,mex,1944
2824.0,mex,1945
2932.0,mex,1946
2952.0,mex,1947
2993.0,mex,1948
3074.0,mex,1949
3294.0,mex,1950
3447.0,mex,1951
3478.0,mex,1952
3381.0,mex,1953
3615.0,mex,1954
3811.0,mex,1955
3954.0,mex,1956
4132.0,mex,1957
4224.0,mex,1958
4220.0,mex,1959
4433.0,mex,1960
4512.0,mex,1961
4582.0,mex,1962
4804.0,mex,1963
5214.0,mex,1964
5385.0,mex,1965
5585.0,mex,1966
5755.0,mex,1967
6037.0,mex,1968
6222.0,mex,1969
6451.0,mex,1970
6487.0,mex,1971
6809.0,mex,1972
7130.0,mex,1973
7322.0,mex,1974
7519.0,mex,1975
7631.0,mex,1976
7675.0,mex,1977
8157.0,mex,1978
8735.0,mex,1979
9320.0,mex,1980
9890.0,mex,1981
9611.0,mex,1982
9063.0,mex,1983
9177.0,mex,1984
9185.0,mex,1985
8713.0,mex,1986
8688.0,mex,1987
8628.0,mex,1988
8815.0,mex,1989
9103.0,mex,1990
9316.0,mex,1991
9472.0,mex,1992
9482.0,mex,1993
9734.0,mex,1994
8955.0,mex,1995
9275.0,mex,1996
9767.0,mex,1997
10110.0,mex,1998
10360.0,mex,1999
10890.0,mex,2000
10760.0,mex,2001
10740.0,mex,2002
10780.0,mex,2003
11120.0,mex,2004
11320.0,mex,2005
11770.0,mex,2006
12060.0,mex,2007
12140.0,mex,2008
11250.0,mex,2009
553.1,fsm,1800
553.1,fsm,1820
747.7,fsm,1913
3428.0,fsm,1970
3470.0,fsm,1971
3495.0,fsm,1972
4683.0,fsm,1973
5384.0,fsm,1974
5331.0,fsm,1975
5247.0,fsm,1976
5235.0,fsm,1977
5359.0,fsm,1978
5291.0,fsm,1979
4748.0,fsm,1980
5037.0,fsm,1981
4746.0,fsm,1982
4693.0,fsm,1983
4373.0,fsm,1984
4958.0,fsm,1985
5221.0,fsm,1986
5205.0,fsm,1987
5399.0,fsm,1988
5316.0,fsm,1989
5409.0,fsm,1990
5603.0,fsm,1991
5660.0,fsm,1992
5899.0,fsm,1993
5898.0,fsm,1994
5919.0,fsm,1995
5583.0,fsm,1996
5238.0,fsm,1997
5217.0,fsm,1998
5053.0,fsm,1999
5530.0,fsm,2000
5543.0,fsm,2001
5565.0,fsm,2002
5534.0,fsm,2003
5459.0,fsm,2004
5508.0,fsm,2005
5399.0,fsm,2006
5189.0,fsm,2007
4995.0,fsm,2008
617.1,mda,1800
630.1,mda,1820
1405.0,mda,1913
2752.0,mda,1950
4268.0,mda,1973
4904.0,mda,1990
4018.0,mda,1991
2840.0,mda,1992
2799.0,mda,1993
1932.0,mda,1994
1907.0,mda,1995
1798.0,mda,1996
1830.0,mda,1997
1714.0,mda,1998
1657.0,mda,1999
1692.0,mda,2000
1795.0,mda,2001
1934.0,mda,2002
2053.0,mda,2003
2202.0,mda,2004
2362.0,mda,2005
2482.0,mda,2006
2563.0,mda,2007
2769.0,mda,2008
2593.0,mda,2009
1260.0,mco,1800
1303.0,mco,1820
3856.0,mco,1913
19520.0,mco,1970
20380.0,mco,1971
21150.0,mco,1972
22370.0,mco,1973
23200.0,mco,1974
22830.0,mco,1975
23720.0,mco,1976
24450.0,mco,1977
25310.0,mco,1978
26100.0,mco,1979
26420.0,mco,1980
26530.0,mco,1981
27040.0,mco,1982
27210.0,mco,1983
27450.0,mco,1984
27770.0,mco,1985
28290.0,mco,1986
28830.0,mco,1987
29990.0,mco,1988
31070.0,mco,1989
31720.0,mco,1990
31860.0,mco,1991
32110.0,mco,1992
31640.0,mco,1993
32170.0,mco,1994
32700.0,mco,1995
32940.0,mco,1996
33570.0,mco,1997
34630.0,mco,1998
35650.0,mco,1999
36880.0,mco,2000
37360.0,mco,2001
37510.0,mco,2002
37670.0,mco,2003
38350.0,mco,2004
38760.0,mco,2005
40620.0,mco,2006
46420.0,mco,2007
50910.0,mco,2008
606.9,mng,1800
606.9,mng,1820
741.1,mng,1950
761.6,mng,1951
786.6,mng,1952
809.5,mng,1953
834.5,mng,1954
859.1,mng,1955
884.6,mng,1956
912.7,mng,1957
939.2,mng,1958
967.8,mng,1959
996.7,mng,1960
1026.0,mng,1961
1056.0,mng,1962
1089.0,mng,1963
1122.0,mng,1964
1155.0,mng,1965
1189.0,mng,1966
1226.0,mng,1967
1263.0,mng,1968
1300.0,mng,1969
1340.0,mng,1970
1381.0,mng,1971
1422.0,mng,1972
1464.0,mng,1973
1508.0,mng,1974
1553.0,mng,1975
1598.0,mng,1976
1648.0,mng,1977
1697.0,mng,1978
1748.0,mng,1979
1800.0,mng,1980
1897.0,mng,1981
2001.0,mng,1982
2059.0,mng,1983
2122.0,mng,1984
2182.0,mng,1985
2322.0,mng,1986
2338.0,mng,1987
2391.0,mng,1988
2389.0,mng,1989
2269.0,mng,1990
2012.0,mng,1991
1785.0,mng,1992
1706.0,mng,1993
1724.0,mng,1994
1814.0,mng,1995
1841.0,mng,1996
1902.0,mng,1997
1958.0,mng,1998
2009.0,mng,1999
2018.0,mng,2000
2062.0,mng,2001
2141.0,mng,2002
2270.0,mng,2003
2487.0,mng,2004
2643.0,mng,2005
2835.0,mng,2006
3081.0,mng,2007
3307.0,mng,2008
3205.0,mng,2009
1112.0,mne,1800
1136.0,mne,1820
1095.0,mne,1870
1541.0,mne,1890
1649.0,mne,1900
1932.0,mne,1910
1932.0,mne,1913
1885.0,mne,1920
1904.0,mne,1921
1932.0,mne,1922
2003.0,mne,1923
2117.0,mne,1924
2190.0,mne,1925
2309.0,mne,1926
2240.0,mne,1927
2402.0,mne,1928
2494.0,mne,1929
2410.0,mne,1930
2305.0,mne,1931
2061.0,mne,1932
2096.0,mne,1933
2145.0,mne,1934
2083.0,mne,1935
2322.0,mne,1936
2328.0,mne,1937
2480.0,mne,1938
2581.0,mne,1939
2405.0,mne,1947
2831.0,mne,1948
3068.0,mne,1949
2835.0,mne,1950
2909.0,mne,1951
2648.0,mne,1952
3003.0,mne,1953
3129.0,mne,1954
3285.0,mne,1955
3184.0,mne,1956
3682.0,mne,1957
3802.0,mne,1958
4229.0,mne,1959
4455.0,mne,1960
4609.0,mne,1961
4650.0,mne,1962
5084.0,mne,1963
5519.0,mne,1964
5613.0,mne,1965
5859.0,mne,1966
5908.0,mne,1967
5982.0,mne,1968
6599.0,mne,1969
6863.0,mne,1970
7588.0,mne,1971
7778.0,mne,1972
7971.0,mne,1973
8919.0,mne,1974
8841.0,mne,1975
9029.0,mne,1976
9596.0,mne,1977
10040.0,mne,1978
10640.0,mne,1979
11080.0,mne,1980
11210.0,mne,1981
11220.0,mne,1982
11260.0,mne,1983
11480.0,mne,1984
11510.0,mne,1985
11920.0,mne,1986
11730.0,mne,1987
11520.0,mne,1988
11320.0,mne,1989
10460.0,mne,1990
9246.0,mne,1991
7003.0,mne,1992
4393.0,mne,1993
4398.0,mne,1994
4947.0,mne,1995
6194.0,mne,1996
6466.0,mne,1997
6637.0,mne,1998
6013.0,mne,1999
6186.0,mne,2000
6312.0,mne,2001
6557.0,mne,2002
6892.0,mne,2003
7375.0,mne,2004
7833.0,mne,2005
10320.0,mne,2006
11430.0,mne,2007
12260.0,mne,2008
620.5,msr,1800
620.5,msr,1820
1145.0,msr,1913
5849.0,msr,1970
5985.0,msr,1971
6076.0,msr,1972
6207.0,msr,1973
6429.0,msr,1974
6722.0,msr,1975
6607.0,msr,1976
6492.0,msr,1977
6872.0,msr,1978
7670.0,msr,1979
8470.0,msr,1980
8775.0,msr,1981
9223.0,msr,1982
9067.0,msr,1983
9337.0,msr,1984
10020.0,msr,1985
10440.0,msr,1986
11010.0,msr,1987
12250.0,msr,1988
13320.0,msr,1989
15310.0,msr,1990
12070.0,msr,1991
12280.0,msr,1992
12540.0,msr,1993
12860.0,msr,1994
12440.0,msr,1995
10710.0,msr,1996
9816.0,msr,1997
10510.0,msr,1998
11450.0,msr,1999
12740.0,msr,2000
12700.0,msr,2001
13380.0,msr,2002
12180.0,msr,2003
12130.0,msr,2004
11580.0,msr,2005
10620.0,msr,2006
10770.0,msr,2007
11970.0,msr,2008
497.6,mar,1700
497.2,mar,1800
497.2,mar,1820
651.1,mar,1870
821.4,mar,1913
1683.0,mar,1950
1686.0,mar,1951
1688.0,mar,1952
1698.0,mar,1953
1707.0,mar,1954
1715.0,mar,1955
1678.0,mar,1956
1642.0,mar,1957
1606.0,mar,1958
1571.0,mar,1959
1537.0,mar,1960
1551.0,mar,1961
1566.0,mar,1962
1581.0,mar,1963
1597.0,mar,1964
1612.0,mar,1965
1661.0,mar,1966
1711.0,mar,1967
1763.0,mar,1968
1815.0,mar,1969
1869.0,mar,1970
1925.0,mar,1971
1930.0,mar,1972
1959.0,mar,1973
2025.0,mar,1974
2117.0,mar,1975
2304.0,mar,1976
2371.0,mar,1977
2393.0,mar,1978
2454.0,mar,1979
2628.0,mar,1980
2509.0,mar,1981
2703.0,mar,1982
2617.0,mar,1983
2655.0,mar,1984
2749.0,mar,1985
2890.0,mar,1986
2755.0,mar,1987
2964.0,mar,1988
2960.0,mar,1989
3002.0,mar,1990
3138.0,mar,1991
2948.0,mar,1992
2857.0,mar,1993
3090.0,mar,1994
2829.0,mar,1995
3112.0,mar,1996
2982.0,mar,1997
3157.0,mar,1998
3097.0,mar,1999
3073.0,mar,2000
3211.0,mar,2001
3258.0,mar,2002
3400.0,mar,2003
3519.0,mar,2004
3547.0,mar,2005
3775.0,mar,2006
3833.0,mar,2007
3991.0,mar,2008
4163.0,mar,2009
332.2,moz,1800
332.2,moz,1820
413.3,moz,1913
450.8,moz,1950
459.5,moz,1951
468.5,moz,1952
476.9,moz,1953
479.9,moz,1954
500.6,moz,1955
494.0,moz,1956
495.6,moz,1957
509.2,moz,1958
526.1,moz,1959
527.9,moz,1960
531.9,moz,1961
556.7,moz,1962
525.5,moz,1963
536.6,moz,1964
537.3,moz,1965
542.5,moz,1966
566.7,moz,1967
615.9,moz,1968
673.3,moz,1969
693.1,moz,1970
722.1,moz,1971
724.9,moz,1972
744.9,moz,1973
669.7,moz,1974
558.2,moz,1975
514.8,moz,1976
502.3,moz,1977
491.2,moz,1978
483.1,moz,1979
485.4,moz,1980
483.8,moz,1981
462.2,moz,1982
422.8,moz,1983
406.6,moz,1984
366.0,moz,1985
