geo,sex_ratio_all_age_groups,time
nga,98.69,1980
nga,98.58,1985
nga,98.86,1990
nga,99.26,1995
nga,99.7,2000
nga,100.2,2005
nga,100.5,2010
nga,100.8,2015
nga,101.1,2020
nga,101.2,2025
nga,101.4,2030
nga,101.5,2035
nga,101.5,2040
nga,101.5,2045
nga,101.4,2050
nor,98.24,1950
nor,99.01,1955
nor,99.28,1960
nor,99.3,1965
nor,98.96,1970
nor,98.7,1975
nor,98.24,1980
nor,97.81,1985
nor,97.8,1990
nor,97.81,1995
nor,98.04,2000
nor,98.38,2005
nor,98.97,2010
nor,99.44,2015
nor,99.7,2020
nor,99.71,2025
nor,99.55,2030
nor,99.31,2035
nor,99.08,2040
nor,98.93,2045
nor,98.86,2050
pse,107.9,1950
pse,107.8,1955
pse,107.7,1960
pse,106.6,1965
pse,105.2,1970
pse,104.4,1975
pse,106.7,1980
pse,105.9,1985
pse,105.1,1990
pse,103.1,1995
pse,103.3,2000
pse,103.5,2005
pse,103.6,2010
pse,103.7,2015
pse,103.8,2020
pse,103.8,2025
pse,103.7,2030
pse,103.6,2035
pse,103.5,2040
pse,103.3,2045
pse,103.2,2050
omn,103.1,1950
omn,100.1,1955
omn,97.99,1960
omn,96.58,1965
omn,96.72,1970
omn,101.7,1975
omn,111.2,1980
omn,117.5,1985
omn,125.6,1990
omn,143.7,1995
omn,137.7,2000
omn,131.5,2005
omn,129.0,2010
omn,126.1,2015
omn,123.5,2020
omn,121.2,2025
omn,119.1,2030
omn,117.2,2035
omn,115.2,2040
omn,113.4,2045
omn,111.6,2050
pak,124.5,1950
pak,121.9,1955
pak,119.3,1960
pak,116.9,1965
pak,114.6,1970
pak,112.6,1975
pak,110.8,1980
pak,109.3,1985
pak,108.3,1990
pak,107.5,1995
pak,106.8,2000
pak,106.4,2005
pak,106.1,2010
pak,106.0,2015
pak,105.9,2020
pak,105.8,2025
pak,105.6,2030
pak,105.4,2035
pak,105.1,2040
pak,104.8,2045
pak,104.5,2050
pan,105.1,1950
pan,104.6,1955
pan,104.2,1960
pan,104.3,1965
pan,104.3,1970
pan,103.8,1975
pan,103.3,1980
pan,103.0,1985
pan,102.5,1990
pan,102.1,1995
pan,102.0,2000
pan,101.8,2005
pan,101.6,2010
pan,101.4,2015
pan,101.2,2020
pan,101.0,2025
pan,100.7,2030
pan,100.4,2035
pan,100.0,2040
pan,99.69,2045
pan,99.37,2050
png,111.4,1950
png,108.9,1955
png,107.3,1960
png,105.5,1965
png,105.5,1970
png,105.0,1975
png,113.5,1980
png,110.1,1985
png,107.4,1990
png,105.5,1995
png,104.0,2000
png,103.5,2005
png,103.3,2010
png,103.2,2015
png,103.1,2020
png,103.0,2025
png,103.0,2030
png,103.0,2035
png,103.0,2040
png,103.0,2045
png,103.0,2050
pry,96.89,1950
pry,96.62,1955
pry,97.03,1960
pry,98.14,1965
pry,99.55,1970
pry,100.8,1975
pry,101.7,1980
pry,102.2,1985
pry,102.2,1990
pry,102.3,1995
pry,102.4,2000
pry,102.3,2005
pry,101.9,2010
pry,101.5,2015
pry,101.1,2020
pry,100.7,2025
pry,100.3,2030
pry,99.99,2035
pry,99.64,2040
pry,99.33,2045
pry,99.04,2050
per,101.4,1950
per,101.5,1955
per,101.6,1960
per,101.6,1965
per,101.6,1970
per,101.6,1975
per,101.4,1980
per,101.1,1985
per,100.8,1990
per,100.8,1995
per,100.7,2000
per,100.6,2005
per,100.5,2010
per,100.3,2015
per,100.1,2020
per,99.98,2025
per,99.78,2030
per,99.53,2035
per,99.24,2040
per,98.92,2045
per,98.57,2050
phl,98.91,1950
phl,99.73,1955
phl,100.5,1960
phl,101.0,1965
phl,101.3,1970
phl,101.6,1975
phl,101.7,1980
phl,101.7,1985
phl,101.8,1990
phl,101.7,1995
phl,101.6,2000
phl,101.6,2005
phl,101.5,2010
phl,101.6,2015
phl,101.6,2020
phl,101.6,2025
phl,101.6,2030
phl,101.6,2035
phl,101.5,2040
phl,101.5,2045
phl,101.4,2050
pol,91.04,1950
pol,92.69,1955
pol,93.72,1960
pol,94.31,1965
pol,94.41,1970
pol,94.75,1975
pol,95.01,1980
pol,95.2,1985
pol,95.07,1990
pol,94.8,1995
pol,94.16,2000
pol,93.59,2005
pol,93.08,2010
pol,92.7,2015
pol,92.49,2020
pol,92.22,2025
pol,91.88,2030
pol,91.61,2035
pol,91.53,2040
pol,91.66,2045
pol,91.91,2050
prt,92.69,1950
prt,92.7,1955
prt,91.76,1960
prt,91.02,1965
prt,90.92,1970
prt,90.29,1975
prt,92.8,1980
prt,93.12,1985
prt,93.08,1990
prt,92.97,1995
prt,93.26,2000
prt,93.74,2005
prt,93.9,2010
prt,93.95,2015
prt,93.97,2020
prt,94.03,2025
prt,94.1,2030
prt,94.15,2035
prt,94.17,2040
prt,94.18,2045
prt,94.21,2050
pri,100.9,1950
pri,99.29,1955
pri,97.87,1960
pri,96.05,1965
pri,96.22,1970
pri,95.75,1975
pri,94.93,1980
pri,95.52,1985
pri,93.9,1990
pri,93.26,1995
pri,92.86,2000
pri,92.39,2005
pri,92.08,2010
pri,91.86,2015
pri,91.73,2020
pri,91.71,2025
pri,91.8,2030
pri,91.99,2035
pri,92.3,2040
pri,92.73,2045
pri,93.22,2050
qat,102.8,1950
qat,120.7,1955
qat,132.1,1960
qat,159.1,1965
qat,182.4,1970
qat,204.0,1975
qat,175.1,1980
qat,206.0,1985
qat,203.0,1990
qat,193.0,1995
qat,185.1,2000
qat,272.6,2005
qat,306.9,2010
qat,285.5,2015
qat,283.8,2020
qat,278.0,2025
qat,272.7,2030
qat,267.2,2035
qat,261.2,2040
qat,254.6,2045
qat,247.6,2050
kor,99.22,1950
kor,99.51,1955
kor,100.5,1960
kor,101.0,1965
kor,100.5,1970
kor,101.0,1975
kor,100.3,1980
kor,99.99,1985
kor,100.3,1990
kor,100.3,1995
kor,99.2,2000
kor,98.14,2005
kor,98.09,2010
kor,97.96,2015
kor,97.73,2020
kor,97.4,2025
kor,96.96,2030
kor,96.38,2035
kor,95.69,2040
kor,95.0,2045
kor,94.43,2050
mda,87.65,1950
mda,87.61,1955
mda,87.9,1960
mda,87.98,1965
mda,87.82,1970
mda,88.62,1975
mda,89.67,1980
mda,90.4,1985
mda,91.06,1990
mda,91.46,1995
mda,91.45,2000
mda,90.77,2005
mda,90.43,2010
mda,90.33,2015
mda,90.28,2020
mda,90.14,2025
mda,89.94,2030
mda,89.87,2035
mda,90.09,2040
mda,90.58,2045
mda,91.15,2050
reu,92.06,1950
reu,93.88,1955
reu,95.05,1960
reu,95.32,1965
reu,93.41,1970
reu,94.61,1975
reu,95.82,1980
reu,95.77,1985
reu,96.15,1990
reu,95.88,1995
reu,95.65,2000
reu,95.39,2005
reu,95.1,2010
reu,94.81,2015
reu,94.52,2020
reu,94.2,2025
reu,93.85,2030
reu,93.53,2035
reu,93.27,2040
reu,93.09,2045
reu,93.05,2050
rou,93.17,1950
rou,94.38,1955
rou,95.28,1960
rou,95.92,1965
rou,96.48,1970
rou,96.99,1975
rou,97.39,1980
rou,97.43,1985
rou,97.38,1990
rou,96.25,1995
rou,95.51,2000
rou,94.99,2005
rou,94.52,2010
rou,94.21,2015
rou,94.03,2020
rou,93.91,2025
rou,93.79,2030
rou,93.64,2035
rou,93.51,2040
rou,93.53,2045
rou,93.58,2050
rus,75.19,1950
rus,78.03,1955
rus,80.49,1960
rus,82.4,1965
rus,83.59,1970
rus,84.21,1975
rus,85.45,1980
rus,86.57,1985
rus,87.99,1990
rus,88.21,1995
rus,87.73,2000
rus,86.49,2005
rus,85.8,2010
rus,85.4,2015
rus,85.18,2020
rus,85.0,2025
rus,84.87,2030
rus,84.95,2035
rus,85.35,2040
rus,86.04,2045
rus,86.87,2050
rwa,97.75,1950
rwa,97.58,1955
rwa,97.51,1960
rwa,97.5,1965
rwa,97.53,1970
rwa,97.57,1975
rwa,92.13,1980
rwa,93.17,1985
rwa,93.71,1990
rwa,92.06,1995
rwa,92.49,2000
rwa,93.35,2005
rwa,94.04,2010
rwa,94.56,2015
rwa,94.91,2020
rwa,95.13,2025
rwa,95.25,2030
rwa,95.32,2035
rwa,95.34,2040
rwa,95.31,2045
rwa,95.22,2050
lca,97.15,1950
lca,100.0,1955
lca,92.49,1960
lca,92.44,1965
lca,92.61,1970
lca,93.89,1975
lca,95.68,1980
lca,96.19,1985
lca,96.44,1990
lca,96.09,1995
lca,95.97,2000
lca,95.99,2005
lca,95.88,2010
lca,95.73,2015
lca,95.57,2020
lca,95.38,2025
lca,95.15,2030
lca,94.91,2035
lca,94.66,2040
lca,94.41,2045
lca,94.22,2050
vct,88.85,1950
vct,88.6,1955
vct,88.25,1960
vct,88.07,1965
vct,89.75,1970
vct,91.22,1975
vct,93.9,1980
vct,96.06,1985
vct,98.88,1990
vct,100.3,1995
vct,101.4,2000
vct,102.0,2005
vct,102.0,2010
vct,101.8,2015
vct,101.5,2020
vct,101.0,2025
vct,100.4,2030
vct,99.71,2035
vct,99.06,2040
vct,98.46,2045
vct,98.0,2050
wsm,106.5,1950
wsm,104.3,1955
wsm,102.9,1960
wsm,102.2,1965
wsm,101.9,1970
wsm,103.3,1975
wsm,105.1,1980
wsm,107.9,1985
wsm,110.6,1990
wsm,108.6,1995
wsm,108.5,2000
wsm,108.6,2005
wsm,108.8,2010
wsm,109.0,2015
wsm,109.2,2020
wsm,109.4,2025
wsm,109.5,2030
wsm,109.6,2035
wsm,109.6,2040
wsm,109.7,2045
wsm,109.8,2050
stp,124.9,1950
stp,124.9,1955
stp,125.4,1960
stp,112.3,1965
stp,103.1,1970
stp,101.4,1975
stp,98.96,1980
stp,98.32,1985
stp,98.32,1990
stp,98.4,1995
stp,98.35,2000
stp,98.22,2005
stp,98.12,2010
stp,98.17,2015
stp,98.39,2020
stp,98.58,2025
stp,98.73,2030
stp,98.82,2035
stp,98.85,2040
stp,98.82,2045
stp,98.7,2050
sau,103.1,1950
sau,102.9,1955
sau,102.7,1960
sau,104.0,1965
sau,105.9,1970
sau,110.6,1975
sau,117.5,1980
sau,123.7,1985
sau,124.9,1990
sau,126.4,1995
sau,124.0,2000
sau,123.5,2005
sau,120.7,2010
sau,118.4,2015
sau,116.3,2020
sau,114.4,2025
sau,112.7,2030
sau,110.9,2035
sau,109.3,2040
sau,107.6,2045
sau,106.1,2050
sen,100.1,1950
sen,101.0,1955
sen,101.8,1960
sen,102.4,1965
sen,103.2,1970
sen,103.4,1975
sen,102.2,1980
sen,101.3,1985
sen,100.7,1990
sen,99.73,1995
sen,99.05,2000
sen,98.58,2005
sen,98.28,2010
sen,98.05,2015
sen,97.86,2020
sen,97.69,2025
sen,97.54,2030
sen,97.41,2035
sen,97.27,2040
sen,97.13,2045
sen,96.96,2050
srb,94.44,1950
srb,95.78,1955
srb,96.73,1960
srb,97.68,1965
srb,97.69,1970
srb,98.14,1975
srb,98.25,1980
srb,98.47,1985
srb,98.76,1990
srb,98.46,1995
srb,98.19,2000
srb,97.84,2005
srb,97.96,2010
srb,98.13,2015
srb,98.3,2020
srb,98.42,2025
srb,98.46,2030
srb,98.52,2035
srb,98.67,2040
srb,98.89,2045
srb,99.13,2050
sle,95.99,1950
sle,95.64,1955
sle,95.44,1960
sle,95.17,1965
sle,94.94,1970
sle,94.85,1975
sle,94.66,1980
sle,94.59,1985
sle,94.55,1990
sle,94.03,1995
sle,93.91,2000
sle,94.44,2005
sle,95.06,2010
sle,95.62,2015
sle,96.12,2020
sle,96.57,2025
sle,96.96,2030
sle,97.3,2035
sle,97.57,2040
sle,97.78,2045
sle,97.94,2050
sgp,107.4,1950
sgp,111.0,1955
sgp,111.4,1960
sgp,106.5,1965
sgp,104.9,1970
sgp,104.5,1975
sgp,104.2,1980
sgp,103.9,1985
sgp,101.3,1990
sgp,101.4,1995
sgp,101.4,2000
sgp,101.3,2005
sgp,100.9,2010
sgp,100.4,2015
sgp,99.89,2020
sgp,99.31,2025
sgp,98.67,2030
sgp,97.99,2035
sgp,97.37,2040
sgp,96.98,2045
sgp,96.95,2050
svk,94.35,1950
svk,94.83,1955
svk,95.37,1960
svk,95.9,1965
svk,97.43,1970
svk,97.33,1975
svk,96.63,1980
svk,96.52,1985
svk,95.69,1990
svk,94.92,1995
svk,94.47,2000
svk,94.31,2005
svk,94.19,2010
svk,94.15,2015
svk,94.1,2020
svk,93.97,2025
svk,93.74,2030
svk,93.56,2035
svk,93.5,2040
svk,93.55,2045
svk,93.65,2050
svn,91.59,1950
svn,91.53,1955
svn,91.58,1960
svn,91.89,1965
svn,93.8,1970
svn,93.84,1975
svn,93.37,1980
svn,93.41,1985
svn,93.94,1990
svn,94.64,1995
svn,94.96,2000
svn,95.25,2005
svn,95.54,2010
svn,95.9,2015
svn,96.25,2020
svn,96.48,2025
svn,96.49,2030
svn,96.43,2035
svn,96.31,2040
svn,96.32,2045
svn,96.46,2050
slb,122.8,1950
slb,118.4,1955
slb,116.7,1960
slb,113.0,1965
slb,111.9,1970
slb,109.4,1975
slb,108.7,1980
slb,108.0,1985
slb,107.6,1990
slb,107.4,1995
slb,107.4,2000
slb,107.3,2005
slb,107.3,2010
slb,107.3,2015
slb,107.2,2020
slb,107.1,2025
slb,107.0,2030
slb,106.9,2035
slb,106.8,2040
slb,106.5,2045
slb,106.3,2050
som,98.56,1950
som,98.14,1955
som,97.88,1960
som,97.73,1965
som,97.67,1970
som,97.69,1975
som,97.72,1980
som,97.75,1985
som,97.87,1990
som,97.9,1995
som,98.01,2000
som,98.18,2005
som,98.42,2010
som,98.62,2015
som,98.77,2020
som,98.89,2025
som,98.98,2030
som,99.03,2035
som,99.05,2040
som,99.02,2045
som,98.96,2050
zaf,99.24,1950
zaf,99.74,1955
zaf,99.98,1960
zaf,98.82,1965
zaf,99.11,1970
zaf,99.32,1975
zaf,98.97,1980
zaf,98.86,1985
zaf,97.94,1990
zaf,97.09,1995
zaf,96.69,2000
zaf,96.92,2005
zaf,97.31,2010
zaf,97.55,2015
zaf,97.99,2020
zaf,98.59,2025
zaf,99.1,2030
zaf,99.52,2035
zaf,99.87,2040
zaf,100.1,2045
zaf,100.2,2050
esp,93.39,1950
esp,94.07,1955
esp,94.25,1960
esp,94.18,1965
esp,95.37,1970
esp,95.67,1975
esp,96.26,1980
esp,96.3,1985
esp,96.03,1990
esp,95.97,1995
esp,95.97,2000
esp,96.86,2005
esp,97.4,2010
esp,98.49,2015
esp,99.18,2020
esp,99.64,2025
esp,99.86,2030
esp,99.97,2035
esp,100.1,2040
esp,100.3,2045
esp,100.4,2050
lka,120.3,1950
lka,114.6,1955
lka,110.8,1960
lka,108.0,1965
lka,106.4,1970
lka,105.0,1975
lka,104.1,1980
lka,103.1,1985
lka,101.9,1990
lka,100.9,1995
lka,99.36,2000
lka,97.76,2005
lka,96.86,2010
lka,96.06,2015
lka,95.31,2020
lka,94.59,2025
lka,93.93,2030
lka,93.39,2035
lka,93.02,2040
lka,92.9,2045
lka,92.95,2050
sdn,99.45,1950
sdn,99.49,1955
sdn,99.59,1960
sdn,99.75,1965
sdn,99.97,1970
sdn,100.2,1975
sdn,100.5,1980
sdn,100.8,1985
sdn,101.0,1990
sdn,101.1,1995
sdn,101.3,2000
sdn,101.3,2005
sdn,101.4,2010
sdn,101.5,2015
sdn,101.5,2020
sdn,101.5,2025
sdn,101.5,2030
sdn,101.5,2035
sdn,101.4,2040
sdn,101.3,2045
sdn,101.1,2050
sur,99.07,1950
sur,101.6,1955
sur,100.0,1960
sur,99.28,1965
sur,99.62,1970
sur,100.6,1975
sur,102.1,1980
sur,103.5,1985
sur,103.2,1990
sur,102.7,1995
sur,102.2,2000
sur,100.8,2005
sur,100.4,2010
sur,100.1,2015
sur,99.7,2020
sur,99.35,2025
sur,99.11,2030
sur,98.86,2035
sur,98.61,2040
sur,98.46,2045
sur,98.44,2050
swz,94.62,1950
swz,93.91,1955
swz,93.83,1960
swz,91.43,1965
swz,90.36,1970
swz,90.49,1975
swz,90.42,1980
swz,89.45,1985
swz,89.1,1990
swz,92.19,1995
swz,93.02,2000
swz,94.54,2005
swz,95.93,2010
swz,97.39,2015
swz,98.68,2020
swz,99.97,2025
swz,101.0,2030
swz,101.6,2035
swz,102.0,2040
swz,102.2,2045
swz,101.9,2050
swe,99.2,1950
swe,99.34,1955
swe,99.52,1960
swe,99.74,1965
swe,99.74,1970
swe,98.94,1975
swe,98.21,1980
swe,97.58,1985
swe,97.63,1990
swe,97.66,1995
swe,97.7,2000
swe,98.18,2005
swe,98.59,2010
swe,98.95,2015
swe,99.19,2020
swe,99.25,2025
swe,99.19,2030
swe,99.12,2035
swe,99.12,2040
swe,99.21,2045
swe,99.32,2050
che,93.01,1950
che,93.5,1955
che,93.97,1960
che,94.97,1965
che,95.51,1970
che,95.1,1975
che,94.73,1980
che,95.04,1985
che,95.33,1990
che,95.4,1995
che,95.47,2000
che,95.8,2005
che,95.37,2010
che,94.91,2015
che,94.42,2020
che,93.88,2025
che,93.26,2030
che,92.6,2035
che,91.98,2040
che,91.48,2045
che,91.15,2050
syr,108.1,1950
syr,105.9,1955
syr,104.5,1960
syr,103.5,1965
syr,102.9,1970
syr,102.3,1975
syr,101.5,1980
syr,101.6,1985
syr,101.6,1990
syr,101.8,1995
syr,101.9,2000
syr,102.0,2005
syr,102.0,2010
syr,103.0,2015
syr,103.7,2020
syr,103.4,2025
syr,103.2,2030
syr,102.9,2035
syr,102.6,2040
syr,102.3,2045
syr,101.9,2050
tjk,93.78,1950
tjk,93.76,1955
tjk,95.27,1960
tjk,96.38,1965
tjk,97.0,1970
tjk,97.52,1975
tjk,97.86,1980
tjk,98.67,1985
tjk,98.69,1990
tjk,100.0,1995
tjk,100.5,2000
tjk,98.15,2005
tjk,97.46,2010
tjk,97.39,2015
tjk,97.31,2020
tjk,97.19,2025
tjk,97.02,2030
tjk,96.84,2035
tjk,96.68,2040
tjk,96.54,2045
tjk,96.43,2050
mkd,100.5,1950
mkd,101.4,1955
mkd,102.0,1960
mkd,102.6,1965
mkd,102.7,1970
mkd,102.7,1975
mkd,102.7,1980
mkd,101.2,1985
mkd,100.8,1990
mkd,100.2,1995
mkd,100.2,2000
mkd,99.92,2005
mkd,99.72,2010
mkd,99.64,2015
mkd,99.61,2020
mkd,99.58,2025
mkd,99.47,2030
mkd,99.34,2035
mkd,99.25,2040
mkd,99.22,2045
mkd,99.26,2050
tha,100.7,1950
tha,100.7,1955
tha,100.7,1960
tha,100.7,1965
tha,100.6,1970
tha,100.5,1975
tha,100.3,1980
tha,98.29,1985
tha,99.19,1990
tha,97.97,1995
tha,96.68,2000
tha,96.94,2005
tha,96.71,2010
tha,96.41,2015
tha,96.15,2020
tha,95.87,2025
tha,95.59,2030
tha,95.35,2035
tha,95.27,2040
tha,95.36,2045
tha,95.63,2050
tls,102.5,1950
tls,103.0,1955
tls,103.1,1960
tls,103.4,1965
tls,103.8,1970
tls,103.5,1975
tls,103.9,1980
tls,103.6,1985
tls,106.0,1990
tls,105.4,1995
tls,104.3,2000
tls,103.7,2005
tls,103.7,2010
tls,103.6,2015
tls,103.6,2020
tls,103.6,2025
tls,103.5,2030
tls,103.4,2035
tls,103.2,2040
tls,103.0,2045
tls,102.8,2050
tgo,97.19,1950
tgo,96.83,1955
tgo,96.71,1960
tgo,96.74,1965
tgo,96.89,1970
tgo,97.13,1975
tgo,97.39,1980
tgo,97.6,1985
tgo,97.73,1990
tgo,97.76,1995
tgo,97.78,2000
tgo,97.88,2005
tgo,98.07,2010
tgo,98.27,2015
tgo,98.44,2020
tgo,98.59,2025
tgo,98.71,2030
tgo,98.78,2035
tgo,98.82,2040
tgo,98.81,2045
tgo,98.73,2050
ton,103.3,1950
ton,104.1,1955
ton,104.7,1960
ton,105.1,1965
ton,105.3,1970
ton,104.8,1975
ton,103.7,1980
ton,101.3,1985
ton,101.5,1990
ton,102.4,1995
ton,103.0,2000
ton,102.8,2005
ton,102.6,2010
ton,102.5,2015
ton,102.4,2020
ton,102.4,2025
ton,102.5,2030
ton,102.7,2035
ton,102.9,2040
ton,103.0,2045
ton,103.2,2050
tto,99.37,1950
tto,99.72,1955
tto,98.82,1960
tto,99.42,1965
tto,97.44,1970
tto,98.77,1975
tto,99.91,1980
tto,98.92,1985
tto,97.2,1990
tto,96.39,1995
tto,95.62,2000
tto,94.95,2005
tto,94.42,2010
tto,93.93,2015
tto,93.45,2020
tto,92.92,2025
tto,92.34,2030
tto,91.79,2035
tto,91.31,2040
tto,90.92,2045
tto,90.59,2050
tun,99.32,1950
tun,98.56,1955
tun,101.9,1960
tun,104.3,1965
tun,97.97,1970
tun,102.8,1975
tun,102.7,1980
tun,102.5,1985
tun,102.2,1990
tun,102.0,1995
tun,101.9,2000
tun,101.4,2005
tun,101.1,2010
tun,100.9,2015
tun,100.7,2020
tun,100.5,2025
tun,100.2,2030
tun,100.0,2035
tun,99.81,2040
tun,99.72,2045
tun,99.71,2050
tur,99.63,1950
tur,100.8,1955
tur,103.0,1960
tur,104.2,1965
tur,103.3,1970
tur,104.4,1975
tur,102.1,1980
tur,102.2,1985
tur,102.0,1990
tur,101.7,1995
tur,101.5,2000
tur,101.1,2005
tur,100.9,2010
tur,100.6,2015
tur,100.4,2020
tur,100.0,2025
tur,99.67,2030
tur,99.26,2035
tur,98.83,2040
tur,98.45,2045
tur,98.15,2050
tkm,96.15,1950
tkm,96.03,1955
tkm,96.31,1960
tkm,96.7,1965
tkm,96.95,1970
tkm,97.02,1975
tkm,96.64,1980
tkm,96.66,1985
tkm,97.27,1990
tkm,97.52,1995
tkm,97.5,2000
tkm,97.39,2005
tkm,97.09,2010
tkm,96.89,2015
tkm,96.65,2020
tkm,96.36,2025
tkm,96.04,2030
tkm,95.75,2035
tkm,95.53,2040
tkm,95.38,2045
tkm,95.27,2050
uga,99.49,1950
uga,99.05,1955
uga,98.85,1960
uga,98.77,1965
uga,98.83,1970
uga,98.97,1975
uga,99.07,1980
uga,99.13,1985
uga,99.1,1990
uga,99.1,1995
uga,99.47,2000
uga,100.0,2005
uga,100.4,2010
uga,100.6,2015
uga,100.7,2020
uga,100.6,2025
uga,100.5,2030
uga,100.3,2035
uga,100.0,2040
uga,99.7,2045
uga,99.38,2050
ukr,75.2,1950
ukr,77.61,1955
ukr,79.62,1960
ukr,81.38,1965
ukr,82.59,1970
ukr,83.17,1975
ukr,84.13,1980
ukr,85.07,1985
ukr,86.04,1990
ukr,86.48,1995
ukr,86.26,2000
ukr,85.81,2005
ukr,85.53,2010
ukr,85.48,2015
ukr,85.66,2020
ukr,85.94,2025
ukr,86.25,2030
ukr,86.64,2035
ukr,87.23,2040
ukr,88.02,2045
ukr,88.88,2050
are,102.8,1950
are,102.6,1955
are,102.4,1960
are,138.4,1965
are,167.4,1970
are,225.5,1975
are,223.2,1980
are,184.9,1985
are,189.3,1990
are,194.9,1995
are,207.7,2000
are,212.9,2005
are,203.6,2010
are,198.3,2015
are,196.4,2020
are,194.8,2025
are,193.0,2030
are,190.8,2035
are,188.6,2040
are,186.8,2045
are,185.8,2050
gbr,94.37,1950
gbr,93.4,1955
gbr,93.25,1960
gbr,94.23,1965
gbr,94.3,1970
gbr,94.77,1975
gbr,94.78,1980
gbr,94.58,1985
gbr,94.56,1990
gbr,94.58,1995
gbr,94.96,2000
gbr,95.77,2005
gbr,96.43,2010
gbr,97.16,2015
gbr,97.52,2020
gbr,97.81,2025
gbr,98.0,2030
gbr,98.21,2035
gbr,98.48,2040
gbr,98.83,2045
gbr,99.21,2050
tza,95.23,1950
tza,95.63,1955
tza,96.03,1960
tza,96.39,1965
tza,96.76,1970
tza,97.13,1975
tza,97.48,1980
tza,97.81,1985
tza,98.03,1990
tza,98.17,1995
tza,98.45,2000
tza,99.0,2005
tza,99.52,2010
tza,99.92,2015
tza,100.2,2020
tza,100.5,2025
tza,100.7,2030
tza,100.8,2035
tza,100.9,2040
tza,101.0,2045
tza,100.9,2050
usa,99.81,1950
usa,98.55,1955
usa,97.98,1960
usa,97.31,1965
usa,96.36,1970
usa,96.53,1975
usa,96.1,1980
usa,96.14,1985
usa,96.26,1990
usa,96.38,1995
usa,96.8,2000
usa,97.11,2005
usa,97.48,2010
usa,98.11,2015
usa,98.6,2020
usa,98.98,2025
usa,99.18,2030
usa,99.29,2035
usa,99.36,2040
usa,99.5,2045
usa,99.67,2050
vir,96.24,1950
vir,98.18,1955
vir,97.96,1960
vir,99.67,1965
vir,99.46,1970
vir,95.58,1975
vir,92.44,1980
vir,93.96,1985
vir,93.89,1990
vir,92.16,1995
vir,91.53,2000
vir,90.5,2005
vir,89.95,2010
vir,89.38,2015
vir,88.8,2020
vir,88.3,2025
vir,87.9,2030
vir,87.73,2035
vir,87.9,2040
vir,88.49,2045
vir,89.49,2050
ury,102.4,1950
ury,101.2,1955
ury,100.1,1960
ury,99.44,1965
ury,98.82,1970
ury,98.12,1975
ury,96.28,1980
ury,95.19,1985
ury,94.19,1990
ury,93.95,1995
ury,93.79,2000
ury,93.29,2005
ury,93.29,2010
ury,93.55,2015
ury,93.93,2020
ury,94.29,2025
ury,94.57,2030
ury,94.79,2035
ury,94.96,2040
ury,95.09,2045
ury,95.21,2050
uzb,93.84,1950
uzb,92.9,1955
uzb,93.63,1960
uzb,94.41,1965
uzb,94.89,1970
uzb,96.43,1975
uzb,96.74,1980
uzb,97.41,1985
uzb,97.75,1990
uzb,98.44,1995
uzb,98.85,2000
uzb,98.89,2005
uzb,98.83,2010
uzb,98.74,2015
uzb,98.61,2020
uzb,98.44,2025
uzb,98.21,2030
uzb,97.94,2035
uzb,97.7,2040
uzb,97.51,2045
uzb,97.36,2050
vut,109.4,1950
vut,107.8,1955
vut,106.6,1960
vut,105.8,1965
vut,113.0,1970
vut,113.1,1975
vut,112.2,1980
vut,108.9,1985
vut,106.2,1990
vut,105.6,1995
vut,104.9,2000
vut,104.4,2005
vut,104.0,2010
vut,103.7,2015
vut,103.5,2020
vut,103.3,2025
vut,103.1,2030
vut,103.0,2035
vut,103.0,2040
vut,102.9,2045
vut,102.9,2050
ven,102.6,1950
ven,103.4,1955
ven,103.9,1960
ven,103.2,1965
ven,102.6,1970
ven,102.4,1975
ven,102.5,1980
ven,102.1,1985
ven,101.8,1990
ven,101.6,1995
ven,101.3,2000
ven,101.0,2005
ven,100.7,2010
ven,100.4,2015
ven,100.1,2020
ven,99.77,2025
ven,99.39,2030
ven,99.02,2035
ven,98.63,2040
ven,98.26,2045
ven,97.93,2050
vnm,98.93,1950
vnm,99.13,1955
vnm,99.18,1960
vnm,99.12,1965
vnm,98.97,1970
vnm,98.65,1975
vnm,94.28,1980
vnm,95.41,1985
vnm,93.75,1990
vnm,94.85,1995
vnm,96.02,2000
vnm,96.78,2005
vnm,97.76,2010
vnm,98.25,2015
vnm,98.63,2020
vnm,98.91,2025
vnm,99.1,2030
vnm,99.2,2035
vnm,99.2,2040
vnm,99.16,2045
vnm,99.11,2050
esh,98.04,1950
esh,109.4,1955
esh,115.9,1960
esh,119.3,1965
esh,122.1,1970
esh,117.2,1975
esh,117.0,1980
esh,113.9,1985
esh,111.1,1990
esh,109.4,1995
esh,110.9,2000
esh,112.9,2005
esh,112.1,2010
esh,111.3,2015
esh,110.4,2020
esh,108.9,2025
esh,107.4,2030
esh,106.0,2035
esh,104.6,2040
esh,103.2,2045
esh,102.0,2050
yem,102.0,1950
yem,102.1,1955
yem,102.0,1960
yem,101.8,1965
yem,100.2,1970
yem,98.4,1975
yem,99.52,1980
yem,100.7,1985
yem,101.6,1990
yem,102.9,1995
yem,102.7,2000
yem,102.5,2005
yem,102.2,2010
yem,102.0,2015
yem,101.9,2020
yem,101.7,2025
yem,101.6,2030
yem,101.4,2035
yem,101.2,2040
yem,101.0,2045
yem,100.7,2050
zmb,99.15,1950
