primary_school_completion_percent_of_girls,geo,time
93.94,syc,1981
93.7,syc,1982
103.5,syc,1983
100.8,syc,1984
100.1,syc,1985
110.3,syc,1986
109.1,syc,1987
95.47,syc,1988
101.5,syc,1989
115.9,syc,1991
103.2,syc,1992
104.7,syc,1993
99.18,syc,1994
109.4,syc,1998
113.9,syc,1999
107.1,syc,2000
112.5,syc,2001
114.6,syc,2002
118.2,syc,2003
117.0,syc,2004
127.7,syc,2005
120.6,syc,2007
126.1,syc,2008
126.2,syc,2009
131.6,syc,2010
16.6,sle,1978
71.26,sle,2011
95.85,svk,1993
97.56,svk,1994
97.24,svk,1995
95.03,svk,1996
94.47,svk,1997
96.12,svk,1998
94.86,svk,1999
93.32,svk,2000
97.77,svk,2001
95.03,svk,2002
95.46,svk,2003
94.75,svk,2004
90.26,svk,2005
90.02,svk,2006
93.15,svk,2007
96.05,svk,2008
98.7,svk,2009
99.07,svk,2010
96.45,svn,1997
100.2,svn,1998
99.21,svn,1999
94.23,svn,2000
96.68,svn,2001
95.25,svn,2002
100.3,svn,2003
112.3,svn,2004
94.45,svn,2008
94.65,svn,2009
95.67,svn,2010
30.3,slb,1975
52.27,slb,1980
51.98,slb,1981
46.26,slb,1982
45.37,slb,1983
46.56,slb,1986
80.2,zaf,1991
92.78,zaf,1998
87.4,zaf,1999
87.45,zaf,2000
93.56,zaf,2002
96.54,zaf,2003
99.05,zaf,2004
99.85,esp,1981
99.39,esp,1982
100.1,esp,1983
103.2,esp,1984
104.5,esp,1985
104.5,esp,1986
103.1,esp,1987
105.5,esp,1988
101.3,esp,1989
100.6,esp,1990
101.8,esp,1993
102.4,esp,1994
103.8,esp,2004
97.53,esp,2006
98.64,esp,2007
100.3,esp,2008
102.5,esp,2009
102.6,esp,2010
63.63,lka,1970
83.48,lka,1983
83.13,lka,1985
84.05,lka,1986
88.41,lka,1987
94.06,lka,1989
97.14,lka,1990
99.43,lka,1991
99.45,lka,1992
97.74,lka,1998
106.4,lka,2001
105.0,lka,2005
104.0,lka,2006
101.5,lka,2007
96.76,lka,2008
95.59,lka,2009
100.7,lka,2010
9.069,sdn,1971
18.3,sdn,1972
34.76,sdn,1999
34.74,sdn,2000
36.0,sdn,2001
37.65,sdn,2002
40.04,sdn,2003
47.71,sdn,2008
54.86,sdn,2009
73.22,sur,1976
86.09,sur,1977
77.55,sur,1978
81.84,sur,1979
94.54,sur,1985
90.07,sur,1987
87.18,sur,1988
96.23,sur,1989
99.83,sur,2001
91.4,sur,2005
99.95,sur,2006
80.92,sur,2007
93.35,sur,2008
90.89,sur,2009
40.36,swz,1970
38.48,swz,1971
39.13,swz,1972
47.85,swz,1973
53.27,swz,1974
56.73,swz,1975
58.85,swz,1976
57.98,swz,1977
58.0,swz,1978
57.0,swz,1979
58.45,swz,1980
59.26,swz,1981
61.66,swz,1982
63.52,swz,1983
64.0,swz,1984
64.76,swz,1985
65.52,swz,1986
63.86,swz,1987
67.48,swz,1988
65.6,swz,1989
66.46,swz,1990
64.02,swz,1991
64.57,swz,1992
62.94,swz,1993
63.96,swz,1994
66.06,swz,1995
63.15,swz,1996
64.53,swz,1997
64.89,swz,1998
62.45,swz,1999
62.48,swz,2000
59.34,swz,2001
63.6,swz,2002
62.83,swz,2003
64.86,swz,2004
68.4,swz,2005
68.23,swz,2006
70.77,swz,2007
72.45,swz,2009
78.2,swz,2010
96.35,swe,1971
95.66,swe,1972
92.49,swe,1973
92.45,swe,1974
93.89,swe,1975
97.33,swe,1976
105.2,swe,1977
104.7,swe,1978
104.8,swe,1979
103.1,swe,1980
96.77,swe,1981
91.83,swe,1982
94.18,swe,1983
97.92,swe,1984
100.6,swe,1987
98.21,swe,1988
96.16,swe,1989
96.02,swe,1990
96.49,swe,1991
100.9,swe,1992
107.2,swe,1993
105.3,swe,1994
100.5,swe,1999
100.4,swe,2000
102.2,swe,2001
102.5,swe,2002
106.4,swe,2003
103.0,swe,2004
99.97,swe,2005
95.94,swe,2006
95.91,swe,2007
94.49,swe,2008
94.13,swe,2009
96.63,swe,2010
52.64,che,1977
59.36,che,1978
57.36,che,1979
55.65,che,1980
52.87,che,1981
52.23,che,1982
52.7,che,1983
52.18,che,1984
50.86,che,1985
50.28,che,1986
50.12,che,1987
49.08,che,1988
50.7,che,1989
51.59,che,1990
53.9,che,1991
55.78,che,1992
60.57,che,1993
61.68,che,1994
73.05,che,1996
97.03,che,1999
98.19,che,2000
98.81,che,2001
99.32,che,2002
99.77,che,2003
100.6,che,2004
98.0,che,2005
95.09,che,2006
93.78,che,2007
94.47,che,2008
96.89,che,2009
97.26,che,2010
35.88,syr,1971
39.08,syr,1972
40.24,syr,1973
45.13,syr,1974
47.46,syr,1975
51.38,syr,1976
55.07,syr,1977
58.08,syr,1978
56.48,syr,1979
56.56,syr,1980
59.51,syr,1981
64.4,syr,1982
67.65,syr,1983
71.3,syr,1984
75.48,syr,1985
78.96,syr,1986
80.19,syr,1987
80.95,syr,1988
86.26,syr,1989
86.18,syr,1990
88.05,syr,1991
92.51,syr,1992
84.67,syr,1993
87.03,syr,1994
87.41,syr,1995
89.65,syr,1996
89.08,syr,1997
89.56,syr,1998
90.27,syr,1999
89.87,syr,2000
90.89,syr,2001
91.41,syr,2002
105.6,syr,2003
105.9,syr,2004
106.4,syr,2005
105.7,syr,2006
103.0,syr,2007
102.9,syr,2008
103.2,syr,2009
103.1,syr,2010
90.13,tjk,1999
88.01,tjk,2000
93.6,tjk,2001
95.87,tjk,2002
93.66,tjk,2003
90.82,tjk,2004
104.0,tjk,2006
92.8,tjk,2007
99.18,tjk,2009
102.3,tjk,2010
101.9,tjk,2011
26.07,tza,1975
28.38,tza,1976
66.78,tza,1981
78.23,tza,1982
85.6,tza,1983
116.2,tza,1984
71.49,tza,1986
69.42,tza,1987
64.13,tza,1988
47.13,tza,1989
54.45,tza,1992
57.32,tza,1993
59.06,tza,1997
48.6,tza,1998
58.65,tza,1999
56.0,tza,2001
60.11,tza,2002
57.96,tza,2004
54.2,tza,2005
71.48,tza,2006
81.36,tza,2007
103.1,tza,2009
92.13,tza,2010
32.98,tha,1975
35.33,tha,1976
35.95,tha,1977
37.3,tha,1978
69.42,tha,1981
87.04,tha,1999
78.59,tls,2008
68.07,tls,2009
66.94,tls,2010
13.2,tgo,1971
16.56,tgo,1972
23.24,tgo,1976
31.32,tgo,1978
32.51,tgo,1979
34.01,tgo,1980
32.0,tgo,1981
31.44,tgo,1982
30.96,tgo,1983
26.09,tgo,1984
20.61,tgo,1985
21.19,tgo,1986
20.09,tgo,1987
24.76,tgo,1988
19.24,tgo,1989
23.74,tgo,1990
24.17,tgo,1991
25.11,tgo,1992
19.81,tgo,1994
28.03,tgo,1995
32.43,tgo,1996
42.28,tgo,1999
50.97,tgo,2000
57.89,tgo,2001
60.85,tgo,2003
63.36,tgo,2004
62.99,tgo,2005
63.32,tgo,2006
57.25,tgo,2008
57.62,tgo,2009
63.72,tgo,2010
66.83,tgo,2011
79.99,ton,1977
95.35,ton,1978
109.1,ton,1979
126.8,ton,1981
108.7,ton,1982
114.1,ton,1984
95.41,ton,1985
101.3,ton,1986
119.8,ton,1990
94.54,ton,1991
117.9,ton,1993
108.3,ton,1998
110.8,ton,1999
105.0,ton,2001
103.6,ton,2002
109.1,ton,2005
106.5,ton,2006
109.4,tto,1982
91.79,tto,1985
100.7,tto,1988
104.7,tto,1991
102.6,tto,1992
98.61,tto,1993
88.59,tto,1996
89.24,tto,1997
95.2,tto,1999
87.66,tto,2000
81.82,tto,2001
85.7,tto,2003
93.05,tto,2004
91.96,tto,2005
93.39,tto,2007
90.05,tto,2008
92.08,tto,2009
91.17,tto,2010
41.89,tun,1973
50.32,tun,1976
52.87,tun,1977
54.61,tun,1978
46.12,tun,1979
47.4,tun,1980
63.47,tun,1981
50.37,tun,1982
52.63,tun,1983
56.73,tun,1984
58.33,tun,1985
61.69,tun,1986
62.8,tun,1987
63.57,tun,1988
68.16,tun,1989
74.14,tun,1990
68.84,tun,1991
69.96,tun,1993
77.34,tun,1994
87.69,tun,1995
86.29,tun,1996
88.63,tun,1997
87.92,tun,1999
86.73,tun,2000
88.11,tun,2001
92.77,tun,2002
96.1,tun,2003
99.19,tun,2004
101.7,tun,2005
101.5,tun,2007
92.76,tun,2008
91.97,tun,2009
80.5,tur,1984
83.34,tur,1985
90.54,tur,1986
89.15,tur,1987
101.2,tur,1988
86.55,tur,1989
87.0,tur,1990
88.73,tur,1991
93.61,tur,1992
86.86,tur,1993
86.79,tur,1994
85.94,tur,1995
90.38,tur,2004
95.11,tur,2005
93.42,tur,2006
93.24,tur,2007
96.14,tur,2008
98.18,tur,2009
99.73,tur,2010
79.55,tca,2003
91.89,tca,2004
90.59,tca,2005
112.1,tuv,2000
108.3,tuv,2001
101.9,tuv,2002
104.6,tuv,2003
106.2,tuv,2004
110.3,tuv,2005
109.2,tuv,2006
27.98,uga,1982
28.18,uga,1986
53.28,uga,2001
56.66,uga,2002
56.61,uga,2003
54.06,uga,2004
53.71,uga,2005
51.26,uga,2007
56.89,uga,2008
57.83,uga,2009
56.45,uga,2010
54.18,uga,2011
98.95,ukr,1993
95.09,ukr,1994
93.84,ukr,1999
90.96,ukr,2000
94.58,ukr,2001
97.43,ukr,2002
116.5,ukr,2005
104.6,ukr,2006
102.2,ukr,2007
100.6,ukr,2008
97.33,ukr,2009
97.77,ukr,2010
97.04,ukr,2011
33.91,are,1974
42.59,are,1975
46.82,are,1976
54.45,are,1977
57.4,are,1978
63.57,are,1979
68.14,are,1980
71.82,are,1981
79.5,are,1982
81.0,are,1983
80.77,are,1984
76.22,are,1985
80.93,are,1986
81.09,are,1987
77.55,are,1988
83.02,are,1989
90.25,are,1990
96.63,are,1991
95.81,are,1992
93.89,are,1993
93.03,are,1994
90.84,are,1995
87.66,are,1996
91.17,are,1997
90.03,are,1998
90.02,are,1999
86.9,are,2000
83.75,are,2001
86.83,are,2002
91.22,are,2003
96.21,are,2004
100.8,are,2005
101.4,are,2006
103.0,usa,1998
102.1,usa,1999
98.65,usa,2000
101.0,usa,2001
102.6,usa,2002
103.8,usa,2003
100.3,usa,2004
96.14,usa,2005
99.09,usa,2006
101.4,usa,2007
102.0,usa,2008
99.53,usa,2009
104.0,usa,2010
69.51,ury,1974
69.01,ury,1976
71.9,ury,1977
71.04,ury,1978
71.3,ury,1979
74.62,ury,1980
89.04,ury,1985
91.32,ury,1986
94.69,ury,1987
94.58,ury,1988
94.75,ury,1989
97.31,ury,1990
97.49,ury,1991
95.09,ury,1992
97.01,ury,1993
97.64,ury,1994
96.03,ury,1995
96.72,ury,1996
94.87,ury,1998
97.75,ury,1999
99.88,ury,2000
97.15,ury,2001
97.67,ury,2002
93.77,ury,2003
93.13,ury,2004
97.72,ury,2005
101.0,ury,2006
105.7,ury,2007
108.1,ury,2008
106.4,ury,2009
104.1,ury,2010
99.98,uzb,2001
101.0,uzb,2002
96.59,uzb,2003
94.74,uzb,2004
96.44,uzb,2005
98.43,uzb,2006
96.42,uzb,2007
95.64,uzb,2008
92.25,uzb,2009
91.92,uzb,2010
91.68,uzb,2011
82.03,vut,1992
91.19,vut,1999
94.4,vut,2000
105.6,vut,2001
103.5,vut,2002
89.66,vut,2004
83.37,vut,2007
81.88,vut,2008
84.43,vut,2009
83.97,ven,1988
84.2,ven,1989
86.37,ven,1991
90.01,ven,1992
89.01,ven,1993
85.38,ven,1996
84.61,ven,1997
84.76,ven,1999
86.23,ven,2000
87.91,ven,2001
94.37,ven,2002
91.96,ven,2003
92.55,ven,2004
94.86,ven,2005
98.78,ven,2006
99.9,ven,2007
96.51,ven,2008
96.46,ven,2009
94.93,ven,2010
96.42,ven,2011
88.97,pse,1995
89.87,pse,1996
90.66,pse,1997
99.51,pse,1999
98.1,pse,2000
98.56,pse,2001
94.4,pse,2002
97.41,pse,2003
90.42,pse,2004
92.73,pse,2005
86.81,pse,2007
87.8,pse,2008
89.94,pse,2009
92.56,pse,2010
91.72,pse,2011
95.31,vnm,1999
95.87,vnm,2000
101.0,vnm,2001
98.1,vnm,2002
96.63,vnm,2003
33.37,yem,1999
36.35,yem,2000
37.91,yem,2001
39.38,yem,2002
43.48,yem,2003
44.38,yem,2004
46.36,yem,2005
50.8,yem,2008
53.05,yem,2010
53.3,yem,2011
52.19,zmb,1972
54.9,zmb,1973
58.64,zmb,1974
60.74,zmb,1975
61.32,zmb,1976
64.2,zmb,1977
69.31,zmb,1978
68.59,zmb,1979
68.49,zmb,1980
70.42,zmb,1981
72.62,zmb,1982
74.8,zmb,1983
77.92,zmb,1984
80.78,zmb,1986
60.95,zmb,1998
58.53,zmb,1999
57.23,zmb,2000
56.74,zmb,2002
69.27,zmb,2004
73.78,zmb,2005
83.32,zmb,2006
86.89,zmb,2007
90.87,zmb,2008
85.16,zmb,2009
108.3,zmb,2010
75.51,zwe,1984
