concept,name,concept_type,tooltip,indicator_url,drill_up,domain
tb_with_hivplus_number_of_new_cases___estimated,"TB with HIV+, number of new cases - estimated",measure,Estimated number of new TB cases (with HIV+) during the given year.,http://spreadsheets.google.com/pub?key=rERPF4iYruK0DhAw_0tb5nA,,
tb_with_hivplus_number_of_existing_cases___estimated,"TB with HIV+, number of existing cases - estimated",measure,Estimated number of existing TB cases (with HIV+) during the given year.,http://spreadsheets.google.com/pub?key=reiGJwoabnMOrPeFima_9ng,,
tb_with_hivplus_number_of_deaths___estimated,"TB with HIV+, number of deaths - estimated",measure,Estimated number of deaths caused by TB (with HIV+) during the given year.,http://spreadsheets.google.com/pub?key=rFAkC0Ae7oXxrVqosJ4NWUA,,
bad_teeth_per_child_12_yr,Bad teeth per child (12 yr),measure,"The weighted average of the number of Decayed, Missing or Filled teeth among the 12 years old in a country (DMFT). It is meant to reflect the prevalence of caries in a population. ",http://spreadsheets.google.com/pub?key=phAwcNAVuyj3Os9LVO_pRDA,,
dtp3_immunized_percent_of_one_year_olds,DTP3 immunized (% of one-year-olds),measure,"Percentage of 1 year old children who have received 3 doses of combined diphtheria, tetanus toxoid and pertussis vaccine during the year.",http://spreadsheets.google.com/pub?key=txVTyScWObTBNuMmkNtLh1w,,
hepb3_immunized_percent_of_one_year_olds,HepB3 immunized (% of one-year-olds),measure,Percentage of 1 year old children who have received 3 doses of hepatitis B3 vaccine during the year.,http://spreadsheets.google.com/pub?key=t7pU8fR9_ZzRFIMF3FX47YQ,,
hib3_immunized_percent_of_one_year_olds,Hib3 immunized (% of one-year-olds),measure,Percentage of 1 year old children who have received 3 doses of Haemophilus influenzae type B vaccine during the year.,http://spreadsheets.google.com/pub?key=thClNiXoQqfJDzTv0SYIHZg,,
mcv_immunized_percent_of_one_year_olds,MCV immunized (% of one-year-olds),measure,"Percentage of 1 year old children who have received at least one dose of measles-containing vaccine in a given year. (Some countries for children below 2 years, depending on their policies.)",http://spreadsheets.google.com/pub?key=pyj6tScZqmEenS18Yjl_SOQ,,
pab_immunized_percent_of_newborns,PAB immunized (% of newborns),measure,Percentage of neonates in a given year that can be considered as having been protected against tetanus as a result of maternal immunization.,http://spreadsheets.google.com/pub?key=tnvxVX8aOAl0dwDNujbELPQ,,
broadband_subscribers,Broadband subscribers (total),measure,"Broadband subscribers are the total number of broadband subscribers with a digital subscriber line, cable modem, or other high-speed technologies, although definitions may vary from country to country. ",https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdEpMTHBoMmNzcDVCNVRHWE5zSVJVRHc,,
broadband_subscribers_per_100_people,Broadband subscribers (per 100 people),measure,"Broadband subscribers are the total number of broadband subscribers with a digital subscriber line, cable modem, or other high-speed technologies, although definitions may vary from country to country. ",https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdHdmMGVNNnV1SHBONDRTdTJzTVBKQXc,,
cell_phones_total,Cell phones (total),measure,The number of subscribers to a service providing access to the telephone network using cellular technology. ,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdEhWLWtqNzljbWg4ZXV6M09JQXNGaUE,,
cell_phones_per_100_people,Cell phones (per 100 people),measure,The number of subscribers per 100 people to a service providing access to the telephone network using cellular technology. ,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdG1MSjEyS0h2QjRQZ3FXRVR2dVQyeFE,,
fixed_line_and_mobile_phone_subscribers_per_100_people,Fixed line and mobile phone subscribers (per 100 people),measure,Fixes lines connect a customer's equipment to the public switched telephone network. Mobile phone subscribers refer to users of portable telephones subscribing to the telephone network using cellular technology. ,http://spreadsheets.google.com/pub?key=pyj6tScZqmEcfLoOcU6GAfg,,
internet_users_total_number,Internet users (total),measure,Internet users are people with access to the worldwide network.,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdC1PcWJUZldDelFyQXdaOEtDUG9HSUE,,
internet_users_per_100_people,Internet users (per 100 people),measure,Internet users are people with access to the worldwide network.,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdGwzSGV5OE9FOGhURlhTdEQtMW1TNkE,,
personal_computers_total,Personal computers (total),measure,Personal computers (total),http://spreadsheets.google.com/pub?key=pyj6tScZqmEfUXdC83YSzfw,,
personal_computers_per_100_people,Personal computers (per 100 people),measure,Personal computers (per 100 people),http://spreadsheets.google.com/pub?key=pyj6tScZqmEdFW4nUY4gQdA,,
improved_sanitation_overall_access_percent,"Improved sanitation, overall access (%)",measure,"The percentage of the total population with access to facilities that hygienically separate human excreta from human contact. Improved facilities include flush/pour flush toilets or latrines connected to a sewer, -septic tank, or -pit, ventilated improved pit latrines, pit latrines with a slab or platform of any material which covers the pit entirely, except for the drop hole and composting toilets/latrines. Unimproved facilities include public or shared facilities of an otherwise acceptable type, flush/pour-flush toilets or latrines which discharge directly into an open sewer or ditch, pit latrines without a slab, bucket latrines, hanging toilets or latrines which directly discharge in water bodies or in the open and the practice of open defecation in the bush, field or bodies or water.",https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdE4tekJPYkR4WmJqYTRPWjc3OTl4WUE,,
improved_sanitation_urban_access_percent,"Improved sanitation, urban access (%)",measure,"The percentage of the urban population with access to facilities that hygienically separate human excreta from human contact. Improved facilities include flush/pour flush toilets or latrines connected to a sewer, -septic tank, or -pit, ventilated improved pit latrines, pit latrines with a slab or platform of any material which covers the pit entirely, except for the drop hole and composting toilets/latrines. Unimproved facilities include public or shared facilities of an otherwise acceptable type, flush/pour-flush toilets or latrines which discharge directly into an open sewer or ditch, pit latrines without a slab, bucket latrines, hanging toilets or latrines which directly discharge in water bodies or in the open and the practice of open defecation in the bush, field or bodies or water.",http://spreadsheets.google.com/pub?key=pyj6tScZqmEfLbPu48DrKfQ,,
improved_sanitation_rural_access_percent,"Improved sanitation, rural access (%)",measure,"The percentage of the rural population with access to facilities that hygienically separate human excreta from human contact. Improved facilities include flush/pour flush toilets or latrines connected to a sewer, -septic tank, or -pit, ventilated improved pit latrines, pit latrines with a slab or platform of any material which covers the pit entirely, except for the drop hole and composting toilets/latrines. Unimproved facilities include public or shared facilities of an otherwise acceptable type, flush/pour-flush toilets or latrines which discharge directly into an open sewer or ditch, pit latrines without a slab, bucket latrines, hanging toilets or latrines which directly discharge in water bodies or in the open and the practice of open defecation in the bush, field or bodies or water.",https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdFNPMTE3d3FHTHdYaGFMXzJyNDBGd3c,,
roads_paved_percent_of_total_roads,"Roads, paved (% of total roads)",measure,"Roads, paved (% of total roads)",https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdDBKd2V5VmxkYlJuUHAtOURzUkZzNEE,,
improved_water_source_overall_access_percent,"Improved water source, overall access (%)",measure,"The percentage of the total population who use any of the following types of water supply for drinking: piped water into dwelling, plot or yard; public tap/standpipe; borehole/tube well; protected dug well; protected spring; rainwater collection and bottled water (if a secondary available source is also improved). It does not include unprotected well, unprotected spring, water provided by carts with small tanks/drums, tanker truck-provided water and bottled water (if secondary source is not an improved source) or surface water taken directly from rivers, ponds, streams, lakes, dams, or irrigation channels. ",http://spreadsheets.google.com/pub?key=pyj6tScZqmEd98lRwrU3gIg,,
improved_water_source_urban_access_percent,"Improved water source, urban access (%)",measure,"The percentage of the urban population who use any of the following types of water supply for drinking: piped water into dwelling, plot or yard; public tap/standpipe; borehole/tube well; protected dug well; protected spring; rainwater collection and bottled water (if a secondary available source is also improved). It does not include unprotected well, unprotected spring, water provided by carts with small tanks/drums, tanker truck-provided water and bottled water (if secondary source is not an improved source) or surface water taken directly from rivers, ponds, streams, lakes, dams, or irrigation channels. ",https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdDlJNzNjcVc5Sm9memNuVHRzY1FsOXc,,
improved_water_source_rural_access_percent,"Improved water source, rural access (%)",measure,"The percentage of the rural population who use any of the following types of water supply for drinking: piped water into dwelling, plot or yard; public tap/standpipe; borehole/tube well; protected dug well; protected spring; rainwater collection and bottled water (if a secondary available source is also improved). It does not include unprotected well, unprotected spring, water provided by carts with small tanks/drums, tanker truck-provided water and bottled water (if secondary source is not an improved source) or surface water taken directly from rivers, ponds, streams, lakes, dams, or irrigation channels. ",https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdFhhVzhXUEh0U0hlQ3M3TTZIQTFySUE,,
population_aged_0_4_years_both_sexes_percent,"Population aged 0-4 years, both sexes (%)",measure,Number of both sexes aged 0-4 years divided by total population,http://spreadsheets.google.com/pub?key=rsOONWhmGBtzb4j__0MJv7Q,,
population_aged_5_9_years_both_sexes_percent,"Population aged 5-9 years, both sexes (%)",measure,Number of both sexes aged 5-9 years divided by total population,http://spreadsheets.google.com/pub?key=rC5UskPU6PRVlmN7eXoridw,,
population_aged_10_14_years_both_sexes_percent,"Population aged 10-14 years, both sexes (%)",measure,Number of both sexes aged 10-14 years divided by total population,http://spreadsheets.google.com/pub?key=rmViJSkPd4xZneV2Q6gzFwQ,,
population_aged_15_19_years_both_sexes_percent,"Population aged 15-19 years, both sexes (%)",measure,Number of both sexes aged 15-19 years divided by total population,http://spreadsheets.google.com/pub?key=r4VUu4a4AaWqXXoAsFz-z-Q,,
population_aged_20_39_years_both_sexes_percent,"Population aged 20-39 years, both sexes (%)",measure,Number of both sexes aged 20-39 years divided by total population,http://spreadsheets.google.com/pub?key=rTU20DXn0Bi7bTwW5T6J3gg,,
population_aged_40_59_years_both_sexes_percent,"Population aged 40-59 years, both sexes (%)",measure,Number of both sexes aged 40-59 years divided by total population,http://spreadsheets.google.com/pub?key=rLwpdKbW2OykBbvVxhYKrhA,,
population_aged_60plus_years_both_sexes_percent,"Population aged 60+ years, both sexes (%)",measure,Number of both sexes aged above 60 years divided by total population,http://spreadsheets.google.com/pub?key=rH6TEe8f_WNq_8x9pWZ3W0A,,
population_aged_0_4_years_total_number,Population aged 0-4 years (total number),measure,Total number of people aged 0-4 years,http://spreadsheets.google.com/pub?key=rovrK0Uj9JPN95P9adob0tw,,
population_aged_5_9_years_total_number,Population aged 5-9 years (total number),measure,Total number of people aged 5-9 years,http://spreadsheets.google.com/pub?key=r83X3yfjC6ENYWoo41yDehg,,
population_aged_10_14_years_total_number,Population aged 10-14 years (total number),measure,Total number of people aged 10-14 years,http://spreadsheets.google.com/pub?key=r9ztOSMb5WNHUBLwlgJqPSw,,
population_aged_15_19_years_total_number,Population aged 15-19 years (total number),measure,Total number of people aged 15-19 years,http://spreadsheets.google.com/pub?key=rFmJvuotJYE30q4nWEvpGJA,,
population_aged_20_39_years_total_number,Population aged 20-39 years (total number),measure,Total number of people aged 20-39 years,http://spreadsheets.google.com/pub?key=rHrin819tHgZudARnpsN0Mg,,
population_aged_40_59_years_total_number,Population aged 40-59 years (total number),measure,Total number of people aged 40-59 years,http://spreadsheets.google.com/pub?key=ri9SXMNc7TpebHucmAYepGQ,,
population_aged_60plus_years_total_number,Population aged 60+ years (total number),measure,Total number of people aged above 60 years,http://spreadsheets.google.com/pub?key=rVD6A2uAmeIE0BQNW1KSg3A,,
population_aged_0_4_years_female_percent,"Population aged 0-4 years, female (%)",measure,Number of women aged 0-4 years divided by total number of women,http://spreadsheets.google.com/pub?key=roLpNPQkooNCFzpTWXQ48Dw,,
population_aged_5_9_years_female_percent,"Population aged 5-9 years, female (%)",measure,Number of women aged 5-9 years divided by total number of women,http://spreadsheets.google.com/pub?key=re3efChATTYAT5bRqoaChXA,,
population_aged_10_14_years_female_percent,"Population aged 10-14 years, female (%)",measure,Number of women aged 10-14 years divided by total number of women,http://spreadsheets.google.com/pub?key=rJwVmwTFzheqVUzYWwSqXlA,,
population_aged_15_19_years_female_percent,"Population aged 15-19 years, female (%)",measure,Number of women aged 15-19 years divided by total number of women,http://spreadsheets.google.com/pub?key=rYEHWlJHaLjHtcsSpRRJeig,,
population_aged_20_39_years_female_percent,"Population aged 20-39 years, female (%)",measure,Number of women aged 20-39 years divided by total number of women,http://spreadsheets.google.com/pub?key=rWpQHQIQdntj6BEK8OIuWYw,,
population_aged_40_59_years_female_percent,"Population aged 40-59 years, female (%)",measure,Number of women aged 40-59 years divided by total number of women,http://spreadsheets.google.com/pub?key=rElErbmOnSM6om03a1uinKQ,,
population_aged_60plus_years_female_percent,"Population aged 60+ years, female (%)",measure,Number of women aged above 60 years divided by total number of women,http://spreadsheets.google.com/pub?key=rjhBvpeRgCxBq0EnQVN6b0w,,
population_aged_0_4_years_male_percent,"Population aged 0-4 years, male (%)",measure,Number of men aged 0-4 years divided by total number of men,http://spreadsheets.google.com/pub?key=rIpDsoI9lVTCh_PRqm66Tcw,,
population_aged_5_9_years_male_percent,"Population aged 5-9 years, male (%)",measure,Number of men aged 5-9 years divided by total number of men,http://spreadsheets.google.com/pub?key=rgyZrNmSfXcPJQxJK7IxnEw,,
population_aged_10_14_years_male_percent,"Population aged 10-14 years, male (%)",measure,Number of men aged 10-14 years divided by total number of men,http://spreadsheets.google.com/pub?key=rmQZ_H88rIhF3315QBZpcIQ,,
population_aged_15_19_years_male_percent,"Population aged 15-19 years, male (%)",measure,Number of men aged 15-19 years divided by total number of men,http://spreadsheets.google.com/pub?key=rYfw4UJZSizLRtgDs73d5jA,,
population_aged_20_39_years_male_percent,"Population aged 20-39 years, male (%)",measure,Number of men aged 20-39 years divided by total number of men,http://spreadsheets.google.com/pub?key=rab1GmqpzJkWd4MF0hieVgA,,
population_aged_40_59_years_male_percent,"Population aged 40-59 years, male (%)",measure,Number of men aged 40-59 years divided by total number of men,http://spreadsheets.google.com/pub?key=rcQkob1yAm-to1scz51flgw,,
population_aged_60plus_years_male_percent,"Population aged 60+ years, male (%)",measure,Number of men aged above 60 years divided by total number of men,http://spreadsheets.google.com/pub?key=rSkhGgUVN74knEhSAhBSSKA,,
population_growth_annual_percent,Population growth (annual %),measure,Annual de facto population growth rate.,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdFY5Z0QzTzRRbzJ1VXdqdGVyNE0tcFE,,
crude_birth_rate_births_per_1000_population,"Crude birth rate (births per 1,000 population)",measure,"The average number of births among 1,000 population during the given year (data after 2010 is based on the medium estimates from UN population division).",http://spreadsheets.google.com/pub?key=tUSeGJOQhafugwUvHvY-wLA,,
crude_death_rate_deaths_per_1000_population,"Crude death rate (deaths per 1,000 population)",measure,"The average number of deaths among 1,000 population during the given year (data after 2010 is based on the medium estimates from UN population division).",http://spreadsheets.google.com/pub?key=tHyj-2jRvK3CCNJOc5Vm-HQ,,
teen_fertility_rate_births_per_1000_women_ages_15_19,"Teen fertility rate (births per 1,000 women ages 15-19)",measure,"The number of births per 1,000 women ages 15-19. ",http://spreadsheets.google.com/pub?key=pyj6tScZqmEdIphYUHxcdLg,,
new_births_total_number_estimated,"New births (total number, estimated)",measure,"Total number of estimated new births during the given year, based on the crude birth rate data from UN Population Division and the population data from Gapminder Foundation.",https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdERQeFplM2VWczVrMTFfMXVrQkJpVXc,,
sex_ratio_all_age_groups,Sex ratio (all age groups),measure,"Sex ratio (male divided by female, per 100) among total population of all age groups.",http://spreadsheets.google.com/pub?key=tAQ31_cAELrHqNc2qa13uHw,,
sex_ratio_0_14_years,Sex ratio (0-14 years),measure,"Sex ratio (male divided by female, per 100) among population between 0 and 14 years old.",http://spreadsheets.google.com/pub?key=tfWSVJPJHn3u7e_7MUaCbnw,,
sex_ratio_15_24_years,Sex ratio (15-24 years),measure,"Sex ratio (male divided by female, per 100) among population between 15 and 24 years old.",http://spreadsheets.google.com/pub?key=ta-Da73B_Z7lKOZo8o-Ykvw,,
sex_ratio_15_49_years,Sex ratio (15-49 years),measure,"Sex ratio (male divided by female, per 100) among population between 15 and 49 years old.",http://spreadsheets.google.com/pub?key=tF_P_4G0g5bR3lYmQT9Tv4w,,
sex_ratio_above_50_years,Sex ratio (above 50 years),measure,"Sex ratio (male divided by female, per 100) among population above 50 years old.",http://spreadsheets.google.com/pub?key=tQP1KnoWcjjtz3wmq0bnGNA,,
population_in_urban_agglomerations_m_1_million_percent_of_total,Population in urban agglomerations > 1 million (% of total population),measure,Population in urban agglomerations > 1 million (% of total population),http://spreadsheets.google.com/pub?key=pyj6tScZqmEdwXv1tqzV4Xg,,
urban_population,Urban population,measure,Urban population is the midyear population of areas defined as urban in each country and reported to the United Nations.,http://spreadsheets.google.com/pub?key=pyj6tScZqmEfH89V6UQhpZA,,
urban_population_percent_of_total,Urban population (% of total),measure,Urban population is the midyear population of areas defined as urban in each country and reported to the United Nations.,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0-LE4StzCsEw,,
urban_population_growth_annual_percent,Urban population growth (annual %),measure,Urban population is the midyear population of areas defined as urban in each country and reported to the United Nations. ,http://spreadsheets.google.com/pub?key=pyj6tScZqmEcRJEN8MyV3PQ,,
children_and_elderly_per_100_adults,Children and elderly (per 100 adults),measure,"The total dependency ratio is the ratio of the sum of the population aged 0-14 and 65+ to the population aged 15-64, multiplied by 100. ",http://spreadsheets.google.com/pub?key=phAwcNAVuyj2biT80zgTsYQ,,
median_age_years,Median age (years),measure,The median age of total population (years).,http://spreadsheets.google.com/pub?key=tH113JLeGr5DhWgtqN2FxWg,,
population_density_per_square_km,Population density (per square km),measure,Average number of people on each square km of the land in the given country.,http://spreadsheets.google.com/pub?key=tVY51lNaCL9m9xPqf29oFAA,,
population_total,"Population, total",measure,Total population,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0XOoBL_n5tAQ,,
age_at_1st_marriage_women,Age at 1st marriage (women),measure,"The mean age, in years, of first marriage for women. Women who never married are excluded. Cohabitation is excluded. The data are based on multple sources and definitions might vary.",http://spreadsheets.google.com/pub?key=t4eF8H_jq_xyKCUHAX6VT1g,,
murder_per_100000_people,"Murder (per 100,000 people)",measure,"Mortality due to interpersonal violence, per 100 000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",http://spreadsheets.google.com/pub?key=tZgPgT_sx3VdAuyDxEzenYA,,
corruption_perception_index_cpi,Corruption Perception Index (CPI),measure,Transaprency International's score of perceptions of corruption. Higher values indicate less corruption. ,http://spreadsheets.google.com/pub?key=tKOphM3UPRd94T6C6pmsuXw,,
democracy_score_use_as_color,Democracy score (use as color),measure,"Overall polity score from the Polity IV dataset, calculated by subtracting an autocracy score from a democracy score. It is a summary measure of a country's democratic and free nature. -10 is the lowest value, 10 the highest. ",https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGQ2YlhDSWVIdXdpMmhLY2ZZRHdNNnc,,
hdi_human_development_index,HDI (Human Development Index),measure,"Human Development Index is an index used to rank countries by level of ""human development"". It contains three dimensions: health level, educational level and living standard. ",http://spreadsheets.google.com/pub?key=tyadrylIpQ1K_iHP407374Q,,
agriculture_workers_percent_of_labour_force,Agriculture workers (% of labour force),measure,Percentage of all labour force that works in agriculture sector.,http://spreadsheets.google.com/pub?key=rzFD5mOuB5mR7-vLoP04LAQ,,
industry_workers_percent_of_labour_force,Industry workers (% of labour force),measure,Percentage of all labour force that works in industry sector.,http://spreadsheets.google.com/pub?key=rqcJTExcUqNdolB-7flqebQ,,
service_workers_percent_of_labour_force,Service workers (% of labour force),measure,Percentage of all labour force that works in service sector.,http://spreadsheets.google.com/pub?key=r4orIwujZpT-z3Exd_9ARpQ,,
female_agriculture_workers_percent_of_female_labour_force,Female agriculture workers (% of female labour force),measure,Percentage of all female labour force that works in agriculture sector. ,http://spreadsheets.google.com/pub?key=rraOr_PTB0jcQ60TagEH_WQ,,
female_industry_workers_percent_of_female_labour_force,Female industry workers (% of female labour force),measure,Percentage of all female labour force that works in industry sector. ,http://spreadsheets.google.com/pub?key=rA5BvUGX_Es43DaKb3FidUg,,
female_service_workers_percent_of_female_labour_force,Female service workers (% of female labour force),measure,Percentage of all female labour force that works in service sector. ,http://spreadsheets.google.com/pub?key=r1B3mjfpBItUmvrhqaRgTWQ,,
male_agriculture_workers_percent_of_male_labour_force,Male agriculture workers (% of male labour force),measure,Percentage of all male labour force that works in agriculture sector.,http://spreadsheets.google.com/pub?key=rtt_ihBgyYafmDJpThQecoA,,
male_industry_workers_percent_of_male_labour_force,Male industry workers (% of male labour force),measure,Percentage of all male labour force that works in industry sector.,http://spreadsheets.google.com/pub?key=rmLnlLnnm2kjBbNsBZYxqow,,
male_service_workers_percent_of_male_labour_force,Male service workers (% of male labour force),measure,Percentage of all male labour force that works in service sector.,http://spreadsheets.google.com/pub?key=ravxsZdBslM5zF5HwDsX30g,,
family_workers_percent_of_labour_force,Family workers (% of labour force),measure,Percentage of all labour force that works as contributing family workers.,http://spreadsheets.google.com/pub?key=rW7k_DdDKlGgJhzYRuNvguw,,
salaried_workers_percent_of_labour_force,Salaried workers (% of labour force),measure,Percentage of all labour force that earns a salary from working.,http://spreadsheets.google.com/pub?key=rcO6CXqmEjV-wS-29qejCpw,,
self_employed_percent_of_labour_force,Self-employed (% of labour force),measure,Percentage of all labour force that works as self-employed workers.,http://spreadsheets.google.com/pub?key=rSrvaPPzWvOyTMb9_dfJDtQ,,
female_family_workers_percent_of_female_labour_force,Female family workers (% of female labour force),measure,Percentage of all female labour force that works as contributing family workers. ,http://spreadsheets.google.com/pub?key=rjFKVVoWIVbTgdtJK2xOZqQ,,
female_salaried_workers_percent_of_female_labour_force,Female salaried workers (% of female labour force),measure,Percentage of all female labour force that earns a salary from working. ,http://spreadsheets.google.com/pub?key=rhuyv42EAyApMwy4tDYm3XQ,,
female_self_employed_percent_of_female_labour_force,Female self-employed (% of female labour force),measure,Percentage of all female labour force that works as self-employed workers. ,http://spreadsheets.google.com/pub?key=rIe2Y4f4Ehde4I4BGPN2VBg,,
male_family_workers_percent_of_male_labour_force,Male family workers (% of male labour force),measure,Percentage of all male labour force that works as contributing family workers.,http://spreadsheets.google.com/pub?key=rJMlhr2YOvL2EE5NhpbfYAg,,
male_salaried_workers_percent_of_male_labour_force,Male salaried workers (% of male labour force),measure,Percentage of all male labour force that earns a salary from working.,http://spreadsheets.google.com/pub?key=riwXFQrsUhb96BT2yFC9rFw,,
male_self_employed_percent_of_male_labour_force,Male self-employed (% of male labour force),measure,Percentage of all male labour force that works as self-employed workers.,http://spreadsheets.google.com/pub?key=raAOA9AFRPzq5ilAm5Qa65Q,,
aged_15_24_employment_rate_percent,Aged 15-24 employment rate (%),measure,"Percentage of total population, age group 15-24, that has been employed during the given year.",http://spreadsheets.google.com/pub?key=rfHz_nx27dDQo4dUoIeVT3A,,
aged_15plus_employment_rate_percent,Aged 15+ employment rate (%),measure,"Percentage of total population, age group 15+, that has been employed during the given year.",http://spreadsheets.google.com/pub?key=rV0ksExNqh6V_h40f0_nFjg,,
females_aged_15_24_employment_rate_percent,Females aged 15-24 employment rate (%),measure,"Percentage of female population, age group 15-24, that has been employed during the given year.",http://spreadsheets.google.com/pub?key=rRS0FbArN8jYsY25X-ZiU9A,,
females_aged_15plus_employment_rate_percent,Females aged 15+ employment rate (%),measure,"Percentage of female population, age group 15+, that has been employed during the given year.",http://spreadsheets.google.com/pub?key=rOXvRa2ZC2oXqBn7gz62IMg,,
males_aged_15_24_employment_rate_percent,Males aged 15-24 employment rate (%),measure,"Percentage of male population, age group 15-24, that has been employed during the given year.",http://spreadsheets.google.com/pub?key=rCyfwvThkbHVlNVw48vHybg,,
males_aged_15plus_employment_rate_percent,Males aged 15+ employment rate (%),measure,"Percentage of male population, age group 15+, that has been employed during the given year.",http://spreadsheets.google.com/pub?key=rTRt7Z5m9i9D9-vvipvdx2w,,
aged_15_64_labour_force_participation_rate_percent,Aged 15-64 labour force participation rate (%),measure,"For age group 15-64, percentage of all labour to total population.",http://spreadsheets.google.com/pub?key=rx1TECfEnGlnomonxCCO-Aw,,
aged_25_54_labour_force_participation_rate_percent,Aged 25-54 labour force participation rate (%),measure,"For age group 25-54, percentage of all labour to total population.",http://spreadsheets.google.com/pub?key=rTrB-PY0sfM_gdAQ20XovfA,,
aged_15plus_labour_force_participation_rate_percent,Aged 15+ labour force participation rate (%),measure,"For age group 15+, percentage of all labour to total population.",http://spreadsheets.google.com/pub?key=ryyQX_1TXlohXWOSUswhIKg,,
aged_65plus_labour_force_participation_rate_percent,Aged 65+ labour force participation rate (%),measure,"For age group 65+, percentage of all labour to total population.",http://spreadsheets.google.com/pub?key=r1hlZB_n1rpXTij11Kw7lTQ,,
females_aged_15_64_labour_force_participation_rate_percent,Females aged 15-64 labour force participation rate (%),measure,"For age group 15-64, percentage of female labour to total female population.",http://spreadsheets.google.com/pub?key=rLRScmH2JZmjxsCGW2LB1cA,,
females_aged_25_54_labour_force_participation_rate_percent,Females aged 25-54 labour force participation rate (%),measure,"For age group 25-54, percentage of female labour to total female population.",http://spreadsheets.google.com/pub?key=rgdYcit5cC0wxcLAQf9kJ_Q,,
females_aged_15plus_labour_force_participation_rate_percent,Females aged 15+ labour force participation rate (%),measure,"For age group 15+, percentage of female labour to total female population.",http://spreadsheets.google.com/pub?key=rZyHDNFsPBn7cqZCIzDQtIg,,
females_aged_65plus_labour_force_participation_rate_percent,Females aged 65+ labour force participation rate (%),measure,"For age group 65+, percentage of female labour to total female population.",http://spreadsheets.google.com/pub?key=rEZ0xOSmU7UuX7iOyL0Xp3g,,
males_aged_15_64_labour_force_participation_rate_percent,Males aged 15-64 labour force participation rate (%),measure,"For age group 15-64, percentage of male labour to total female population.",http://spreadsheets.google.com/pub?key=rB4P-M5oVWuv9CyQ5s1mvOA,,
males_aged_25_54_labour_force_participation_rate_percent,Males aged 25-54 labour force participation rate (%),measure,"For age group 25-54, percentage of male labour to total female population.",http://spreadsheets.google.com/pub?key=rj102tw9R1O_d56Uw_eqBzg,,
males_aged_15plus_labour_force_participation_rate_percent,Males aged 15+ labour force participation rate (%),measure,"For age group 15+, percentage of male labour to total female population.",http://spreadsheets.google.com/pub?key=rImcpLhokI0fXWNA-2nSWFw,,
males_aged_65plus_labour_force_participation_rate_percent,Males aged 65+ labour force participation rate (%),measure,"For age group 65+, percentage of male labour to total female population.",http://spreadsheets.google.com/pub?key=r_hbrX2qsjHphzAAlwsxhRA,,
aged_15_24_unemployment_rate_percent,Aged 15-24 unemployment rate (%),measure,"Percentage of total population, age group 15-24, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rb0oP4d1BREXa8xMIUf4NZg,,
aged_25_54_unemployment_rate_percent,Aged 25-54 unemployment rate (%),measure,"Percentage of total population, age group 25-54, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rEMA-cbNPaOtpDyxTcwugnw,,
aged_15plus_unemployment_rate_percent,Aged 15+ unemployment rate (%),measure,"Percentage of total population, age group above 15, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rlD36wGmkwFt3ED558waCTQ,,
aged_55plus_unemployment_rate_percent,Aged 55+ unemployment rate (%),measure,"Percentage of total population, age group above 55, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rNn0y3e0bCpaqTM_8BVZBdg,,
long_term_unemployment_rate_percent,Long term unemployment rate (%),measure,Percentage of total population that has been registered as long-term unemployed during the given year.,http://spreadsheets.google.com/pub?key=rCRqVXC95LeKm_EvLrFNXKw,,
females_aged_15_24_unemployment_rate_percent,"Females aged 15-24, unemployment rate (%)",measure,"Percentage of women, age group 15-24, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=rMf--YMvuEKf2LVppT63Xvw,,
females_aged_25_54_unemployment_rate_percent,"Females aged 25-54, unemployment rate (%)",measure,"Percentage of women, age group 25-54, that has been registered as unemployed during the given year.",http://spreadsheets.google.com/pub?key=r9StWVETzyX9Lv-r4-2sh6w,,
