concept,name,concept_type,domain,indicator_url,color,scales,drill_up,unit,interpolation,description,tags
family_workers_percent_of_labour_force,Family workers,measure,,http://spreadsheets.google.com/pub?key=rW7k_DdDKlGgJhzYRuNvguw,,"[""linear"", ""log""]",,% of labour force,,Percentage of all labour force that works as contributing family workers.,employment_by_status
salaried_workers_percent_of_labour_force,Salaried workers,measure,,http://spreadsheets.google.com/pub?key=rcO6CXqmEjV-wS-29qejCpw,,"[""linear"", ""log""]",,% of labour force,,Percentage of all labour force that earns a salary from working.,employment_by_status
self_employed_percent_of_labour_force,Self-employed,measure,,http://spreadsheets.google.com/pub?key=rSrvaPPzWvOyTMb9_dfJDtQ,,"[""linear"", ""log""]",,% of labour force,,Percentage of all labour force that works as self-employed workers.,employment_by_status
female_family_workers_percent_of_female_labour_force,Female family workers,measure,,http://spreadsheets.google.com/pub?key=rjFKVVoWIVbTgdtJK2xOZqQ,,"[""linear"", ""log""]",,% of female labour force,,Percentage of all female labour force that works as contributing family workers. ,employment_by_status
female_salaried_workers_percent_of_female_labour_force,Female salaried workers,measure,,http://spreadsheets.google.com/pub?key=rhuyv42EAyApMwy4tDYm3XQ,,"[""linear"", ""log""]",,% of female labour force,,Percentage of all female labour force that earns a salary from working. ,employment_by_status
female_self_employed_percent_of_female_labour_force,Female self-employed,measure,,http://spreadsheets.google.com/pub?key=rIe2Y4f4Ehde4I4BGPN2VBg,,"[""linear"", ""log""]",,% of female labour force,,Percentage of all female labour force that works as self-employed workers. ,employment_by_status
male_family_workers_percent_of_male_labour_force,Male family workers,measure,,http://spreadsheets.google.com/pub?key=rJMlhr2YOvL2EE5NhpbfYAg,,"[""linear"", ""log""]",,% of male labour force,,Percentage of all male labour force that works as contributing family workers.,employment_by_status
male_salaried_workers_percent_of_male_labour_force,Male salaried workers,measure,,http://spreadsheets.google.com/pub?key=riwXFQrsUhb96BT2yFC9rFw,,"[""linear"", ""log""]",,% of male labour force,,Percentage of all male labour force that earns a salary from working.,employment_by_status
male_self_employed_percent_of_male_labour_force,Male self-employed,measure,,http://spreadsheets.google.com/pub?key=raAOA9AFRPzq5ilAm5Qa65Q,,"[""linear"", ""log""]",,% of male labour force,,Percentage of all male labour force that works as self-employed workers.,employment_by_status
aged_15_24_employment_rate_percent,Aged 15-24 employed,measure,,http://spreadsheets.google.com/pub?key=rfHz_nx27dDQo4dUoIeVT3A,,"[""linear"", ""log""]",,%,,"Percentage of total population, age group 15-24, that has been employed during the given year.",employment_rate
aged_15plus_employment_rate_percent,Aged 15+ employed,measure,,http://spreadsheets.google.com/pub?key=rV0ksExNqh6V_h40f0_nFjg,,"[""linear"", ""log""]",,%,,"Percentage of total population, age group 15+, that has been employed during the given year.",employment_rate
females_aged_15_24_employment_rate_percent,Females aged 15-24 employed,measure,,http://spreadsheets.google.com/pub?key=rRS0FbArN8jYsY25X-ZiU9A,,"[""linear"", ""log""]",,%,,"Percentage of female population, age group 15-24, that has been employed during the given year.",employment_rate
females_aged_15plus_employment_rate_percent,Females aged 15+ employed,measure,,http://spreadsheets.google.com/pub?key=rOXvRa2ZC2oXqBn7gz62IMg,,"[""linear"", ""log""]",,%,,"Percentage of female population, age group 15+, that has been employed during the given year.",employment_rate
males_aged_15_24_employment_rate_percent,Males aged 15-24 employed,measure,,http://spreadsheets.google.com/pub?key=rCyfwvThkbHVlNVw48vHybg,,"[""linear"", ""log""]",,%,,"Percentage of male population, age group 15-24, that has been employed during the given year.",employment_rate
males_aged_15plus_employment_rate_percent,Males aged 15+ employed,measure,,http://spreadsheets.google.com/pub?key=rTRt7Z5m9i9D9-vvipvdx2w,,"[""linear"", ""log""]",,%,,"Percentage of male population, age group 15+, that has been employed during the given year.",employment_rate
aged_15_64_labour_force_participation_rate_percent,Aged 15-64 labour force participation rate,measure,,http://spreadsheets.google.com/pub?key=rx1TECfEnGlnomonxCCO-Aw,,"[""linear"", ""log""]",,%,,"For age group 15-64, percentage of all labour to total population.",labour_force_participation
aged_25_54_labour_force_participation_rate_percent,Aged 25-54 labour force participation rate,measure,,http://spreadsheets.google.com/pub?key=rTrB-PY0sfM_gdAQ20XovfA,,"[""linear"", ""log""]",,%,,"For age group 25-54, percentage of all labour to total population.",labour_force_participation
aged_15plus_labour_force_participation_rate_percent,Aged 15+ labour force participation rate,measure,,http://spreadsheets.google.com/pub?key=ryyQX_1TXlohXWOSUswhIKg,,"[""linear"", ""log""]",,%,,"For age group 15+, percentage of all labour to total population.",labour_force_participation
aged_65plus_labour_force_participation_rate_percent,Aged 65+ labour force participation rate,measure,,http://spreadsheets.google.com/pub?key=r1hlZB_n1rpXTij11Kw7lTQ,,"[""linear"", ""log""]",,%,,"For age group 65+, percentage of all labour to total population.",labour_force_participation
females_aged_15_64_labour_force_participation_rate_percent,Females aged 15-64 labour force participation rate,measure,,http://spreadsheets.google.com/pub?key=rLRScmH2JZmjxsCGW2LB1cA,,"[""linear"", ""log""]",,%,,"For age group 15-64, percentage of female labour to total female population.",labour_force_participation
females_aged_25_54_labour_force_participation_rate_percent,Females aged 25-54 labour force participation rate,measure,,http://spreadsheets.google.com/pub?key=rgdYcit5cC0wxcLAQf9kJ_Q,,"[""linear"", ""log""]",,%,,"For age group 25-54, percentage of female labour to total female population.",labour_force_participation
females_aged_15plus_labour_force_participation_rate_percent,Females aged 15+ labour force participation rate,measure,,http://spreadsheets.google.com/pub?key=rZyHDNFsPBn7cqZCIzDQtIg,,"[""linear"", ""log""]",,%,,"For age group 15+, percentage of female labour to total female population.",labour_force_participation
females_aged_65plus_labour_force_participation_rate_percent,Females aged 65+ labour force participation rate,measure,,http://spreadsheets.google.com/pub?key=rEZ0xOSmU7UuX7iOyL0Xp3g,,"[""linear"", ""log""]",,%,,"For age group 65+, percentage of female labour to total female population.",labour_force_participation
males_aged_15_64_labour_force_participation_rate_percent,Males aged 15-64 labour force participation rate,measure,,http://spreadsheets.google.com/pub?key=rB4P-M5oVWuv9CyQ5s1mvOA,,"[""linear"", ""log""]",,%,,"For age group 15-64, percentage of male labour to total female population.",labour_force_participation
males_aged_25_54_labour_force_participation_rate_percent,Males aged 25-54 labour force participation rate,measure,,http://spreadsheets.google.com/pub?key=rj102tw9R1O_d56Uw_eqBzg,,"[""linear"", ""log""]",,%,,"For age group 25-54, percentage of male labour to total female population.",labour_force_participation
males_aged_15plus_labour_force_participation_rate_percent,Males aged 15+ labour force participation rate,measure,,http://spreadsheets.google.com/pub?key=rImcpLhokI0fXWNA-2nSWFw,,"[""linear"", ""log""]",,%,,"For age group 15+, percentage of male labour to total female population.",labour_force_participation
males_aged_65plus_labour_force_participation_rate_percent,Males aged 65+ labour force participation rate,measure,,http://spreadsheets.google.com/pub?key=r_hbrX2qsjHphzAAlwsxhRA,,"[""linear"", ""log""]",,%,,"For age group 65+, percentage of male labour to total female population.",labour_force_participation
aged_15_24_unemployment_rate_percent,Aged 15-24 unemployment rate,measure,,http://spreadsheets.google.com/pub?key=rb0oP4d1BREXa8xMIUf4NZg,,"[""linear"", ""log""]",,%,,"Percentage of total population, age group 15-24, that has been registered as unemployed during the given year.",unemployment
aged_25_54_unemployment_rate_percent,Aged 25-54 unemployment rate,measure,,http://spreadsheets.google.com/pub?key=rEMA-cbNPaOtpDyxTcwugnw,,"[""linear"", ""log""]",,%,,"Percentage of total population, age group 25-54, that has been registered as unemployed during the given year.",unemployment
aged_15plus_unemployment_rate_percent,Aged 15+ unemployment rate,measure,,http://spreadsheets.google.com/pub?key=rlD36wGmkwFt3ED558waCTQ,,"[""linear"", ""log""]",,%,,"Percentage of total population, age group above 15, that has been registered as unemployed during the given year.",unemployment
aged_55plus_unemployment_rate_percent,Aged 55+ unemployment rate,measure,,http://spreadsheets.google.com/pub?key=rNn0y3e0bCpaqTM_8BVZBdg,,"[""linear"", ""log""]",,%,,"Percentage of total population, age group above 55, that has been registered as unemployed during the given year.",unemployment
long_term_unemployment_rate_percent,Long term unemployment rate,measure,,http://spreadsheets.google.com/pub?key=rCRqVXC95LeKm_EvLrFNXKw,,"[""linear"", ""log""]",,%,,Percentage of total population that has been registered as long-term unemployed during the given year.,unemployment
females_aged_15_24_unemployment_rate_percent,"Females aged 15-24, unemployment rate",measure,,http://spreadsheets.google.com/pub?key=rMf--YMvuEKf2LVppT63Xvw,,"[""linear"", ""log""]",,%,,"Percentage of women, age group 15-24, that has been registered as unemployed during the given year.",unemployment
females_aged_25_54_unemployment_rate_percent,"Females aged 25-54, unemployment rate",measure,,http://spreadsheets.google.com/pub?key=r9StWVETzyX9Lv-r4-2sh6w,,"[""linear"", ""log""]",,%,,"Percentage of women, age group 25-54, that has been registered as unemployed during the given year.",unemployment
females_aged_15plus_unemployment_rate_percent,"Females aged 15+, unemployment rate",measure,,http://spreadsheets.google.com/pub?key=rcHjAQAzF2e1yR1R-hywCEw,,"[""linear"", ""log""]",,%,,"Percentage of women, age group above 15, that has been registered as unemployed during the given year.",unemployment
females_aged_55plus_unemployment_rate_percent,"Females aged 55+, unemployment rate",measure,,http://spreadsheets.google.com/pub?key=rz8kJ7CIyckuQAWgHUHe4sA,,"[""linear"", ""log""]",,%,,"Percentage of women, age group above 55, that has been registered as unemployed during the given year.",unemployment
female_long_term_unemployment_rate_percent,Female long term unemployment rate,measure,,http://spreadsheets.google.com/pub?key=rT5EpK40a19zVodp1HV1xGw,,"[""linear"", ""log""]",,%,,Percentage of female population that has been registered as long-term unemployed during the given year.,unemployment
males_aged_15_24_unemployment_rate_percent,"Males aged 15-24, unemployment rate",measure,,http://spreadsheets.google.com/pub?key=rGS7_GpdXrYyjhKkAFcLHGA,,"[""linear"", ""log""]",,%,,"Percentage of men, age group 15-24, that has been registered as unemployed during the given year.",unemployment
males_aged_25_54_unemployment_rate_percent,"Males aged 25-54, unemployment rate",measure,,http://spreadsheets.google.com/pub?key=rjkDFSPV2pw9Pbnz2kpiqPQ,,"[""linear"", ""log""]",,%,,"Percentage of men, age group 25-54, that has been registered as unemployed during the given year.",unemployment
males_aged_15plus_unemployment_rate_percent,"Males aged 15+, unemployment rate",measure,,http://spreadsheets.google.com/pub?key=r5_68IYi0bC1bRjGMFYFk8g,,"[""linear"", ""log""]",,%,,"Percentage of men, age group above 15, that has been registered as unemployed during the given year.",unemployment
males_aged_55plus_unemployment_rate_percent,"Males aged 55+, unemployment rate",measure,,http://spreadsheets.google.com/pub?key=rSMPg9BmVRsqE8_k1ARUudA,,"[""linear"", ""log""]",,%,,"Percentage of men, age group above 55, that has been registered as unemployed during the given year.",unemployment
male_long_term_unemployment_rate_percent,Male long term unemployment rate,measure,,http://spreadsheets.google.com/pub?key=rezDaYxOOBEFgR4TiPN9qtw,,"[""linear"", ""log""]",,%,,Percentage of male population that has been registered as long-term unemployed during the given year.,unemployment
under_five_mortality_from_cme_per_1000_born,Under-five mortality from CME,measure,,http://spreadsheets.google.com/pub?key=p8SIY47PNEw6pJRPAS1tXPQ,,"[""log"", ""linear""]",,per 1 000 born,,"Death of children under five years of age per 1,000 live births. By The Inter-Agency Child Mortality Estimation Group (WHO, UNICEF, the United Nations Population Division, the World Bank, and independent experts) Sep 20 2011",alternative_child_mortality_data
under_five_mortality_from_ihme_per_1000_born,Under-five mortality from IHME,measure,,http://spreadsheets.google.com/pub?key=p8SIY47PNEw4TgTkrmIVIXA,,"[""log"", ""linear""]",,per 1 000 born,,"Death of children under five years of age per 1,000 live births. Estimates and projections from the Institute for Health Metrics and Evaluation, 1970-2015.",alternative_child_mortality_data
old_version_of_income_per_person_version_3,Old version (3) of Income per person,measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0npaJxInyYDg,,"[""log"", ""linear""]",,,,"The version of Income per person used before 22 december 2008 (version 3). Gross Domestic Product per person by Purchasing Power Parities (in international dollars, fixed 1990 prices). ",alternative_gdp_data
old_version_of_income_per_person_version_8,Old version (8) of Income per person,measure,,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdE5xWmcyYVZJQzJvOFpZUklqX3lkSkE,,"[""log"", ""linear""]",,,,"The version of Income per person used before 12 july 2010 (version 8). Gross Domestic Product per person by Purchasing Power Parities (in international dollars, fixed 2050 prices). ",alternative_gdp_data
alternative_gdppercapita_ppp_inflation_adjusted_from_pwt,Alternative GDP/capita from PWT,measure,,http://spreadsheets.google.com/pub?key=tSUr_yZVbM6a3AGJEq_Z2Pw,,"[""log"", ""linear""]",,"PPP$, inflation-adjusted",,"Expressed in international $ (PPP) and adjusted for inflation (in 2000 prices). The indicator measures the same thing as ""income per person"", but the source is different: Penn World Tables 6.2.",alternative_gdp_data
subsistence_incomes_per_person,Subsistence incomes per person,measure,,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGlGLVd4OGVfcVdScVBSS0JLVHpiMlE,,"[""log"", ""linear""]",,,,"The same as ""Income per person (GDP/capita, inflation-adjusted $)"" (version 9), but expressed in subsistence incomes per person ratehr than international $ per person. One subsistence income is equal to $1.25 per day (i.e. the lower poverty line), or $456.24 per year. Hence, we divided incomes epr person with 456.25.",alternative_gdp_data
alternative_poverty_percent_below_nationally_defined_poverty,Alternative poverty,measure,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEd1R9UmohEIaA,,"[""linear"", ""log""]",,% below nationally defined poverty line,,National poverty rate is the percentage of the population living below the national poverty line. National estimates are based on population-weighted subgroup estimates from household surveys. Poverty lines vary between countries and so rates are not comparable. ,alternative_poverty_measures
data_quality_income_per_person,Data quality - Income per person,measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0atjJIuxy-KQ,,"[""linear"", ""log""]",,,,"Rates the quality for each observation of ""Income per person - revised"". The ratings are 0 (data quality not known yet) and 5 (very bad). You can use this ""indicator"" as color together with income per person to highlight the roughest observations.",data_quality_use_as_color
data_quality_life_expectancy,Data quality - Life expectancy,measure,,http://spreadsheets.google.com/pub?key=p8SIY47PNEw6vGCNzlYJ5eA,,"[""linear"", ""log""]",,,,"Rates the quality for each observation of ""Life expectancy at birth"": (1) Yearly data; (2) Trend data; (3) Yearly guesstimates; (4) Trend guesstimates. You can use this ""indicator"" together with ""Life expectancy at birth"" to highlight the roughest observations.",data_quality_use_as_color
data_quality_population,Data quality - Population,measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj1ONZlWMf9KQA,,"[""linear"", ""log""]",,,,"Rates the quality for each observation of ""Population, total"". The ratings are 1 (very good); 2 (good); 3 (fair); 4 (bad) and 5 (very bad). You can use this ""indicator"" together with total population to highlight the roughest observations.",data_quality_use_as_color
estimate_or_projection_of_under_five_mortality_rate_from_ihme,Estimate or projection of child mortality,measure,,http://spreadsheets.google.com/pub?key=p8SIY47PNEw4vx1GOsJM7bA,,"[""linear"", ""log""]",,"age 5-, from IHME",,"1=estimate; 2=projection (quality indicator for ""Under-five mortality from IHME"")",data_quality_use_as_color
data_quality_children_per_woman,Data quality - Children per woman,measure,,http://spreadsheets.google.com/pub?key=thlR4hyNMEnaVyV_uxRzjfQ,,"[""linear"", ""log""]",,,,"Rates the quality for each observation of ""Children per woman"". The ratings are 1 (very good); 2 (good); 3 (fair); 4 (bad) and 5 (very bad). You can use this ""indicator"" together with ""Children per woman"" to highlight the roughest observations.",data_quality_use_as_color
data_method_maternal_mortality,Data method - Maternal mortality,measure,,http://spreadsheets.google.com/pub?key=thDxsgSWvLGW4M1qUBby7OQ,,"[""linear"", ""log""]",,,,"Method used to estimate ""Maternal mortality"": 1-Registration; 2-Reg. but ill defined; 3-Sisterhood surveys; 4-Mortality surveys, 5-Sample reg.; 6-Census based estim.; 7-Other data; 8-No data, model used",data_quality_use_as_color
economic_growth_over_the_past_10_years,Economic growth over past 10 yr,measure,,http://spreadsheets.google.com/pub?key=tkdAnkbHJxPAlRX6P1mAh8w,,"[""linear"", ""log""]",,,,"Average annual growth in GDP per capita over the past 10 years, i.e. the data for 1980 concerns the average growth 1970-80. The data is based on the PWT 6.2.",economic_growth
how_far_to_the_north,How far to the north,measure,,http://spreadsheets.google.com/pub?key=rAIffGKCmiCdzTl1C0AR2nw,,"[""linear"", ""log""]",,,,"The latitude of the country. A positive value means that the country is to the north of the equator, if it is negative it is to the south.",geography_infrastructure
income_per_person_with_projections,Income per person,measure,,http://spreadsheets.google.com/pub?key=rX3Jfop_ebuY-chuMpCgmRg,,"[""linear"", ""log""]",,with projections,,"The same as ""Income per person (GDP/capita, inflation-adjusted $)"", with projections from IMF after 2007.",projections
life_expectancy_at_birth_with_projections,Life expectancy,measure,,http://spreadsheets.google.com/pub?key=tiAiXcrneZrUnnJ9dBU-PAw,,"[""linear"", ""log""]",,with projections,,The number of years a newborn child would live if current mortality patterns were to stay the same. Medium variant projections until 2050,projections
children_per_woman_total_fertility_with_projections,Babies per woman,measure,,http://spreadsheets.google.com/pub?key=tGdhNYGTGtunwzkKJ9aRhsA,,"[""linear"", ""log""]",,"total fertility, with projections",,Total fertility rate. The number of children that would be born to each woman with prevailing age-specific fertility rates. Data after 2010 is based on the medium estimates from UN population division.,projections
total_population_with_projections,Total population,measure,,http://spreadsheets.google.com/pub?key=tL0jLxFBF9TbXIN_39b1qcQ,,"[""linear"", ""log""]",,with projections,,"Total number of population of both sexes, data after 2010 is based on the medium estimates from UN population division.",projections
female_population_with_projections,Female population,measure,,http://spreadsheets.google.com/pub?key=t6nZVbvqsF-BbyheqUxerZQ,,"[""linear"", ""log""]",,with projections,,"Total number of female population, data after 2010 is based on the medium estimates from UN population division.",projections
male_population_with_projections,Male population,measure,,http://spreadsheets.google.com/pub?key=tZMsbTkrY0k4OkkkXEfp6pA,,"[""linear"", ""log""]",,with projections,,"Total number of male population, data after 2010 is based on the medium estimates from UN population division.",projections
population_growth_annual_percent_with_projections,Population growth,measure,,http://spreadsheets.google.com/pub?key=rZrHzR__kZfmw6L_xUx7cwg,,"[""linear"", ""log""]",,"annual %, with projections",,"Annual change of population in percentage, data after 2010 is based on the medium estimates from UN population division.",projections
year_categorization_1820_2010,Year categorization 1820-2010,measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2t4ep52YXjSg,,"[""linear"", ""log""]",,,,"This ""indicator"" simply duplicates the years between 1820 and 2010. Use it to color the bubbles (by selecting this indicator under ""color"" in the top right-hand corner of the graph). This is useful when enabling ""trails"" for several countries. Use this one for long time series. ",
year_categorization_1950,Year categorization 1950-,measure,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj02SA7cGjnRbA,,"[""linear"", ""log""]",,,,"This ""indicator"" simply duplicates the years between 1950 and 2008. Use it to color the bubbles (by selecting this indicator under ""color"" in the top right-hand corner of the graph). This is useful when enabling ""trails"" for several countries. ",
traffic_deaths_per_100000_people,Traffic deaths,measure,,http://spreadsheets.google.com/pub?key=tK87SOy-oZlfW99UDD7L3hw,,"[""linear"", ""log""]",,per 100 000 people,,"Traffic mortality per 100 000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",traffic
burns_deaths_per_100000_people,Burns deaths,measure,,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldGloTm9wekpDcUdMUjhlYWFKaHdnVWc,,"[""linear"", ""log""]",,per 100 000 people,,"Burns, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",injuries_and_accidents
drownings_per_100000_people,Drownings,measure,,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldF9ZRnhuWWljUXJHRDRpb0cyaHNLSUE,,"[""linear"", ""log""]",,per 100 000 people,,"Drownings, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",injuries_and_accidents
falls_deaths_per_100000_people,"Falls, deaths",measure,,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldEJZajRXMWZPTE9nUXFBNUdPcG5yT2c,,"[""linear"", ""log""]",,per 100 000 people,,"Falls, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",injuries_and_accidents
poisonings_deaths_per_100000_people,"Poisonings, deaths",measure,,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldGhVLXVsSTB0aDY2eXdLaEt1T0psdXc,,"[""linear"", ""log""]",,per 100 000 people,,"Unintentional poisonings, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",injuries_and_accidents
cars_trucks_and_buses_per_1000_persons,"Cars, trucks, buses",measure,,http://spreadsheets.google.com/pub?key=tu0H0unnUriNvMXwH_qOqzw,,"[""linear"", ""log""]",,per 1 000 people,,"Registered four-wheel motor vehicles per 1,000 population. Cars, buses, and freight vehicles but  not  two-wheelers.",traffic
traffic_deaths_women_per_100000_people,Traffic deaths women,measure,,http://spreadsheets.google.com/pub?key=t4pYrpNzP-JeR7zSjOyDofQ,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality among women due to traffic injury, per 100,000 standard population, age adjusted, This rate is calculated as if all countries had the same age composition of the population.",injury_deaths_by_gender_age_road_user
traffic_deaths_men_per_100000_people,Traffic deaths men,measure,,http://spreadsheets.google.com/pub?key=tUaaG6Pu9zT_BVIsLvGLQdA,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality among men due to traffic injury, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",injury_deaths_by_gender_age_road_user
suicide_women_per_100000_people,Suicide women,measure,,http://spreadsheets.google.com/pub?key=tUD6kmYmB_Bp85SRdEn1Krg,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality due to self-inflicted injury among women, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",injury_deaths_by_gender_age_road_user
suicide_men_per_100000_people,Suicide men,measure,,http://spreadsheets.google.com/pub?key=tB8ge4cxd8TL7yIV4ALm5NA,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality due to self-inflicted injury among men, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",injury_deaths_by_gender_age_road_user
murdered_women_per_100000_people,Murdered women,measure,,http://spreadsheets.google.com/pub?key=tyeSLo9Zpmw_e05IR3EoReg,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality among women due to interpersonal violence, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",injury_deaths_by_gender_age_road_user
murdered_men_per_100000_people,Murdered men,measure,,http://spreadsheets.google.com/pub?key=tHgVOu-6TYQ6Kig0Ur3Y-kw,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality among men due to interpersonal violence, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",injury_deaths_by_gender_age_road_user
car_deaths_per_100000_people,Car deaths,measure,,http://spreadsheets.google.com/pub?key=tLf-4GD5z0QxqsDoUz4vOlg,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality among drivers and passengers of 4-wheel motorized vehicles, per 100,000. Age adjusted (calculated as if all countries had the same age structure).",injury_deaths_by_gender_age_road_user
motorcycle_deaths_per_100000_people,Motorcycle deaths,measure,,http://spreadsheets.google.com/pub?key=t7-m0musxnWbugcQ9ECH4KA,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality among drivers and passengers of 2-wheel motorized vehicles, per 100,000. Age adjusted (calculated as if all countries had the same age structure).",injury_deaths_by_gender_age_road_user
murdered_children_0_14_per_100000_people,Murdered children 0-14,measure,,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldC1rcTI5OU50Mnc1djdkNXpnWUFrZmc,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality among  children aged 0-14 years due to interpersonal violence, per 100,000 standard population, age adjusted",injury_deaths_by_gender_age_road_user
murdered_15_29_per_100000_people,Murdered 15-29,measure,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldDFGSGhtOWt0cS1JbEIzS29EZzlQRXc,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality among persons aged 15-29 due to interpersonal violence, per 100,000 standard population, age adjusted",injury_deaths_by_gender_age_road_user
murdered_30_44_per_100000_people,Murdered 30-44,measure,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldG51d0o2T0JQWXFTMUlydWFsSTZMeFE,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality among persons aged 30-44 due to interpersonal violence, per 100,000 standard population, age adjusted",injury_deaths_by_gender_age_road_user
murdered_45_59_per_100000_people,Murdered 45-59,measure,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldElCSWl6TkpaZ1JpcXVxa2tmUGhxbFE,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality among persons aged 45-59 due to interpersonal violence, per 100,000 standard population, age adjusted",injury_deaths_by_gender_age_road_user
murdered_60plus_per_100000_people,Murdered 60+,measure,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldGF1WHhpZFVQTWswclJHdjE3MkZ4c3c,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality among persons aged 60+ due to interpersonal violence, per 100,000 standard population, age adjusted",injury_deaths_by_gender_age_road_user
suicide_age_0_14_per_100000_people,Suicide age 0-14,measure,,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldGhJdkhTSHNEYTFKQjRrMlBwZXk1TkE,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality due to self-inflicted injury among children aged 0-14 years, per 100,000 standard population, age adjusted",injury_deaths_by_gender_age_road_user
suicide_age_15_29_per_100000_people,Suicide age 15-29,measure,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldHNWNkNVR2Zwalc2U04zTjE5MDZlUkE,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality due to self-inflicted injury among persons aged 15-29 years, per 100,000 standard population, age adjusted",injury_deaths_by_gender_age_road_user
suicide_age_30_44_per_100000_people,Suicide age 30-44,measure,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldG9MeHpzRkNHQmZ4MmtxSnd2Y0o2UFE,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality due to self-inflicted injury among persons aged 30-44 years, per 100,000 standard population, age adjusted",injury_deaths_by_gender_age_road_user
suicide_age_45_59_per_100000_people,Suicide age 45-59,measure,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldGh2OWd2eVJiUnhScW9tOEtNTFkyQUE,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality due to self-inflicted injury among persons aged 45-59 years, per 100,000 standard population, age adjusted",injury_deaths_by_gender_age_road_user
suicide_age_60plus_per_100000_people,Suicide age 60+,measure,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldEVRNFBZS2wzRmtZOWZEZDVZVG05dHc,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality due to self-inflicted injury among persons aged 60+ years, per 100,000 standard population, age adjusted",injury_deaths_by_gender_age_road_user
traffic_mortality_children_0_14_per_100000_people,Traffic mortality 0-14,measure,,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldHB2MkhmVDcyMG1Oa3Y5eEhRQ0VlUWc,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality among children aged 0-14 years due to traffic injury, per 100,000 standard population, age adjusted",injury_deaths_by_gender_age_road_user
traffic_mortality_15_29_per_100000_people,Traffic mortality 15-29,measure,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldEVPSG5qYzBfS0llQ1RnTl9wWXZodkE,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality among persons aged 15-29 years due to traffic injury, per 100,000 standard population, age adjusted",injury_deaths_by_gender_age_road_user
traffic_mortality_30_44_per_100000_people,Traffic mortality 30-44,measure,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldGRqbENsQm5VMWFLdnRXV0w1S0tVSEE,,"[""linear"", ""log""]",,per 100 000 people,,"Mortality among persons aged 30-44 years due to traffic injury, per 100,000 standard population, age adjusted",injury_deaths_by_gender_age_road_user
